profile_set,scoring_config,seed,checkpoint,cumulative_gt_acc,gt_acc_credential,gt_acc_threat,gt_acc_lateral,gt_acc_exfil,gt_acc_insider
realistic,w_g_learned,3072,200,0.44,0.4,0.38636363636363635,0.5,0.6,0.36585365853658536
realistic,w_g_learned,3072,400,0.4675,0.5180722891566265,0.36585365853658536,0.4342105263157895,0.6818181818181818,0.3870967741935484
realistic,w_g_learned,3072,700,0.49857142857142855,0.6323529411764706,0.38095238095238093,0.463768115942029,0.6456692913385826,0.40131578947368424
realistic,w_g_learned,3072,1000,0.494,0.6302083333333334,0.3961352657004831,0.47715736040609136,0.6208791208791209,0.3783783783783784
realistic,w_g_learned,4096,50,0.28,0.6,0.1111111111111111,0.2222222222222222,0.2857142857142857,0.3076923076923077
realistic,w_g_learned,4096,100,0.41,0.45,0.35294117647058826,0.4444444444444444,0.35,0.44
realistic,w_g_learned,4096,200,0.43,0.5121951219512195,0.29411764705882354,0.5,0.3877551020408163,0.45454545454545453
realistic,w_g_learned,4096,400,0.4925,0.6506024096385542,0.35064935064935066,0.5230769230769231,0.4939759036144578,0.44565217391304346
realistic,w_g_learned,4096,700,0.4828571428571429,0.6206896551724138,0.36363636363636365,0.4881889763779528,0.5524475524475524,0.3873239436619718
realistic,w_g_learned,4096,1000,0.484,0.616822429906542,0.3488372093023256,0.5164835164835165,0.5459183673469388,0.39378238341968913
realistic,w_g_learned,5120,50,0.26,0.25,0.375,0.25,0.2222222222222222,0.23076923076923078
realistic,w_g_learned,5120,100,0.39,0.4444444444444444,0.4375,0.38095238095238093,0.42857142857142855,0.2916666666666667
realistic,w_g_learned,5120,200,0.475,0.5151515151515151,0.34285714285714286,0.525,0.6590909090909091,0.3333333333333333
realistic,w_g_learned,5120,400,0.4875,0.573170731707317,0.3382352941176471,0.5348837209302325,0.6133333333333333,0.3707865168539326
realistic,w_g_learned,5120,700,0.49142857142857144,0.589041095890411,0.3225806451612903,0.5095541401273885,0.6333333333333333,0.40522875816993464
realistic,w_g_learned,5120,1000,0.477,0.5913461538461539,0.31843575418994413,0.48847926267281105,0.6063829787234043,0.3701923076923077
realistic,w_g_learned,6144,50,0.32,0.4375,0.2857142857142857,0.375,0.3333333333333333,0.1
realistic,w_g_learned,6144,100,0.37,0.391304347826087,0.3125,0.45,0.5263157894736842,0.18181818181818182
realistic,w_g_learned,6144,200,0.465,0.4444444444444444,0.4117647058823529,0.4864864864864865,0.65,0.3409090909090909
realistic,w_g_learned,6144,400,0.5025,0.5862068965517241,0.359375,0.48148148148148145,0.675,0.38636363636363635
realistic,w_g_learned,6144,700,0.47285714285714286,0.5827814569536424,0.3153153153153153,0.41830065359477125,0.6598639455782312,0.34057971014492755
realistic,w_g_learned,6144,1000,0.48,0.5769230769230769,0.3136094674556213,0.47368421052631576,0.6490384615384616,0.35436893203883496
realistic,w_augmented,42,50,0.26,0.2222222222222222,0.5555555555555556,0.125,0.15384615384615385,0.2727272727272727
realistic,w_augmented,42,100,0.37,0.5454545454545454,0.4117647058823529,0.2857142857142857,0.3076923076923077,0.2857142857142857
realistic,w_augmented,42,200,0.43,0.6511627906976745,0.3611111111111111,0.4090909090909091,0.38095238095238093,0.3142857142857143
realistic,w_augmented,42,400,0.485,0.6704545454545454,0.35714285714285715,0.4418604651162791,0.49382716049382713,0.4266666666666667
realistic,w_augmented,42,700,0.5114285714285715,0.6666666666666666,0.3902439024390244,0.45774647887323944,0.5238095238095238,0.4927536231884058
realistic,w_augmented,42,1000,0.513,0.6284403669724771,0.42391304347826086,0.47761194029850745,0.54,0.47715736040609136
realistic,w_augmented,123,50,0.38,0.7,0.18181818181818182,0.1111111111111111,0.6666666666666666,0.2727272727272727
realistic,w_augmented,123,100,0.35,0.6,0.25,0.16666666666666666,0.5882352941176471,0.21052631578947367
realistic,w_augmented,123,200,0.435,0.6585365853658537,0.37777777777777777,0.2926829268292683,0.5135135135135135,0.3333333333333333
realistic,w_augmented,123,400,0.46,0.6951219512195121,0.39080459770114945,0.37037037037037035,0.5135135135135135,0.32894736842105265
realistic,w_augmented,123,700,0.49857142857142855,0.6946564885496184,0.3469387755102041,0.43478260869565216,0.6148648648648649,0.4117647058823529
realistic,w_augmented,123,1000,0.505,0.6844919786096256,0.3482587064676617,0.4672897196261682,0.6116504854368932,0.421875
realistic,w_augmented,456,50,0.48,0.16666666666666666,0.35714285714285715,0.5454545454545454,0.6923076923076923,0.5
realistic,w_augmented,456,100,0.48,0.4117647058823529,0.3076923076923077,0.5294117647058824,0.6956521739130435,0.47058823529411764
realistic,w_augmented,456,200,0.47,0.5555555555555556,0.36538461538461536,0.45,0.6097560975609756,0.3870967741935484
realistic,w_augmented,456,400,0.495,0.6103896103896104,0.375,0.42857142857142855,0.6582278481012658,0.4177215189873418
realistic,w_augmented,456,700,0.52,0.6268656716417911,0.4520547945205479,0.45695364238410596,0.6141732283464567,0.47183098591549294
realistic,w_augmented,456,1000,0.543,0.6096256684491979,0.4927536231884058,0.5314009661835749,0.6,0.4953271028037383
realistic,w_augmented,789,50,0.4,0.3,0.42857142857142855,0.46153846153846156,0.5454545454545454,0.2222222222222222
realistic,w_augmented,789,100,0.39,0.2857142857142857,0.35294117647058826,0.4074074074074074,0.5625,0.3684210526315789
realistic,w_augmented,789,200,0.47,0.42,0.5,0.5238095238095238,0.5294117647058824,0.38235294117647056
realistic,w_augmented,789,400,0.5,0.4842105263157895,0.4880952380952381,0.5542168674698795,0.5806451612903226,0.40789473684210525
realistic,w_augmented,789,700,0.5071428571428571,0.5197368421052632,0.4591194968553459,0.5606060606060606,0.6,0.41605839416058393
realistic,w_augmented,789,1000,0.514,0.558252427184466,0.4279661016949153,0.5604395604395604,0.5977653631284916,0.4517766497461929
realistic,w_augmented,1024,50,0.26,0.2,0.14285714285714285,0.3,0.3333333333333333,0.25
realistic,w_augmented,1024,100,0.33,0.3,0.3,0.36363636363636365,0.38095238095238093,0.29411764705882354
realistic,w_augmented,1024,200,0.445,0.475,0.4473684210526316,0.41304347826086957,0.5111111111111111,0.3548387096774194
realistic,w_augmented,1024,400,0.4925,0.5888888888888889,0.43037974683544306,0.46153846153846156,0.5694444444444444,0.39705882352941174
realistic,w_augmented,1024,700,0.52,0.5939849624060151,0.4413793103448276,0.4880952380952381,0.6176470588235294,0.4661016949152542
realistic,w_augmented,1024,1000,0.517,0.6153846153846154,0.4597156398104265,0.47346938775510206,0.6190476190476191,0.43352601156069365
realistic,w_augmented,2048,50,0.2,0.25,0.2,0.3333333333333333,0.14285714285714285,0.14285714285714285
realistic,w_augmented,2048,100,0.28,0.4117647058823529,0.2,0.3888888888888889,0.2962962962962963,0.13043478260869565
realistic,w_augmented,2048,200,0.39,0.5588235294117647,0.35135135135135137,0.41025641025641024,0.45652173913043476,0.20454545454545456
realistic,w_augmented,2048,400,0.45,0.5882352941176471,0.3902439024390244,0.524390243902439,0.5119047619047619,0.2619047619047619
realistic,w_augmented,2048,700,0.48857142857142855,0.6183206106870229,0.3900709219858156,0.5273972602739726,0.564625850340136,0.34074074074074073
realistic,w_augmented,2048,1000,0.499,0.6197916666666666,0.39593908629441626,0.5376884422110553,0.5761904761904761,0.36633663366336633
realistic,w_augmented,3072,50,0.34,0.42857142857142855,0.2,0.625,0.16666666666666666,0.25
realistic,w_augmented,3072,100,0.44,0.36363636363636365,0.4,0.6086956521739131,0.46153846153846156,0.36363636363636365
realistic,w_augmented,3072,200,0.48,0.4888888888888889,0.4090909090909091,0.575,0.5666666666666667,0.3902439024390244
realistic,w_augmented,3072,400,0.51,0.6144578313253012,0.4634146341463415,0.4605263157894737,0.6515151515151515,0.3978494623655914
realistic,w_augmented,3072,700,0.5285714285714286,0.6911764705882353,0.4557823129251701,0.4782608695652174,0.6299212598425197,0.4144736842105263
realistic,w_augmented,3072,1000,0.519,0.671875,0.46859903381642515,0.4873096446700508,0.6098901098901099,0.38738738738738737
realistic,w_augmented,4096,50,0.38,0.6,0.1111111111111111,0.3333333333333333,0.35714285714285715,0.5384615384615384
realistic,w_augmented,4096,100,0.47,0.5,0.4117647058823529,0.5,0.35,0.56
realistic,w_augmented,4096,200,0.42,0.5121951219512195,0.29411764705882354,0.5,0.30612244897959184,0.5
realistic,w_augmented,4096,400,0.4825,0.6144578313253012,0.4025974025974026,0.5230769230769231,0.39759036144578314,0.4782608695652174
realistic,w_augmented,4096,700,0.4957142857142857,0.5724137931034483,0.46853146853146854,0.4881889763779528,0.48951048951048953,0.45774647887323944
realistic,w_augmented,4096,1000,0.5,0.5841121495327103,0.4511627906976744,0.5164835164835165,0.5,0.44559585492227977
realistic,w_augmented,5120,50,0.24,0.375,0.25,0.25,0.2222222222222222,0.15384615384615385
realistic,w_augmented,5120,100,0.39,0.5,0.3125,0.38095238095238093,0.5238095238095238,0.25
realistic,w_augmented,5120,200,0.48,0.5757575757575758,0.2857142857142857,0.525,0.7045454545454546,0.3125
realistic,w_augmented,5120,400,0.485,0.5853658536585366,0.3088235294117647,0.5348837209302325,0.6266666666666667,0.3595505617977528
realistic,w_augmented,5120,700,0.49714285714285716,0.5958904109589042,0.33064516129032256,0.5095541401273885,0.6416666666666667,0.4117647058823529
realistic,w_augmented,5120,1000,0.492,0.5961538461538461,0.37988826815642457,0.48847926267281105,0.6117021276595744,0.3798076923076923
realistic,w_augmented,6144,50,0.38,0.5,0.2857142857142857,0.375,0.3333333333333333,0.3
realistic,w_augmented,6144,100,0.39,0.4782608695652174,0.25,0.5,0.47368421052631576,0.22727272727272727
realistic,w_augmented,6144,200,0.485,0.5777777777777777,0.38235294117647056,0.4864864864864865,0.625,0.3409090909090909
realistic,w_augmented,6144,400,0.515,0.6436781609195402,0.359375,0.48148148148148145,0.6625,0.3977272727272727
realistic,w_augmented,6144,700,0.4857142857142857,0.6158940397350994,0.34234234234234234,0.41830065359477125,0.6530612244897959,0.35507246376811596
realistic,w_augmented,6144,1000,0.501,0.6009615384615384,0.40236686390532544,0.47368421052631576,0.6442307692307693,0.3640776699029126
realistic,w_per_category,42,50,0.28,0.2222222222222222,0.4444444444444444,0.25,0.23076923076923078,0.2727272727272727
realistic,w_per_category,42,100,0.32,0.3181818181818182,0.29411764705882354,0.42857142857142855,0.2692307692307692,0.2857142857142857
realistic,w_per_category,42,200,0.37,0.5348837209302325,0.3055555555555556,0.38636363636363635,0.2857142857142857,0.3142857142857143
realistic,w_per_category,42,400,0.435,0.5909090909090909,0.3,0.47674418604651164,0.3950617283950617,0.37333333333333335
realistic,w_per_category,42,700,0.4828571428571429,0.6,0.36585365853658536,0.5915492957746479,0.46938775510204084,0.36231884057971014
realistic,w_per_category,42,1000,0.515,0.5779816513761468,0.4673913043478261,0.6069651741293532,0.495,0.41624365482233505
realistic,w_per_category,123,50,0.46,0.7,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.36363636363636365
realistic,w_per_category,123,100,0.38,0.65,0.2,0.2916666666666667,0.5294117647058824,0.2631578947368421
realistic,w_per_category,123,200,0.36,0.6829268292682927,0.26666666666666666,0.21951219512195122,0.3783783783783784,0.25
realistic,w_per_category,123,400,0.415,0.7195121951219512,0.27586206896551724,0.30864197530864196,0.40540540540540543,0.3684210526315789
realistic,w_per_category,123,700,0.47714285714285715,0.7175572519083969,0.36054421768707484,0.427536231884058,0.527027027027027,0.36764705882352944
realistic,w_per_category,123,1000,0.527,0.7112299465240641,0.42786069651741293,0.5327102803738317,0.5388349514563107,0.4322916666666667
realistic,w_per_category,456,50,0.36,0.16666666666666666,0.21428571428571427,0.18181818181818182,0.6153846153846154,0.6666666666666666
realistic,w_per_category,456,100,0.34,0.4117647058823529,0.11538461538461539,0.23529411764705882,0.6521739130434783,0.29411764705882354
realistic,w_per_category,456,200,0.4,0.5555555555555556,0.25,0.325,0.5853658536585366,0.3225806451612903
realistic,w_per_category,456,400,0.4425,0.6233766233766234,0.3068181818181818,0.36363636363636365,0.620253164556962,0.31645569620253167
realistic,w_per_category,456,700,0.4757142857142857,0.6343283582089553,0.3972602739726027,0.4304635761589404,0.5748031496062992,0.36619718309859156
realistic,w_per_category,456,1000,0.509,0.6096256684491979,0.46859903381642515,0.5120772946859904,0.5459459459459459,0.4252336448598131
realistic,w_per_category,789,50,0.26,0.2,0.14285714285714285,0.07692307692307693,0.6363636363636364,0.2222222222222222
realistic,w_per_category,789,100,0.32,0.3333333333333333,0.23529411764705882,0.18518518518518517,0.625,0.3157894736842105
realistic,w_per_category,789,200,0.395,0.5,0.3,0.2857142857142857,0.5588235294117647,0.3235294117647059
realistic,w_per_category,789,400,0.44,0.6105263157894737,0.34523809523809523,0.39759036144578314,0.5645161290322581,0.27631578947368424
realistic,w_per_category,789,700,0.48714285714285716,0.6644736842105263,0.41509433962264153,0.44696969696969696,0.5583333333333333,0.35036496350364965
realistic,w_per_category,789,1000,0.516,0.6893203883495146,0.461864406779661,0.4725274725274725,0.5642458100558659,0.39593908629441626
realistic,w_per_category,1024,50,0.28,0.4,0.2857142857142857,0.1,0.3333333333333333,0.25
realistic,w_per_category,1024,100,0.31,0.45,0.15,0.3181818181818182,0.3333333333333333,0.29411764705882354
realistic,w_per_category,1024,200,0.405,0.525,0.21052631578947367,0.43478260869565216,0.4444444444444444,0.3870967741935484
realistic,w_per_category,1024,400,0.4775,0.6222222222222222,0.34177215189873417,0.5054945054945055,0.5277777777777778,0.35294117647058826
realistic,w_per_category,1024,700,0.5157142857142857,0.6616541353383458,0.41379310344827586,0.5238095238095238,0.5808823529411765,0.3898305084745763
realistic,w_per_category,1024,1000,0.534,0.6923076923076923,0.44075829383886256,0.5591836734693878,0.582010582010582,0.3930635838150289
realistic,w_per_category,2048,50,0.18,0.25,0.2,0.3333333333333333,0.14285714285714285,0.07142857142857142
realistic,w_per_category,2048,100,0.29,0.4117647058823529,0.3333333333333333,0.3888888888888889,0.2962962962962963,0.08695652173913043
realistic,w_per_category,2048,200,0.35,0.5,0.32432432432432434,0.358974358974359,0.45652173913043476,0.13636363636363635
realistic,w_per_category,2048,400,0.39,0.5441176470588235,0.2804878048780488,0.4268292682926829,0.5,0.2261904761904762
realistic,w_per_category,2048,700,0.45,0.5801526717557252,0.3333333333333333,0.4520547945205479,0.5374149659863946,0.34814814814814815
realistic,w_per_category,2048,1000,0.479,0.6041666666666666,0.39086294416243655,0.4723618090452261,0.5428571428571428,0.38613861386138615
realistic,w_per_category,3072,50,0.32,0.42857142857142855,0.2,0.375,0.16666666666666666,0.3333333333333333
realistic,w_per_category,3072,100,0.36,0.36363636363636365,0.25,0.4782608695652174,0.23076923076923078,0.4090909090909091
realistic,w_per_category,3072,200,0.46,0.5333333333333333,0.36363636363636365,0.5,0.43333333333333335,0.4634146341463415
realistic,w_per_category,3072,400,0.49,0.6024096385542169,0.4146341463414634,0.4868421052631579,0.5454545454545454,0.41935483870967744
realistic,w_per_category,3072,700,0.5257142857142857,0.6764705882352942,0.4013605442176871,0.5362318840579711,0.5669291338582677,0.46710526315789475
realistic,w_per_category,3072,1000,0.543,0.6666666666666666,0.45893719806763283,0.5380710659898477,0.5494505494505495,0.5135135135135135
realistic,w_per_category,4096,50,0.38,0.6,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.38461538461538464
realistic,w_per_category,4096,100,0.46,0.65,0.4117647058823529,0.3888888888888889,0.35,0.48
realistic,w_per_category,4096,200,0.39,0.5853658536585366,0.35294117647058826,0.34375,0.22448979591836735,0.45454545454545453
realistic,w_per_category,4096,400,0.43,0.6265060240963856,0.36363636363636365,0.3384615384615385,0.3614457831325301,0.43478260869565216
realistic,w_per_category,4096,700,0.47285714285714286,0.5793103448275863,0.4125874125874126,0.4330708661417323,0.46853146853146854,0.4647887323943662
realistic,w_per_category,4096,1000,0.503,0.6308411214953271,0.4418604651162791,0.46703296703296704,0.4846938775510204,0.48186528497409326
realistic,w_per_category,5120,50,0.28,0.375,0.375,0.25,0.2222222222222222,0.23076923076923078
realistic,w_per_category,5120,100,0.36,0.3888888888888889,0.375,0.3333333333333333,0.42857142857142855,0.2916666666666667
realistic,w_per_category,5120,200,0.415,0.48484848484848486,0.2857142857142857,0.35,0.6363636363636364,0.3125
realistic,w_per_category,5120,400,0.4525,0.6097560975609756,0.3382352941176471,0.3953488372093023,0.56,0.3595505617977528
realistic,w_per_category,5120,700,0.4742857142857143,0.6164383561643836,0.3467741935483871,0.4585987261146497,0.5833333333333334,0.37254901960784315
realistic,w_per_category,5120,1000,0.5,0.6538461538461539,0.4022346368715084,0.48847926267281105,0.5372340425531915,0.40865384615384615
realistic,w_per_category,6144,50,0.34,0.375,0.2857142857142857,0.375,0.3333333333333333,0.3
realistic,w_per_category,6144,100,0.34,0.43478260869565216,0.375,0.3,0.47368421052631576,0.13636363636363635
realistic,w_per_category,6144,200,0.4,0.4888888888888889,0.3235294117647059,0.35135135135135137,0.575,0.25
realistic,w_per_category,6144,400,0.455,0.5862068965517241,0.3125,0.38271604938271603,0.6125,0.3522727272727273
realistic,w_per_category,6144,700,0.4928571428571429,0.6026490066225165,0.3333333333333333,0.43790849673202614,0.6054421768707483,0.4420289855072464
realistic,w_per_category,6144,1000,0.535,0.6346153846153846,0.4378698224852071,0.5215311004784688,0.5865384615384616,0.47572815533980584
