profile_set,scoring_config,seed,g_credential_access_travel_match,g_credential_access_asset_criticality,g_credential_access_threat_intel,g_credential_access_time_anomaly,g_credential_access_device_trust,g_credential_access_pattern_history,g_threat_intel_match_travel_match,g_threat_intel_match_asset_criticality,g_threat_intel_match_threat_intel,g_threat_intel_match_time_anomaly,g_threat_intel_match_device_trust,g_threat_intel_match_pattern_history,g_lateral_movement_travel_match,g_lateral_movement_asset_criticality,g_lateral_movement_threat_intel,g_lateral_movement_time_anomaly,g_lateral_movement_device_trust,g_lateral_movement_pattern_history,g_data_exfiltration_travel_match,g_data_exfiltration_asset_criticality,g_data_exfiltration_threat_intel,g_data_exfiltration_time_anomaly,g_data_exfiltration_device_trust,g_data_exfiltration_pattern_history,g_insider_threat_travel_match,g_insider_threat_asset_criticality,g_insider_threat_threat_intel,g_insider_threat_time_anomaly,g_insider_threat_device_trust,g_insider_threat_pattern_history
realistic,w_g_static,42,0.9999999998574032,0.470276540584683,0.8703119769363786,0.8729797450894464,0.9465727611619866,0.9999999998574034,0.9999999998532129,0.9606853324280168,0.5989631528302257,0.9120250602789569,0.3270944596012402,0.3426693036262515,0.309600322425097,0.6924759591388434,0.9999999998830026,0.954946432006649,0.49525649996995974,0.41478445903757877,0.999999999860029,0.875797715021851,0.9532187376394267,0.6832605485224983,0.6400549467095912,0.426408529901693,0.9999999998559602,0.9602599731932636,0.9917284652467364,0.764293752018019,0.5160185661988425,0.9783386734635657
realistic,w_g_static,123,0.9999999998804238,0.5879287230061506,0.9000550418517838,0.9665829278731917,0.9198718274744262,0.9018598125663556,0.999999999868273,0.8354314725998588,0.37946064170046995,0.9605759809518537,0.7525437822442347,0.8975816246899553,0.4321645353230563,0.9004737873128612,0.9999999998690573,0.965401128599902,0.4045337994823723,0.5323871611026595,0.8837796425266916,0.9999999998621514,0.732664662593636,0.7283566174814673,0.36806786964750926,0.2987858843943962,0.573401285601969,0.6942753111226003,0.9999999998708289,0.7592441461492987,0.49125556124356,0.9300834691947799
realistic,w_g_static,456,0.9999999998895089,0.44745270883060273,0.9115150836492115,0.8983135293534719,0.8728963549589785,0.9871211660009787,0.9730671028660637,0.7307647100375754,0.43202605270516403,0.9999999998820853,0.6343606439845968,0.5372968064178797,0.2893462273340976,0.7932442694394127,0.7550441419808743,0.9999999998834809,0.38641987386460563,0.4426106895676511,0.9476825422376207,0.9999999998579383,0.9448892059651627,0.9889421647990417,0.642885801007028,0.8053992509244924,0.8467261155261115,0.8358658836192513,0.9999999998665927,0.5999209600680083,0.6595075351319374,0.867307322248896
realistic,w_g_static,789,0.9710886459344943,0.3843513652606337,0.8005391911713519,0.8411736269500483,0.9999999998593033,0.9474148243339231,0.7450491862083417,0.8489183146036516,0.42586299426067087,0.9999999998756685,0.808922775814557,0.7165059942395358,0.3250019671519651,0.9259485197987588,0.9999999998615533,0.7743677163693828,0.283527097381432,0.569129069972674,0.9999999998701402,0.7812537985914382,0.6438046122600748,0.6357419199775173,0.32947654570334983,0.2938277968233804,0.7771086102774222,0.9144619898909012,0.8215483052430139,0.999999999890085,0.6266546503299439,0.622303115534871
realistic,w_g_static,1024,0.8776194027129655,0.25552472785083036,0.843498943826924,0.8488130051369476,0.76590703191823,0.9999999998785991,0.7752651471084541,0.9633832705279323,0.46710055004103335,0.9999999998633214,0.8841803284055882,0.7561814453108621,0.4575551499406674,0.9530218308478317,0.822165047324776,0.999999999872556,0.48775141789508386,0.5227408818226015,0.9999999998583919,0.7017540694572667,0.9053845081516098,0.5563629607051785,0.4222822176034051,0.5069061686377632,0.6498173120607114,0.6893148393328611,0.9999999998959258,0.6689330920911466,0.5061625396228447,0.7126369561106618
realistic,w_g_static,2048,0.9999999998637286,0.15979080670623053,0.9526540724585554,0.8839755056678854,0.9989070206393781,0.9730625688200177,0.8927530430479264,0.8801524265710503,0.4591646987337798,0.9999999998743158,0.6937786517414223,0.8606071164414798,0.7755753857510806,0.9999999998658196,0.7305006472024566,0.9067334656207983,0.8139712667773703,0.6492582851050347,0.783387838007102,0.9999999998829849,0.7201485849519271,0.8660342657602172,0.767663893091213,0.661936710571452,0.8562444288461974,0.999999999890591,0.8236053270124399,0.6603409792208486,0.8227702470531663,0.6917673853987987
realistic,w_g_static,3072,0.9043589960693743,0.33750938463530417,0.9835762983614745,0.9835762983614744,0.9835762983601409,0.9999999998598322,0.9999999998706098,0.6777370460228999,0.4002432661517225,0.9117749361811127,0.7655155308556078,0.7524128942182875,0.5657295310681899,0.8808330146832741,0.8391501603274304,0.9999999998666795,0.6732722899529442,0.6089803084084295,0.9999999998479693,0.9270376696764583,0.9050685014167554,0.6493007646177497,0.377819163316726,0.22022391471261374,0.8831488791748936,0.9938942165362574,0.9999999998608888,0.9129580411982423,0.6522948581335061,0.95655838380977
realistic,w_g_static,4096,0.9916569943754521,0.5738502410612073,0.9507503051093454,0.9999999998796911,0.971181705083381,0.9576195398487753,0.9661668615070164,0.8846022119778368,0.5477716837788501,0.9363613210401708,0.9999999998530474,0.5573071152393317,0.5244946709776911,0.6309517992079045,0.9934285364287269,0.9999999998808639,0.8962794850352681,0.7875579891895796,0.7979055151719837,0.9588457212095478,0.7716776079666994,0.8991397124134809,0.8225169466641827,0.9999999998686778,0.8379161913017001,0.8409112963977889,0.9999999998476182,0.7184718787753595,0.6200848230543535,0.933370617177392
realistic,w_g_static,5120,0.9999999998806227,0.4529135817688603,0.8757043829077311,0.6848072807646887,0.9457693880721757,0.9573014035389238,0.999999999873519,0.8237727766458559,0.537055024690053,0.6658652137670632,0.5625069313830124,0.6470710228484041,0.24251998742627442,0.746492279867236,0.999999999873942,0.7770581964987052,0.20469847356763501,0.308902983968455,0.9999999998754621,0.999023755614601,0.8548180428657819,0.8805610744472433,0.5372370886371604,0.5301069755484913,0.8424593929911243,0.9064920211958287,0.9999999998678072,0.8837183688989447,0.6045454213029074,0.835144488574187
realistic,w_g_static,6144,0.9999999998671149,0.2607993210637717,0.8348317280221377,0.8674499478470828,0.8514309985276193,0.9641981924648207,0.6993496805391,0.8805579693438906,0.4602433567093631,0.9999999998809769,0.6528546458767869,0.6572419620001289,0.5255153457082017,0.7420594975802722,0.9999999998790423,0.8035220360962217,0.5759250696849457,0.6770689673078001,0.9999999998630067,0.9714505061392086,0.6690238583459263,0.7199003718719704,0.39339793509004883,0.42611649113121686,0.5981613412966089,0.8677992729930314,0.7052502773520385,0.999999999861343,0.6582538390598947,0.46195699183113414
