category,travel_match,asset_criticality,threat_intel,time_anomaly,device_trust,pattern_history
credential_access,0.934330868295288,0.2966268044218018,0.7722144973836416,0.8068107993594937,0.9246782460886847,0.9295883845552068
threat_intel_match,0.728131460634923,0.7053663271656843,0.2768959389309721,0.8420106880832605,0.5634087014494418,0.595111869463766
lateral_movement,0.2567986082237773,0.6467405410104721,0.8388035323690237,0.8016313053220798,0.3535109791344182,0.36422597388255173
data_exfiltration,0.8533298934901097,0.7537459087550615,0.6714570129576695,0.5670133258872967,0.40241669798888174,0.3613459543289778
insider_threat,0.6655572550122912,0.7214816204762311,0.8536250267676861,0.5381432723831698,0.4680560666002804,0.7138632373110233
