seed,oracle_type,noise_rate,ratio,checkpoint,cumulative_gt_acc,recent_50_gt_acc,w_frobenius,w_max,w_entropy,grad_mag_f0,grad_mag_f1,grad_mag_f2,grad_mag_f3,grad_mag_f4,grad_mag_f5,gt_acc_credential,gt_acc_threat,gt_acc_lateral,gt_acc_exfil,gt_acc_insider
1024,gt_aligned,0.0,1.5,1000,0.732,0.8,6.473889,2.889136,1.339449,0.007613,0.01014,0.010146,0.011269,0.007349,0.006768,0.8,0.635,0.73,0.8,0.695
2048,gt_aligned,0.0,1.5,50,0.64,0.64,2.579488,1.009449,1.384145,0.010853,0.010029,0.010658,0.013061,0.007859,0.007609,0.909091,0.583333,0.666667,0.555556,0.444444
2048,gt_aligned,0.0,1.5,100,0.67,0.7,2.777257,1.177892,1.385107,0.008031,0.011102,0.011848,0.013104,0.006532,0.006053,0.833333,0.708333,0.652174,0.5,0.631579
2048,gt_aligned,0.0,1.5,200,0.705,0.78,3.276097,1.486007,1.381993,0.007995,0.011173,0.009891,0.012191,0.007526,0.006329,0.736842,0.761905,0.651163,0.6,0.761905
2048,gt_aligned,0.0,1.5,400,0.7375,0.74,4.347347,2.024712,1.378422,0.007396,0.012624,0.010172,0.012777,0.006457,0.006133,0.782051,0.743902,0.662651,0.712329,0.785714
2048,gt_aligned,0.0,1.5,700,0.757143,0.74,5.77047,2.687178,1.363971,0.008153,0.011782,0.009265,0.013188,0.006372,0.00687,0.817518,0.761589,0.698529,0.75188,0.755245
2048,gt_aligned,0.0,1.5,1000,0.766,0.82,7.008899,3.372914,1.343019,0.00798,0.010924,0.009479,0.012072,0.006677,0.006471,0.815,0.745,0.735,0.78,0.755
3072,gt_aligned,0.0,1.5,50,0.68,0.68,2.624647,0.988743,1.384805,0.00803,0.010948,0.013133,0.012995,0.006334,0.006595,0.714286,0.545455,1.0,0.545455,0.714286
3072,gt_aligned,0.0,1.5,100,0.67,0.66,2.800547,1.104562,1.384337,0.007892,0.012468,0.011456,0.013208,0.006842,0.006909,0.705882,0.625,0.928571,0.545455,0.652174
3072,gt_aligned,0.0,1.5,200,0.66,0.6,3.144078,1.318765,1.381874,0.009365,0.012499,0.010549,0.014383,0.007855,0.007108,0.6875,0.586957,0.794872,0.604651,0.65
3072,gt_aligned,0.0,1.5,400,0.6825,0.88,3.997013,1.795234,1.375696,0.009044,0.008199,0.008756,0.009333,0.008952,0.008453,0.779221,0.614458,0.726027,0.697368,0.615385
3072,gt_aligned,0.0,1.5,700,0.72,0.86,5.375788,2.434462,1.367357,0.007652,0.01067,0.010813,0.010945,0.00603,0.005185,0.753623,0.669014,0.758621,0.75969,0.664384
3072,gt_aligned,0.0,1.5,1000,0.733,0.72,6.524398,3.121987,1.349872,0.009112,0.01053,0.010337,0.013058,0.006873,0.007189,0.75,0.695,0.765,0.785,0.67
4096,gt_aligned,0.0,1.5,50,0.68,0.68,2.655427,1.100023,1.385468,0.007772,0.012018,0.010836,0.013433,0.006491,0.006536,0.7,0.333333,0.769231,0.727273,0.7
4096,gt_aligned,0.0,1.5,100,0.7,0.72,2.895858,1.138888,1.384865,0.008963,0.009072,0.010357,0.011568,0.008177,0.007752,0.772727,0.666667,0.681818,0.764706,0.625
4096,gt_aligned,0.0,1.5,200,0.68,0.66,3.332061,1.382523,1.382759,0.008731,0.012061,0.010176,0.013615,0.006733,0.00648,0.75,0.7,0.690476,0.666667,0.6
4096,gt_aligned,0.0,1.5,400,0.6975,0.78,4.214097,1.825462,1.378477,0.008745,0.01007,0.010554,0.012438,0.007065,0.006561,0.759036,0.666667,0.701299,0.746479,0.626374
4096,gt_aligned,0.0,1.5,700,0.711429,0.7,5.388458,2.569985,1.369592,0.007881,0.013008,0.009942,0.014516,0.006041,0.005047,0.739437,0.65493,0.737589,0.762963,0.664286
4096,gt_aligned,0.0,1.5,1000,0.719,0.7,6.345534,2.881489,1.354418,0.008871,0.010186,0.010253,0.013459,0.006633,0.006065,0.765,0.66,0.73,0.735,0.705
5120,gt_aligned,0.0,1.5,50,0.7,0.7,2.674859,1.043943,1.384946,0.008833,0.011288,0.009999,0.013512,0.006941,0.00648,0.875,0.636364,0.692308,0.666667,0.666667
5120,gt_aligned,0.0,1.5,100,0.71,0.72,2.945831,1.192132,1.384718,0.00721,0.0107,0.011042,0.013113,0.006769,0.006102,0.833333,0.692308,0.782609,0.636364,0.642857
5120,gt_aligned,0.0,1.5,200,0.725,0.82,3.496737,1.471164,1.381726,0.00796,0.011135,0.008996,0.01159,0.007457,0.006584,0.731707,0.7,0.823529,0.75,0.653061
5120,gt_aligned,0.0,1.5,400,0.715,0.64,4.351953,1.932877,1.376265,0.008744,0.011518,0.010895,0.013627,0.006382,0.005848,0.736842,0.651685,0.794118,0.740741,0.674419
5120,gt_aligned,0.0,1.5,700,0.731429,0.86,5.63003,2.618126,1.365271,0.008302,0.009675,0.009001,0.010452,0.00799,0.006815,0.773723,0.666667,0.75188,0.781022,0.691781
5120,gt_aligned,0.0,1.5,1000,0.739,0.78,6.737711,3.031377,1.342512,0.007959,0.009638,0.008351,0.011613,0.008208,0.007828,0.765,0.675,0.72,0.81,0.725
6144,gt_aligned,0.0,1.5,50,0.66,0.66,2.632025,1.014206,1.384067,0.00843,0.012392,0.008633,0.012939,0.007167,0.008069,0.846154,0.625,0.625,0.583333,0.555556
6144,gt_aligned,0.0,1.5,100,0.71,0.76,2.960218,1.207598,1.382132,0.008895,0.010869,0.009272,0.011532,0.007743,0.007443,0.923077,0.666667,0.785714,0.590909,0.55
6144,gt_aligned,0.0,1.5,200,0.7,0.74,3.349013,1.358833,1.382685,0.007452,0.01246,0.010285,0.013044,0.00589,0.005219,0.878049,0.575758,0.727273,0.648649,0.644444
6144,gt_aligned,0.0,1.5,400,0.7175,0.8,4.301847,1.872507,1.376694,0.006446,0.012523,0.009541,0.013775,0.005789,0.005456,0.819277,0.635135,0.688312,0.728395,0.705882
6144,gt_aligned,0.0,1.5,700,0.73,0.66,5.52395,2.563811,1.369002,0.008678,0.011692,0.010431,0.013357,0.006193,0.005616,0.789474,0.666667,0.72973,0.748201,0.717241
6144,gt_aligned,0.0,1.5,1000,0.73,0.62,6.475505,3.042073,1.357233,0.00976,0.011465,0.01143,0.01445,0.005044,0.005532,0.745,0.66,0.75,0.75,0.745
42,gt_aligned,0.0,2.0,50,0.6,0.6,2.405793,0.980566,1.38602,0.010055,0.013117,0.013291,0.017719,0.007963,0.006707,0.4,0.615385,0.571429,0.6,0.7
42,gt_aligned,0.0,2.0,100,0.67,0.74,2.625086,1.049175,1.384713,0.009731,0.01188,0.011772,0.015014,0.007203,0.006952,0.777778,0.666667,0.588235,0.571429,0.764706
42,gt_aligned,0.0,2.0,200,0.715,0.82,3.081901,1.380935,1.385901,0.005486,0.013015,0.011449,0.014016,0.006097,0.005056,0.828571,0.767442,0.651163,0.636364,0.714286
42,gt_aligned,0.0,2.0,400,0.76,0.78,4.151606,1.830454,1.382274,0.009245,0.010991,0.011812,0.013393,0.007427,0.006167,0.865854,0.75,0.72,0.707317,0.753247
42,gt_aligned,0.0,2.0,700,0.754286,0.76,5.084078,2.427318,1.377865,0.009307,0.011581,0.010766,0.013293,0.008363,0.007495,0.822695,0.729927,0.688406,0.739726,0.789855
42,gt_aligned,0.0,2.0,1000,0.768,0.7,6.16232,2.971908,1.372336,0.01028,0.011468,0.012188,0.015714,0.00771,0.008305,0.825,0.725,0.705,0.775,0.81
123,gt_aligned,0.0,2.0,50,0.68,0.68,2.564718,1.00222,1.384463,0.00681,0.014854,0.012522,0.014672,0.007709,0.007786,0.75,0.666667,0.571429,0.636364,0.875
123,gt_aligned,0.0,2.0,100,0.66,0.64,2.650861,1.15738,1.384231,0.009936,0.013158,0.013313,0.014979,0.008436,0.00641,0.777778,0.647059,0.576923,0.6,0.736842
123,gt_aligned,0.0,2.0,200,0.655,0.62,2.853689,1.359091,1.38291,0.011014,0.01426,0.013321,0.017113,0.005755,0.005769,0.65625,0.651163,0.571429,0.727273,0.666667
123,gt_aligned,0.0,2.0,400,0.6975,0.8,3.600614,1.761293,1.381753,0.009463,0.010809,0.011491,0.014545,0.006457,0.005783,0.726027,0.619048,0.630137,0.771084,0.735632
123,gt_aligned,0.0,2.0,700,0.74,0.82,4.880762,2.42413,1.377977,0.010049,0.010723,0.012442,0.012613,0.007278,0.007008,0.776119,0.66443,0.716418,0.787234,0.760563
123,gt_aligned,0.0,2.0,1000,0.756,0.8,5.945981,2.933062,1.372895,0.010155,0.010867,0.009158,0.014653,0.006579,0.00763,0.785,0.65,0.74,0.83,0.775
456,gt_aligned,0.0,2.0,50,0.62,0.62,2.468708,1.045299,1.382051,0.008387,0.014023,0.012421,0.014311,0.00881,0.008281,0.75,0.666667,0.230769,0.666667,1.0
456,gt_aligned,0.0,2.0,100,0.58,0.54,2.476701,1.130283,1.380204,0.011209,0.012748,0.014117,0.017735,0.008174,0.007482,0.8125,0.55,0.315789,0.695652,0.545455
456,gt_aligned,0.0,2.0,200,0.675,0.76,3.02481,1.393978,1.377848,0.008169,0.013249,0.010872,0.014255,0.006333,0.00563,0.882353,0.611111,0.534884,0.673913,0.707317
456,gt_aligned,0.0,2.0,400,0.7125,0.74,3.883379,2.01822,1.378238,0.009762,0.011132,0.012511,0.015241,0.00794,0.007891,0.8,0.662338,0.6125,0.759494,0.730337
456,gt_aligned,0.0,2.0,700,0.738571,0.76,5.021621,2.64795,1.367854,0.009307,0.011392,0.012253,0.013961,0.007603,0.008275,0.798507,0.635036,0.706294,0.797101,0.756757
456,gt_aligned,0.0,2.0,1000,0.754,0.8,6.095354,3.179301,1.358697,0.008158,0.01386,0.010569,0.013721,0.006562,0.006378,0.79,0.675,0.735,0.825,0.745
789,gt_aligned,0.0,2.0,50,0.72,0.72,2.628673,1.090806,1.385243,0.010519,0.014206,0.012137,0.015563,0.005165,0.004034,0.454545,0.888889,1.0,0.722222,0.714286
789,gt_aligned,0.0,2.0,100,0.74,0.76,2.891986,1.240511,1.385166,0.0086,0.011622,0.012911,0.014123,0.007823,0.007445,0.5625,0.75,0.8,0.758621,0.809524
789,gt_aligned,0.0,2.0,200,0.745,0.74,3.334799,1.415073,1.384275,0.008693,0.011039,0.013062,0.012432,0.007074,0.00645,0.722222,0.738095,0.708333,0.784314,0.744681
789,gt_aligned,0.0,2.0,400,0.79,0.82,4.565862,2.00967,1.377551,0.009679,0.011314,0.010383,0.013388,0.007137,0.007028,0.826667,0.790123,0.768116,0.813953,0.752809
789,gt_aligned,0.0,2.0,700,0.791429,0.78,5.871783,2.603233,1.36243,0.008513,0.011152,0.012957,0.012728,0.007227,0.006045,0.845588,0.762238,0.733813,0.828767,0.786765
789,gt_aligned,0.0,2.0,1000,0.77,0.72,6.604075,3.091121,1.353203,0.012481,0.009835,0.010688,0.013273,0.008801,0.008507,0.795,0.745,0.73,0.85,0.73
1024,gt_aligned,0.0,2.0,50,0.6,0.6,2.488936,1.087182,1.38176,0.01109,0.013568,0.012944,0.014788,0.009744,0.008716,0.857143,0.538462,0.857143,0.571429,0.111111
1024,gt_aligned,0.0,2.0,100,0.6,0.6,2.533973,1.163433,1.382473,0.009999,0.014465,0.012052,0.015733,0.008942,0.007718,0.807692,0.52381,0.714286,0.555556,0.380952
1024,gt_aligned,0.0,2.0,200,0.625,0.76,2.857145,1.408633,1.37951,0.010913,0.010989,0.009677,0.013991,0.008609,0.007683,0.863636,0.5,0.722222,0.540541,0.487805
1024,gt_aligned,0.0,2.0,400,0.67,0.68,3.487033,1.649792,1.378463,0.011306,0.011855,0.01364,0.014903,0.006491,0.005791,0.797468,0.5375,0.682353,0.657895,0.675
1024,gt_aligned,0.0,2.0,700,0.721429,0.72,4.788048,2.184631,1.370552,0.008579,0.012869,0.012311,0.015662,0.006225,0.004256,0.804511,0.604167,0.721088,0.775362,0.710145
1024,gt_aligned,0.0,2.0,1000,0.748,0.8,5.972863,2.771516,1.350963,0.008452,0.011001,0.011047,0.012585,0.007918,0.007135,0.83,0.655,0.735,0.81,0.71
2048,gt_aligned,0.0,2.0,50,0.66,0.66,2.529543,1.005398,1.384048,0.012378,0.011584,0.01199,0.015254,0.008597,0.008395,0.909091,0.583333,0.777778,0.555556,0.444444
2048,gt_aligned,0.0,2.0,100,0.68,0.7,2.673675,1.16483,1.385226,0.00931,0.012732,0.013169,0.015208,0.00719,0.006826,0.833333,0.708333,0.695652,0.5,0.631579
2048,gt_aligned,0.0,2.0,200,0.695,0.74,3.034862,1.410441,1.38191,0.00926,0.01243,0.011443,0.013948,0.008317,0.006788,0.710526,0.738095,0.651163,0.6,0.761905
2048,gt_aligned,0.0,2.0,400,0.7325,0.74,3.984113,1.908255,1.379362,0.008739,0.013991,0.011229,0.014389,0.006973,0.00653,0.769231,0.731707,0.662651,0.712329,0.785714
2048,gt_aligned,0.0,2.0,700,0.755714,0.74,5.255795,2.516934,1.366635,0.009342,0.012743,0.01021,0.014936,0.006923,0.007519,0.810219,0.754967,0.698529,0.759398,0.755245
2048,gt_aligned,0.0,2.0,1000,0.767,0.82,6.384322,3.145991,1.351182,0.008991,0.011549,0.009884,0.013149,0.007021,0.006832,0.81,0.74,0.745,0.785,0.755
3072,gt_aligned,0.0,2.0,50,0.68,0.68,2.558726,0.971659,1.384394,0.00925,0.012444,0.015494,0.014792,0.007,0.007298,0.714286,0.545455,1.0,0.545455,0.714286
3072,gt_aligned,0.0,2.0,100,0.66,0.64,2.64601,1.080991,1.384023,0.00932,0.014556,0.01379,0.015551,0.00768,0.007828,0.705882,0.625,0.857143,0.545455,0.652174
3072,gt_aligned,0.0,2.0,200,0.655,0.62,2.880393,1.281413,1.38197,0.011214,0.014094,0.012068,0.016862,0.008639,0.00785,0.6875,0.565217,0.769231,0.627907,0.65
3072,gt_aligned,0.0,2.0,400,0.69,0.86,3.658419,1.723201,1.37637,0.009869,0.008874,0.0092,0.010331,0.009227,0.009097,0.818182,0.60241,0.69863,0.710526,0.637363
3072,gt_aligned,0.0,2.0,700,0.724286,0.88,4.859454,2.244062,1.372059,0.008538,0.010929,0.010786,0.011709,0.006181,0.005484,0.782609,0.65493,0.758621,0.775194,0.657534
3072,gt_aligned,0.0,2.0,1000,0.738,0.7,5.871938,2.860607,1.359191,0.010893,0.011968,0.011418,0.015662,0.007549,0.007963,0.775,0.68,0.77,0.795,0.67
4096,gt_aligned,0.0,2.0,50,0.68,0.68,2.592208,1.077846,1.385689,0.008855,0.013361,0.012743,0.015243,0.007264,0.007393,0.7,0.333333,0.769231,0.727273,0.7
4096,gt_aligned,0.0,2.0,100,0.68,0.68,2.730731,1.081301,1.384744,0.010292,0.010559,0.012278,0.013839,0.009025,0.008481,0.772727,0.533333,0.681818,0.764706,0.625
4096,gt_aligned,0.0,2.0,200,0.69,0.7,3.140964,1.357105,1.383635,0.009714,0.013514,0.011005,0.015232,0.00751,0.007379,0.772727,0.666667,0.642857,0.717949,0.644444
4096,gt_aligned,0.0,2.0,400,0.7175,0.78,3.977858,1.779873,1.380498,0.00993,0.010888,0.011578,0.01391,0.007553,0.007008,0.795181,0.666667,0.675325,0.774648,0.681319
4096,gt_aligned,0.0,2.0,700,0.727143,0.72,4.954783,2.294053,1.375758,0.008882,0.014121,0.011073,0.016095,0.006639,0.005554,0.774648,0.65493,0.716312,0.777778,0.714286
4096,gt_aligned,0.0,2.0,1000,0.736,0.74,5.79238,2.576136,1.363973,0.009833,0.011169,0.011312,0.014782,0.007167,0.006502,0.8,0.67,0.715,0.75,0.745
5120,gt_aligned,0.0,2.0,50,0.68,0.68,2.579011,1.025964,1.38478,0.010511,0.01296,0.011675,0.015671,0.007693,0.00717,0.75,0.636364,0.692308,0.666667,0.666667
5120,gt_aligned,0.0,2.0,100,0.71,0.74,2.834559,1.186554,1.384514,0.008195,0.011604,0.011936,0.014689,0.007275,0.006565,0.75,0.692308,0.782609,0.727273,0.642857
5120,gt_aligned,0.0,2.0,200,0.74,0.84,3.360526,1.472681,1.38202,0.008883,0.011622,0.009382,0.012663,0.007748,0.006863,0.731707,0.7,0.823529,0.805556,0.673469
5120,gt_aligned,0.0,2.0,400,0.7275,0.66,4.07283,1.772445,1.378872,0.010479,0.012933,0.011866,0.01593,0.007073,0.006589,0.736842,0.674157,0.794118,0.765432,0.686047
5120,gt_aligned,0.0,2.0,700,0.75,0.9,5.278387,2.39876,1.371824,0.008671,0.009729,0.009047,0.010796,0.008248,0.00695,0.781022,0.687075,0.759398,0.810219,0.719178
5120,gt_aligned,0.0,2.0,1000,0.753,0.78,6.233531,2.801726,1.353029,0.008948,0.010577,0.009121,0.012988,0.008674,0.008242,0.77,0.69,0.725,0.83,0.75
6144,gt_aligned,0.0,2.0,50,0.66,0.66,2.565307,1.005219,1.384147,0.009579,0.014226,0.010093,0.01494,0.007795,0.009084,0.846154,0.625,0.625,0.583333,0.555556
6144,gt_aligned,0.0,2.0,100,0.73,0.8,2.893386,1.193027,1.382741,0.009324,0.011682,0.009883,0.01257,0.008228,0.007838,0.923077,0.666667,0.785714,0.590909,0.65
6144,gt_aligned,0.0,2.0,200,0.72,0.76,3.217619,1.310978,1.3839,0.008294,0.013356,0.011651,0.014247,0.006503,0.005789,0.902439,0.575758,0.75,0.648649,0.688889
6144,gt_aligned,0.0,2.0,400,0.7375,0.8,4.050597,1.724322,1.379606,0.007405,0.013548,0.01047,0.015101,0.006079,0.005966,0.819277,0.648649,0.714286,0.753086,0.741176
6144,gt_aligned,0.0,2.0,700,0.755714,0.7,5.197904,2.328401,1.375567,0.010292,0.012738,0.011417,0.015042,0.00684,0.006169,0.804511,0.681481,0.75,0.776978,0.765517
6144,gt_aligned,0.0,2.0,1000,0.752,0.66,6.017434,2.766811,1.368598,0.011669,0.012421,0.012536,0.016438,0.005542,0.006314,0.755,0.665,0.765,0.785,0.79
42,gt_aligned,0.0,3.0,50,0.62,0.62,2.281983,0.961414,1.386187,0.012823,0.016405,0.016577,0.022349,0.010168,0.00892,0.4,0.615385,0.571429,0.6,0.8
42,gt_aligned,0.0,3.0,100,0.68,0.74,2.410002,0.988606,1.384683,0.011257,0.014757,0.01436,0.018724,0.008221,0.00798,0.777778,0.666667,0.588235,0.571429,0.823529
42,gt_aligned,0.0,3.0,200,0.725,0.84,2.756886,1.312208,1.385634,0.005904,0.01487,0.012225,0.016104,0.00698,0.005645,0.828571,0.767442,0.651163,0.636364,0.771429
42,gt_aligned,0.0,3.0,400,0.7625,0.76,3.560358,1.611293,1.380809,0.011791,0.013153,0.014599,0.016748,0.009036,0.007102,0.878049,0.75,0.706667,0.707317,0.766234
42,gt_aligned,0.0,3.0,700,0.77,0.78,4.332843,2.121471,1.378429,0.010459,0.013825,0.012396,0.015787,0.009412,0.0082,0.865248,0.737226,0.688406,0.739726,0.818841
42,gt_aligned,0.0,3.0,1000,0.791,0.76,5.323036,2.570009,1.377333,0.01193,0.013152,0.014152,0.01865,0.008767,0.009328,0.875,0.74,0.715,0.775,0.85
123,gt_aligned,0.0,3.0,50,0.62,0.62,2.332961,0.953096,1.384871,0.009163,0.020174,0.01693,0.020232,0.009914,0.010041,0.75,0.555556,0.5,0.545455,0.875
123,gt_aligned,0.0,3.0,100,0.63,0.64,2.312351,1.07357,1.384319,0.012948,0.01669,0.016655,0.019131,0.010486,0.007968,0.777778,0.588235,0.538462,0.55,0.736842
123,gt_aligned,0.0,3.0,200,0.645,0.58,2.429905,1.198285,1.381069,0.014743,0.018669,0.018015,0.023044,0.007482,0.007413,0.65625,0.697674,0.547619,0.681818,0.641026
123,gt_aligned,0.0,3.0,400,0.685,0.8,2.966883,1.469324,1.38145,0.011314,0.012414,0.013386,0.017493,0.007283,0.006464,0.726027,0.619048,0.616438,0.73494,0.724138
123,gt_aligned,0.0,3.0,700,0.741429,0.84,4.063599,2.048345,1.378334,0.011642,0.012111,0.014007,0.014538,0.008099,0.007991,0.80597,0.677852,0.708955,0.758865,0.760563
123,gt_aligned,0.0,3.0,1000,0.77,0.86,5.002603,2.536255,1.378004,0.010273,0.012175,0.009477,0.015934,0.007144,0.007893,0.82,0.685,0.735,0.81,0.8
456,gt_aligned,0.0,3.0,50,0.6,0.6,2.299229,0.995617,1.380648,0.010616,0.018696,0.016596,0.019125,0.010975,0.010609,0.75,0.555556,0.307692,0.583333,1.0
456,gt_aligned,0.0,3.0,100,0.56,0.52,2.174378,1.064282,1.380505,0.015287,0.017557,0.019017,0.024849,0.010031,0.008859,0.8125,0.5,0.315789,0.652174,0.545455
456,gt_aligned,0.0,3.0,200,0.655,0.72,2.570848,1.307496,1.380348,0.011389,0.016222,0.013689,0.018073,0.00784,0.006619,0.852941,0.555556,0.534884,0.652174,0.707317
456,gt_aligned,0.0,3.0,400,0.7175,0.78,3.335981,1.766219,1.38142,0.011138,0.012502,0.01416,0.017391,0.008801,0.008828,0.826667,0.662338,0.6,0.734177,0.764045
456,gt_aligned,0.0,3.0,700,0.755714,0.82,4.325413,2.251195,1.376814,0.010228,0.012371,0.013899,0.015424,0.00825,0.009279,0.835821,0.671533,0.678322,0.775362,0.817568
456,gt_aligned,0.0,3.0,1000,0.778,0.82,5.274541,2.727902,1.373915,0.008607,0.015659,0.012114,0.015726,0.007022,0.007368,0.85,0.705,0.715,0.81,0.81
789,gt_aligned,0.0,3.0,50,0.74,0.74,2.53123,1.033147,1.385648,0.013386,0.016838,0.013747,0.019058,0.006131,0.004628,0.545455,1.0,1.0,0.722222,0.571429
789,gt_aligned,0.0,3.0,100,0.8,0.86,2.872902,1.244316,1.385287,0.00903,0.012142,0.012541,0.014863,0.008103,0.007785,0.625,0.875,0.8,0.793103,0.857143
789,gt_aligned,0.0,3.0,200,0.795,0.74,3.236568,1.50307,1.384091,0.010816,0.013564,0.01562,0.015667,0.007541,0.00722,0.777778,0.809524,0.708333,0.803922,0.829787
789,gt_aligned,0.0,3.0,400,0.8175,0.86,4.267294,2.037197,1.380376,0.010501,0.012334,0.011258,0.014943,0.007924,0.007414,0.866667,0.82716,0.753623,0.813953,0.820225
789,gt_aligned,0.0,3.0,700,0.814286,0.78,5.321157,2.489368,1.371363,0.010905,0.012946,0.014738,0.015484,0.008406,0.006739,0.882353,0.79021,0.733813,0.828767,0.838235
789,gt_aligned,0.0,3.0,1000,0.799,0.78,5.898109,2.859796,1.37013,0.014476,0.011032,0.012015,0.015252,0.00987,0.009019,0.84,0.77,0.73,0.85,0.805
1024,gt_aligned,0.0,3.0,50,0.64,0.64,2.408693,1.07426,1.382251,0.013986,0.016573,0.016739,0.01873,0.011069,0.010011,0.857143,0.615385,0.857143,0.571429,0.222222
1024,gt_aligned,0.0,3.0,100,0.66,0.68,2.438366,1.143908,1.383477,0.012253,0.01679,0.014191,0.019178,0.009802,0.008583,0.846154,0.571429,0.857143,0.611111,0.428571
1024,gt_aligned,0.0,3.0,200,0.67,0.8,2.657027,1.376009,1.38036,0.012021,0.012928,0.011595,0.015885,0.009155,0.007919,0.909091,0.52381,0.805556,0.567568,0.536585
1024,gt_aligned,0.0,3.0,400,0.71,0.78,3.191409,1.59545,1.379442,0.012255,0.012879,0.014913,0.016709,0.006999,0.005856,0.848101,0.575,0.752941,0.671053,0.7
1024,gt_aligned,0.0,3.0,700,0.751429,0.76,4.253668,2.081307,1.376391,0.010274,0.014592,0.01417,0.018213,0.007128,0.00473,0.834586,0.652778,0.755102,0.775362,0.746377
1024,gt_aligned,0.0,3.0,1000,0.779,0.84,5.325468,2.633432,1.365955,0.008917,0.012005,0.012501,0.014052,0.008431,0.007675,0.87,0.705,0.76,0.8,0.76
2048,gt_aligned,0.0,3.0,50,0.66,0.66,2.400199,0.997296,1.383311,0.015484,0.014888,0.015053,0.019703,0.010156,0.010057,0.909091,0.583333,0.777778,0.555556,0.444444
2048,gt_aligned,0.0,3.0,100,0.68,0.7,2.447467,1.099983,1.385153,0.011869,0.015992,0.015813,0.019417,0.008505,0.008372,0.833333,0.708333,0.695652,0.5,0.631579
2048,gt_aligned,0.0,3.0,200,0.695,0.74,2.673757,1.312481,1.380702,0.011535,0.014754,0.014077,0.017105,0.009719,0.007554,0.736842,0.738095,0.651163,0.571429,0.761905
2048,gt_aligned,0.0,3.0,400,0.7275,0.78,3.409598,1.719059,1.380091,0.010246,0.016308,0.012753,0.016453,0.007779,0.007038,0.769231,0.743902,0.650602,0.69863,0.77381
2048,gt_aligned,0.0,3.0,700,0.754286,0.8,4.419896,2.182573,1.369827,0.010144,0.014356,0.011151,0.016843,0.007695,0.007917,0.810219,0.748344,0.698529,0.75188,0.762238
2048,gt_aligned,0.0,3.0,1000,0.772,0.86,5.356864,2.6794,1.361649,0.010346,0.012314,0.010571,0.014493,0.007392,0.007229,0.82,0.735,0.74,0.79,0.775
3072,gt_aligned,0.0,3.0,50,0.74,0.74,2.548919,0.980643,1.384875,0.010728,0.013692,0.018317,0.017152,0.007522,0.008327,0.857143,0.545455,1.0,0.727273,0.714286
3072,gt_aligned,0.0,3.0,100,0.7,0.66,2.529201,1.055986,1.384503,0.011679,0.018051,0.017258,0.019843,0.009356,0.00919,0.764706,0.625,0.928571,0.636364,0.652174
3072,gt_aligned,0.0,3.0,200,0.7,0.7,2.69765,1.229689,1.383249,0.013047,0.017272,0.0136,0.020398,0.00943,0.008999,0.75,0.608696,0.794872,0.651163,0.725
3072,gt_aligned,0.0,3.0,400,0.72,0.9,3.315849,1.633546,1.379098,0.009439,0.009829,0.009845,0.010883,0.009479,0.009116,0.87013,0.626506,0.726027,0.723684,0.67033
3072,gt_aligned,0.0,3.0,700,0.771429,0.96,4.496072,2.021139,1.380797,0.006963,0.010995,0.011332,0.011006,0.006214,0.005195,0.876812,0.690141,0.772414,0.782946,0.739726
3072,gt_aligned,0.0,3.0,1000,0.785,0.78,5.406501,2.602063,1.371802,0.011612,0.013748,0.012166,0.017975,0.007954,0.008757,0.88,0.715,0.78,0.8,0.75
4096,gt_aligned,0.0,3.0,50,0.68,0.68,2.468204,1.039172,1.386062,0.01122,0.015967,0.016556,0.018924,0.009024,0.009293,0.7,0.333333,0.769231,0.727273,0.7
4096,gt_aligned,0.0,3.0,100,0.7,0.72,2.559919,1.077197,1.384966,0.01268,0.012266,0.014024,0.017178,0.010385,0.009444,0.772727,0.533333,0.681818,0.823529,0.666667
4096,gt_aligned,0.0,3.0,200,0.715,0.74,2.909062,1.29437,1.38411,0.010454,0.01618,0.012585,0.017853,0.008478,0.008449,0.795455,0.7,0.642857,0.74359,0.688889
4096,gt_aligned,0.0,3.0,400,0.75,0.76,3.659546,1.692237,1.384347,0.01234,0.013314,0.013475,0.017258,0.009129,0.008279,0.831325,0.730769,0.701299,0.774648,0.714286
4096,gt_aligned,0.0,3.0,700,0.777143,0.74,4.634045,2.009856,1.380409,0.009986,0.016477,0.013474,0.018845,0.007841,0.006158,0.866197,0.71831,0.744681,0.785185,0.771429
4096,gt_aligned,0.0,3.0,1000,0.791,0.74,5.480945,2.43912,1.372414,0.01116,0.013935,0.01358,0.018133,0.008511,0.007793,0.87,0.765,0.75,0.76,0.81
5120,gt_aligned,0.0,3.0,50,0.7,0.7,2.491392,0.989837,1.384679,0.012795,0.015305,0.014317,0.019221,0.009012,0.008523,0.875,0.636364,0.692308,0.666667,0.666667
5120,gt_aligned,0.0,3.0,100,0.72,0.74,2.660635,1.148324,1.384462,0.01019,0.013634,0.014124,0.017991,0.008452,0.007577,0.833333,0.692308,0.782609,0.727273,0.642857
5120,gt_aligned,0.0,3.0,200,0.74,0.86,3.037956,1.350513,1.380961,0.010271,0.012763,0.010023,0.01423,0.008206,0.00741,0.756098,0.7,0.823529,0.805556,0.653061
5120,gt_aligned,0.0,3.0,400,0.7325,0.66,3.524381,1.616138,1.380907,0.013494,0.016029,0.015193,0.020053,0.008887,0.007998,0.763158,0.662921,0.794118,0.790123,0.674419
