seed,oracle_type,noise_rate,ratio,checkpoint,cumulative_gt_acc,recent_50_gt_acc,w_frobenius,w_max,w_entropy,grad_mag_f0,grad_mag_f1,grad_mag_f2,grad_mag_f3,grad_mag_f4,grad_mag_f5,gt_acc_credential,gt_acc_threat,gt_acc_lateral,gt_acc_exfil,gt_acc_insider
1024,gt_aligned,0.15,5.0,100,0.6,0.6,1.279549,0.560716,1.385225,0.021127,0.027701,0.024708,0.03126,0.020056,0.017042,0.769231,0.571429,0.642857,0.611111,0.380952
1024,gt_aligned,0.15,5.0,200,0.59,0.62,1.830639,0.647183,1.385003,0.02137,0.02431,0.021799,0.030293,0.016171,0.014294,0.818182,0.47619,0.666667,0.513514,0.463415
1024,gt_aligned,0.15,5.0,400,0.6,0.7,4.018863,1.324322,1.379704,0.020764,0.025747,0.026469,0.02888,0.012503,0.011075,0.772152,0.525,0.6,0.539474,0.5625
1024,gt_aligned,0.15,5.0,700,0.644286,0.7,6.289535,2.161061,1.38448,0.014922,0.024361,0.021303,0.029711,0.009843,0.007023,0.766917,0.569444,0.632653,0.630435,0.630435
1024,gt_aligned,0.15,5.0,1000,0.677,0.72,7.722065,2.690667,1.383341,0.015436,0.021373,0.023818,0.025591,0.014702,0.012723,0.79,0.62,0.66,0.665,0.65
2048,gt_aligned,0.15,5.0,50,0.58,0.58,1.697552,0.770718,1.385679,0.029418,0.022186,0.024544,0.032376,0.01766,0.016879,0.818182,0.416667,0.777778,0.555556,0.333333
2048,gt_aligned,0.15,5.0,100,0.61,0.64,1.365788,0.645984,1.38591,0.017364,0.020962,0.026596,0.025349,0.016043,0.013388,0.722222,0.583333,0.73913,0.5,0.473684
2048,gt_aligned,0.15,5.0,200,0.61,0.66,1.559676,0.544271,1.384258,0.017486,0.025392,0.019045,0.027398,0.014113,0.012029,0.657895,0.571429,0.627907,0.542857,0.642857
2048,gt_aligned,0.15,5.0,400,0.6225,0.54,3.68874,1.364808,1.384992,0.020214,0.03364,0.028525,0.036533,0.016783,0.016088,0.717949,0.560976,0.590361,0.616438,0.630952
2048,gt_aligned,0.15,5.0,700,0.628571,0.5,6.628962,2.20849,1.384883,0.019692,0.03235,0.023131,0.035179,0.015255,0.01697,0.744526,0.582781,0.580882,0.631579,0.608392
2048,gt_aligned,0.15,5.0,1000,0.631,0.7,9.179751,3.138618,1.383878,0.017917,0.023611,0.021411,0.029276,0.014822,0.015293,0.73,0.575,0.59,0.66,0.6
3072,gt_aligned,0.15,5.0,50,0.66,0.66,2.046341,0.945575,1.379614,0.016141,0.026191,0.033609,0.028284,0.012418,0.012203,0.857143,0.636364,0.714286,0.454545,0.714286
3072,gt_aligned,0.15,5.0,100,0.63,0.6,1.716999,0.831713,1.383817,0.01587,0.027467,0.027577,0.027856,0.014551,0.014673,0.705882,0.791667,0.642857,0.409091,0.608696
3072,gt_aligned,0.15,5.0,200,0.645,0.64,1.917054,0.871622,1.381218,0.018066,0.031461,0.022522,0.035847,0.014061,0.011651,0.71875,0.695652,0.692308,0.488372,0.65
3072,gt_aligned,0.15,5.0,400,0.63,0.76,3.997079,1.448891,1.383112,0.013243,0.018996,0.015211,0.019325,0.013814,0.01303,0.844156,0.626506,0.643836,0.460526,0.582418
3072,gt_aligned,0.15,5.0,700,0.684286,0.88,5.621163,1.907367,1.381896,0.008719,0.017555,0.019944,0.014946,0.008871,0.00603,0.826087,0.676056,0.682759,0.581395,0.650685
3072,gt_aligned,0.15,5.0,1000,0.696,0.76,7.343234,2.477255,1.379944,0.01871,0.021514,0.019881,0.025998,0.01217,0.014793,0.835,0.685,0.665,0.615,0.68
4096,gt_aligned,0.15,5.0,50,0.6,0.6,1.584351,0.653064,1.386022,0.019457,0.031881,0.028696,0.035751,0.018408,0.017205,0.6,0.166667,0.461538,0.818182,0.8
4096,gt_aligned,0.15,5.0,100,0.57,0.54,1.217715,0.572498,1.38464,0.027915,0.023567,0.029383,0.032587,0.025797,0.024156,0.590909,0.4,0.5,0.705882,0.625
4096,gt_aligned,0.15,5.0,200,0.585,0.58,2.156895,0.781823,1.385005,0.021852,0.030356,0.02008,0.03404,0.016727,0.017179,0.659091,0.5,0.52381,0.666667,0.555556
4096,gt_aligned,0.15,5.0,400,0.5725,0.6,4.974482,1.652678,1.382097,0.022678,0.028293,0.021586,0.03482,0.021226,0.019386,0.650602,0.525641,0.532468,0.647887,0.516484
4096,gt_aligned,0.15,5.0,700,0.592857,0.56,7.723472,2.530601,1.385587,0.018215,0.030084,0.026469,0.033612,0.013693,0.011071,0.71831,0.521127,0.567376,0.622222,0.535714
4096,gt_aligned,0.15,5.0,1000,0.62,0.58,9.687106,3.126643,1.38588,0.022862,0.023714,0.021627,0.033087,0.01945,0.0169,0.73,0.56,0.585,0.65,0.575
5120,gt_aligned,0.15,5.0,50,0.66,0.66,2.238132,0.99139,1.382537,0.015985,0.022961,0.019319,0.026318,0.010343,0.009248,0.75,0.636364,0.615385,0.666667,0.666667
5120,gt_aligned,0.15,5.0,100,0.63,0.6,1.865637,0.929189,1.380351,0.015985,0.026164,0.028979,0.03251,0.013843,0.012824,0.666667,0.576923,0.652174,0.727273,0.607143
5120,gt_aligned,0.15,5.0,200,0.69,0.84,1.626919,0.749877,1.38366,0.017105,0.021744,0.019623,0.022364,0.013093,0.011302,0.756098,0.625,0.735294,0.722222,0.632653
5120,gt_aligned,0.15,5.0,400,0.7,0.68,2.573835,0.943852,1.385214,0.015089,0.02389,0.023627,0.025718,0.01375,0.011305,0.789474,0.651685,0.720588,0.728395,0.627907
5120,gt_aligned,0.15,5.0,700,0.687143,0.74,4.713801,1.569383,1.383947,0.019752,0.02176,0.020669,0.023817,0.015604,0.013633,0.79562,0.666667,0.684211,0.70073,0.59589
5120,gt_aligned,0.15,5.0,1000,0.697,0.76,6.54092,2.195416,1.38334,0.014258,0.018043,0.015924,0.020863,0.01507,0.01442,0.795,0.69,0.655,0.7,0.645
6144,gt_aligned,0.15,5.0,50,0.6,0.6,2.020761,0.932334,1.384755,0.017651,0.029245,0.020463,0.030644,0.012064,0.015669,0.769231,0.375,0.625,0.583333,0.555556
6144,gt_aligned,0.15,5.0,100,0.69,0.78,2.003463,1.000769,1.384395,0.014836,0.021627,0.016146,0.021197,0.011958,0.012189,0.807692,0.5,0.714286,0.681818,0.7
6144,gt_aligned,0.15,5.0,200,0.655,0.64,1.841187,0.937687,1.38342,0.016896,0.030317,0.023446,0.030705,0.0128,0.010848,0.829268,0.484848,0.636364,0.648649,0.644444
6144,gt_aligned,0.15,5.0,400,0.65,0.68,3.191821,1.258759,1.381709,0.012649,0.026689,0.02121,0.029823,0.010307,0.010226,0.759036,0.540541,0.649351,0.62963,0.658824
6144,gt_aligned,0.15,5.0,700,0.665714,0.56,5.050081,1.943074,1.384914,0.024272,0.02252,0.021329,0.029031,0.01449,0.013301,0.789474,0.585185,0.689189,0.640288,0.627586
6144,gt_aligned,0.15,5.0,1000,0.669,0.68,7.109833,2.472482,1.382449,0.018632,0.023662,0.019604,0.029796,0.01086,0.010369,0.76,0.62,0.68,0.63,0.655
42,gt_aligned,0.3,1.0,50,0.6,0.6,2.411838,0.966987,1.386119,0.007078,0.009692,0.009382,0.012495,0.005506,0.004458,0.4,0.615385,0.571429,0.6,0.7
42,gt_aligned,0.3,1.0,100,0.67,0.74,2.469119,1.024742,1.38593,0.008204,0.009002,0.009185,0.011304,0.006185,0.005924,0.777778,0.666667,0.588235,0.571429,0.764706
42,gt_aligned,0.3,1.0,200,0.69,0.72,2.680001,1.069724,1.385731,0.005002,0.010871,0.010032,0.011634,0.005117,0.004306,0.771429,0.744186,0.604651,0.613636,0.742857
42,gt_aligned,0.3,1.0,400,0.7175,0.7,3.189657,1.236562,1.385003,0.007278,0.009286,0.009693,0.010935,0.006323,0.005451,0.829268,0.714286,0.666667,0.658537,0.714286
42,gt_aligned,0.3,1.0,700,0.707143,0.66,3.641091,1.432279,1.382126,0.007519,0.009087,0.009029,0.010143,0.006993,0.006551,0.794326,0.678832,0.644928,0.678082,0.73913
42,gt_aligned,0.3,1.0,1000,0.716,0.66,4.178601,1.643958,1.3801,0.007307,0.008844,0.010066,0.011425,0.006379,0.006439,0.795,0.665,0.645,0.72,0.755
123,gt_aligned,0.3,1.0,50,0.7,0.7,2.63226,1.017487,1.38539,0.005118,0.011232,0.00901,0.011442,0.00614,0.006115,0.75,0.777778,0.642857,0.545455,0.875
123,gt_aligned,0.3,1.0,100,0.65,0.6,2.655639,1.066984,1.38521,0.006924,0.009625,0.009972,0.010827,0.006387,0.004851,0.666667,0.588235,0.615385,0.6,0.789474
123,gt_aligned,0.3,1.0,200,0.63,0.58,2.696077,1.10811,1.385128,0.007208,0.010543,0.00968,0.012145,0.004298,0.004528,0.5625,0.651163,0.571429,0.659091,0.692308
123,gt_aligned,0.3,1.0,400,0.65,0.76,3.017497,1.262711,1.385614,0.007612,0.009204,0.009596,0.011598,0.005631,0.005102,0.643836,0.583333,0.60274,0.722892,0.689655
123,gt_aligned,0.3,1.0,700,0.691429,0.78,3.503337,1.571072,1.3845,0.007857,0.009312,0.010416,0.010272,0.006261,0.005964,0.753731,0.604027,0.671642,0.744681,0.690141
123,gt_aligned,0.3,1.0,1000,0.711,0.74,3.993507,1.754963,1.383485,0.007864,0.009422,0.007711,0.011711,0.006013,0.006827,0.77,0.61,0.685,0.79,0.7
456,gt_aligned,0.3,1.0,50,0.64,0.64,2.519882,0.929255,1.384422,0.006692,0.009326,0.009149,0.010037,0.006742,0.006226,0.75,0.777778,0.230769,0.75,0.875
456,gt_aligned,0.3,1.0,100,0.63,0.62,2.652539,1.035954,1.383092,0.007271,0.008521,0.009924,0.010941,0.006616,0.006163,0.8125,0.55,0.368421,0.782609,0.636364
456,gt_aligned,0.3,1.0,200,0.67,0.68,2.79939,1.119459,1.382879,0.006401,0.01077,0.008728,0.011481,0.005334,0.004763,0.852941,0.611111,0.534884,0.73913,0.634146
456,gt_aligned,0.3,1.0,400,0.615,0.52,3.152498,1.392791,1.382405,0.007211,0.009416,0.010445,0.01171,0.006657,0.006492,0.746667,0.571429,0.5125,0.696203,0.561798
456,gt_aligned,0.3,1.0,700,0.601429,0.66,3.609942,1.66706,1.379614,0.006779,0.009478,0.009714,0.01074,0.006443,0.006926,0.731343,0.569343,0.51049,0.644928,0.560811
456,gt_aligned,0.3,1.0,1000,0.609,0.64,4.037609,1.861871,1.374897,0.006385,0.011905,0.008955,0.011223,0.005706,0.005399,0.715,0.57,0.565,0.665,0.53
789,gt_aligned,0.3,1.0,50,0.74,0.74,2.68233,1.1239,1.384394,0.00776,0.011691,0.009042,0.012407,0.004071,0.003453,0.454545,1.0,1.0,0.722222,0.714286
789,gt_aligned,0.3,1.0,100,0.67,0.6,2.681883,1.146881,1.384041,0.006533,0.010032,0.009929,0.011473,0.006392,0.006124,0.5,0.708333,0.7,0.724138,0.666667
789,gt_aligned,0.3,1.0,200,0.64,0.68,2.882908,1.302194,1.384209,0.006807,0.009105,0.009481,0.010126,0.006154,0.005456,0.638889,0.714286,0.583333,0.686275,0.553191
789,gt_aligned,0.3,1.0,400,0.65,0.64,3.133439,1.500624,1.382047,0.007576,0.009865,0.008708,0.010773,0.006052,0.006275,0.773333,0.654321,0.594203,0.697674,0.539326
789,gt_aligned,0.3,1.0,700,0.628571,0.56,3.627423,1.775835,1.37742,0.006122,0.009357,0.011176,0.009972,0.006048,0.005352,0.764706,0.58042,0.589928,0.691781,0.514706
789,gt_aligned,0.3,1.0,1000,0.598,0.56,4.033639,2.083872,1.371752,0.008532,0.007907,0.008574,0.009626,0.007467,0.007387,0.72,0.56,0.57,0.685,0.455
1024,gt_aligned,0.3,1.0,50,0.62,0.62,2.28815,0.898358,1.38564,0.007945,0.009318,0.008676,0.009701,0.007991,0.007371,0.785714,0.692308,0.857143,0.571429,0.111111
1024,gt_aligned,0.3,1.0,100,0.61,0.6,2.388691,0.934134,1.385832,0.006906,0.01026,0.008064,0.010992,0.006644,0.0062,0.769231,0.619048,0.714286,0.555556,0.380952
1024,gt_aligned,0.3,1.0,200,0.62,0.74,2.543304,1.012742,1.385923,0.00857,0.008678,0.007642,0.010884,0.007757,0.00699,0.818182,0.547619,0.694444,0.513514,0.512195
1024,gt_aligned,0.3,1.0,400,0.6425,0.64,2.903844,1.147185,1.382749,0.007717,0.009557,0.010505,0.011226,0.004965,0.004416,0.78481,0.5625,0.647059,0.631579,0.5875
1024,gt_aligned,0.3,1.0,700,0.671429,0.68,3.452322,1.420167,1.380229,0.005858,0.010636,0.009854,0.012136,0.004808,0.003403,0.75188,0.597222,0.659864,0.717391,0.637681
1024,gt_aligned,0.3,1.0,1000,0.695,0.78,3.888788,1.646261,1.376512,0.006775,0.009279,0.009245,0.009953,0.00678,0.006401,0.785,0.635,0.69,0.74,0.625
2048,gt_aligned,0.3,1.0,50,0.68,0.68,2.518756,0.9313,1.385655,0.009272,0.008279,0.008926,0.010805,0.007038,0.006734,0.909091,0.666667,0.777778,0.555556,0.444444
2048,gt_aligned,0.3,1.0,100,0.66,0.64,2.589483,0.990036,1.385801,0.006752,0.009472,0.010526,0.011,0.005874,0.00528,0.833333,0.708333,0.73913,0.5,0.473684
2048,gt_aligned,0.3,1.0,200,0.665,0.72,2.688984,1.064032,1.385908,0.006985,0.010106,0.00881,0.010791,0.006915,0.006021,0.710526,0.690476,0.697674,0.6,0.619048
2048,gt_aligned,0.3,1.0,400,0.6875,0.68,3.077018,1.212321,1.384533,0.006054,0.011257,0.009115,0.011165,0.005942,0.005737,0.75641,0.670732,0.674699,0.684932,0.654762
2048,gt_aligned,0.3,1.0,700,0.695714,0.64,3.578726,1.425771,1.382285,0.006965,0.010822,0.008321,0.011439,0.00582,0.006222,0.781022,0.675497,0.691176,0.714286,0.622378
2048,gt_aligned,0.3,1.0,1000,0.714,0.82,4.156938,1.689857,1.37884,0.00697,0.0103,0.009073,0.010994,0.006334,0.00611,0.795,0.665,0.72,0.74,0.65
3072,gt_aligned,0.3,1.0,50,0.7,0.7,2.600401,0.974737,1.384781,0.006811,0.009452,0.010772,0.011199,0.005669,0.005891,0.714286,0.545455,1.0,0.636364,0.714286
3072,gt_aligned,0.3,1.0,100,0.65,0.6,2.650017,1.066839,1.383174,0.00663,0.010607,0.009522,0.010996,0.006004,0.006149,0.705882,0.583333,0.857143,0.545455,0.652174
3072,gt_aligned,0.3,1.0,200,0.65,0.64,2.894581,1.182121,1.382299,0.007475,0.010572,0.008639,0.011749,0.006894,0.006335,0.71875,0.543478,0.74359,0.604651,0.675
3072,gt_aligned,0.3,1.0,400,0.635,0.74,3.234315,1.426883,1.378127,0.008483,0.00769,0.008243,0.008629,0.00872,0.008154,0.818182,0.542169,0.643836,0.592105,0.593407
3072,gt_aligned,0.3,1.0,700,0.667143,0.78,3.779734,1.620334,1.379418,0.006757,0.010151,0.010477,0.010002,0.005741,0.004845,0.789855,0.633803,0.675862,0.612403,0.623288
3072,gt_aligned,0.3,1.0,1000,0.676,0.66,4.192664,1.79697,1.37769,0.007522,0.009492,0.009607,0.010836,0.006271,0.006517,0.785,0.645,0.67,0.665,0.615
4096,gt_aligned,0.3,1.0,50,0.6,0.6,2.466555,0.981734,1.385609,0.006689,0.010674,0.008929,0.011623,0.005718,0.005678,0.7,0.166667,0.461538,0.727273,0.8
4096,gt_aligned,0.3,1.0,100,0.6,0.6,2.439969,0.995252,1.384477,0.007712,0.008033,0.008983,0.009835,0.007457,0.007118,0.681818,0.466667,0.5,0.647059,0.666667
4096,gt_aligned,0.3,1.0,200,0.58,0.52,2.453861,0.957851,1.384472,0.007157,0.010537,0.008773,0.011508,0.006088,0.005889,0.659091,0.6,0.52381,0.538462,0.577778
4096,gt_aligned,0.3,1.0,400,0.61,0.58,2.732291,1.183876,1.384986,0.00756,0.009251,0.00953,0.010966,0.006578,0.006113,0.722892,0.564103,0.558442,0.619718,0.582418
4096,gt_aligned,0.3,1.0,700,0.642857,0.68,3.122091,1.462062,1.383679,0.006554,0.011639,0.008541,0.012722,0.005378,0.00446,0.739437,0.56338,0.64539,0.659259,0.607143
4096,gt_aligned,0.3,1.0,1000,0.641,0.62,3.434745,1.619231,1.381678,0.007426,0.009051,0.009026,0.011556,0.00589,0.005545,0.75,0.575,0.635,0.615,0.63
5120,gt_aligned,0.3,1.0,50,0.68,0.68,2.674426,1.01536,1.384984,0.007512,0.009949,0.008559,0.011609,0.006251,0.005799,0.75,0.636364,0.692308,0.666667,0.666667
5120,gt_aligned,0.3,1.0,100,0.66,0.64,2.799079,1.098567,1.384469,0.006199,0.009574,0.009748,0.011386,0.006097,0.005553,0.75,0.692308,0.782609,0.545455,0.535714
5120,gt_aligned,0.3,1.0,200,0.65,0.78,2.950365,1.264699,1.383223,0.006921,0.010421,0.008252,0.010465,0.00705,0.00628,0.682927,0.7,0.794118,0.638889,0.489796
5120,gt_aligned,0.3,1.0,400,0.625,0.5,3.434619,1.601824,1.378225,0.007133,0.01001,0.009205,0.011468,0.005478,0.004988,0.684211,0.58427,0.735294,0.62963,0.523256
5120,gt_aligned,0.3,1.0,700,0.625714,0.74,4.019595,1.967322,1.37043,0.007656,0.009238,0.008319,0.009708,0.007634,0.006614,0.708029,0.591837,0.631579,0.671533,0.534247
5120,gt_aligned,0.3,1.0,1000,0.615,0.64,4.291808,2.010889,1.366471,0.006971,0.008699,0.007582,0.010238,0.007743,0.007414,0.705,0.575,0.545,0.7,0.55
6144,gt_aligned,0.3,1.0,50,0.62,0.62,2.570176,0.937198,1.385201,0.007282,0.010558,0.007173,0.010938,0.006539,0.007054,0.846154,0.375,0.625,0.583333,0.555556
6144,gt_aligned,0.3,1.0,100,0.7,0.78,2.682673,0.996344,1.384633,0.008185,0.009704,0.007911,0.010244,0.007257,0.00699,0.923077,0.555556,0.785714,0.590909,0.6
6144,gt_aligned,0.3,1.0,200,0.69,0.72,2.742834,1.06806,1.384352,0.006255,0.011408,0.008793,0.011591,0.005229,0.004625,0.878049,0.515152,0.681818,0.675676,0.666667
6144,gt_aligned,0.3,1.0,400,0.6975,0.78,3.02845,1.290941,1.384204,0.005487,0.011498,0.008613,0.01245,0.0055,0.004947,0.795181,0.594595,0.675325,0.703704,0.705882
6144,gt_aligned,0.3,1.0,700,0.71,0.62,3.735485,1.582367,1.381938,0.006803,0.010254,0.00901,0.011244,0.005376,0.004951,0.804511,0.622222,0.709459,0.726619,0.689655
6144,gt_aligned,0.3,1.0,1000,0.693,0.58,4.235272,1.955475,1.376069,0.007457,0.010085,0.009817,0.01193,0.004353,0.004697,0.75,0.605,0.71,0.695,0.705
42,gt_aligned,0.3,1.5,50,0.58,0.58,2.266353,0.912968,1.386102,0.008873,0.012218,0.011816,0.01596,0.007239,0.006053,0.4,0.538462,0.571429,0.6,0.7
42,gt_aligned,0.3,1.5,100,0.65,0.72,2.230353,0.942371,1.385891,0.009947,0.01109,0.011166,0.013834,0.007579,0.007329,0.777778,0.62963,0.588235,0.52381,0.764706
42,gt_aligned,0.3,1.5,200,0.655,0.62,2.247418,0.871246,1.384962,0.006084,0.013636,0.012759,0.014579,0.00626,0.005199,0.742857,0.697674,0.581395,0.590909,0.685714
42,gt_aligned,0.3,1.5,400,0.6825,0.66,2.324649,0.987146,1.384633,0.008876,0.011237,0.012432,0.01356,0.007441,0.006478,0.804878,0.666667,0.626667,0.646341,0.662338
42,gt_aligned,0.3,1.5,700,0.675714,0.6,2.41993,1.146778,1.381054,0.008997,0.01073,0.010544,0.012346,0.008017,0.007636,0.808511,0.656934,0.630435,0.657534,0.623188
42,gt_aligned,0.3,1.5,1000,0.687,0.68,2.642604,1.26649,1.381766,0.008695,0.010633,0.012339,0.013775,0.007708,0.007653,0.81,0.645,0.63,0.69,0.66
123,gt_aligned,0.3,1.5,50,0.7,0.7,2.536173,1.008999,1.385417,0.005734,0.013451,0.01026,0.013584,0.007127,0.007055,0.75,0.777778,0.571429,0.636364,0.875
123,gt_aligned,0.3,1.5,100,0.65,0.6,2.43918,1.000529,1.385096,0.008885,0.012154,0.012666,0.013695,0.007831,0.006137,0.666667,0.588235,0.576923,0.65,0.789474
123,gt_aligned,0.3,1.5,200,0.63,0.58,2.291692,0.955736,1.385394,0.00917,0.013497,0.012666,0.015425,0.005527,0.005661,0.59375,0.697674,0.52381,0.659091,0.666667
123,gt_aligned,0.3,1.5,400,0.675,0.88,2.421214,1.002704,1.386103,0.008526,0.010713,0.011346,0.013324,0.006388,0.005818,0.69863,0.690476,0.589041,0.698795,0.689655
123,gt_aligned,0.3,1.5,700,0.698571,0.72,2.448159,1.131261,1.38598,0.009653,0.011172,0.012847,0.012391,0.007663,0.007244,0.783582,0.671141,0.626866,0.702128,0.711268
123,gt_aligned,0.3,1.5,1000,0.715,0.7,2.638657,1.233174,1.385709,0.009475,0.012207,0.010014,0.014997,0.007796,0.008755,0.78,0.685,0.64,0.75,0.72
456,gt_aligned,0.3,1.5,50,0.62,0.62,2.380378,0.908988,1.384059,0.00804,0.011702,0.011453,0.012509,0.008369,0.00765,0.75,0.666667,0.230769,0.666667,1.0
456,gt_aligned,0.3,1.5,100,0.56,0.5,2.364929,0.953491,1.382524,0.008801,0.010657,0.012271,0.013729,0.007946,0.007358,0.8125,0.5,0.263158,0.695652,0.545455
456,gt_aligned,0.3,1.5,200,0.645,0.68,2.28549,0.94542,1.383086,0.007407,0.01384,0.01132,0.014355,0.006483,0.005679,0.852941,0.638889,0.44186,0.695652,0.634146
456,gt_aligned,0.3,1.5,400,0.6225,0.6,2.257376,0.956474,1.385166,0.009157,0.011768,0.013118,0.014637,0.008231,0.008034,0.76,0.61039,0.475,0.708861,0.573034
456,gt_aligned,0.3,1.5,700,0.655714,0.78,2.387188,1.069316,1.384076,0.007738,0.011611,0.01201,0.012956,0.007402,0.00802,0.768657,0.664234,0.545455,0.695652,0.614865
456,gt_aligned,0.3,1.5,1000,0.685,0.76,2.699115,1.264325,1.382204,0.007531,0.014164,0.010811,0.013201,0.006492,0.006287,0.785,0.675,0.6,0.735,0.63
789,gt_aligned,0.3,1.5,50,0.74,0.74,2.54858,1.060761,1.384536,0.009216,0.013696,0.010638,0.014388,0.004939,0.004126,0.454545,1.0,1.0,0.777778,0.571429
789,gt_aligned,0.3,1.5,100,0.69,0.64,2.46488,1.032839,1.384483,0.007897,0.012478,0.012186,0.014058,0.007969,0.007554,0.5,0.75,0.7,0.793103,0.619048
789,gt_aligned,0.3,1.5,200,0.695,0.74,2.566831,1.125805,1.385947,0.008453,0.010552,0.011221,0.011878,0.007558,0.00677,0.638889,0.761905,0.666667,0.803922,0.574468
789,gt_aligned,0.3,1.5,400,0.71,0.64,2.529983,1.149396,1.38603,0.008995,0.011907,0.010572,0.01317,0.006892,0.007139,0.733333,0.691358,0.710145,0.790698,0.629213
789,gt_aligned,0.3,1.5,700,0.71,0.72,2.858544,1.311229,1.38528,0.007472,0.011463,0.013251,0.012099,0.007193,0.006385,0.808824,0.643357,0.683453,0.767123,0.647059
789,gt_aligned,0.3,1.5,1000,0.709,0.76,3.065063,1.534491,1.384221,0.010555,0.009231,0.010977,0.011609,0.009237,0.009187,0.78,0.665,0.68,0.77,0.65
1024,gt_aligned,0.3,1.5,50,0.58,0.58,2.109519,0.881176,1.385991,0.010189,0.012707,0.011309,0.012848,0.0104,0.009534,0.642857,0.692308,0.857143,0.571429,0.111111
1024,gt_aligned,0.3,1.5,100,0.57,0.56,2.064963,0.882388,1.386242,0.008851,0.012242,0.009746,0.013336,0.008566,0.007878,0.653846,0.619048,0.642857,0.555556,0.380952
1024,gt_aligned,0.3,1.5,200,0.6,0.74,1.977295,0.867049,1.386231,0.010497,0.01049,0.009431,0.013543,0.009141,0.008229,0.75,0.571429,0.666667,0.513514,0.487805
1024,gt_aligned,0.3,1.5,400,0.615,0.58,1.96067,0.900453,1.38241,0.009822,0.012035,0.013383,0.014053,0.006255,0.005481,0.721519,0.5375,0.635294,0.605263,0.575
1024,gt_aligned,0.3,1.5,700,0.654286,0.68,2.211537,1.02088,1.383831,0.006976,0.012128,0.011389,0.014279,0.005431,0.003696,0.736842,0.569444,0.646259,0.688406,0.637681
1024,gt_aligned,0.3,1.5,1000,0.683,0.72,2.375927,1.162463,1.383632,0.008065,0.01136,0.011157,0.012319,0.007893,0.007386,0.785,0.615,0.665,0.705,0.645
2048,gt_aligned,0.3,1.5,50,0.7,0.7,2.430342,0.888758,1.385602,0.011083,0.009923,0.01072,0.012834,0.008422,0.008171,1.0,0.666667,0.777778,0.555556,0.444444
2048,gt_aligned,0.3,1.5,100,0.67,0.64,2.397089,0.911618,1.385775,0.00822,0.011324,0.01288,0.013483,0.007201,0.006359,0.888889,0.708333,0.73913,0.5,0.473684
2048,gt_aligned,0.3,1.5,200,0.66,0.7,2.284694,0.942568,1.385633,0.008406,0.012102,0.010486,0.012935,0.008538,0.007446,0.736842,0.690476,0.697674,0.571429,0.595238
2048,gt_aligned,0.3,1.5,400,0.66,0.66,2.268162,0.955794,1.384622,0.007406,0.013175,0.010953,0.013323,0.007067,0.00682,0.730769,0.658537,0.626506,0.657534,0.630952
2048,gt_aligned,0.3,1.5,700,0.664286,0.56,2.303271,1.010526,1.384325,0.008655,0.012819,0.010289,0.013955,0.006997,0.007708,0.759124,0.649007,0.617647,0.691729,0.608392
2048,gt_aligned,0.3,1.5,1000,0.686,0.88,2.547876,1.140039,1.3834,0.007792,0.011493,0.01103,0.012548,0.00738,0.007058,0.79,0.64,0.63,0.73,0.64
3072,gt_aligned,0.3,1.5,50,0.68,0.68,2.49192,0.971092,1.384277,0.008044,0.011674,0.013533,0.013598,0.006445,0.006668,0.714286,0.545455,1.0,0.545455,0.714286
3072,gt_aligned,0.3,1.5,100,0.67,0.66,2.492393,1.037004,1.383504,0.007879,0.013136,0.0119,0.013527,0.007028,0.007104,0.764706,0.666667,0.857143,0.5,0.652174
3072,gt_aligned,0.3,1.5,200,0.685,0.76,2.655783,1.11239,1.383123,0.008727,0.012586,0.010379,0.014159,0.008214,0.00739,0.75,0.630435,0.769231,0.604651,0.7
3072,gt_aligned,0.3,1.5,400,0.6425,0.7,2.670966,1.24442,1.380286,0.009951,0.00993,0.010192,0.010914,0.009983,0.009385,0.818182,0.578313,0.671233,0.552632,0.604396
3072,gt_aligned,0.3,1.5,700,0.667143,0.86,2.909271,1.347893,1.383159,0.007359,0.011841,0.012281,0.011473,0.006509,0.00536,0.804348,0.598592,0.696552,0.596899,0.636986
3072,gt_aligned,0.3,1.5,1000,0.688,0.7,3.056838,1.422552,1.38116,0.009083,0.011186,0.011264,0.012806,0.007574,0.008028,0.805,0.625,0.695,0.655,0.66
4096,gt_aligned,0.3,1.5,50,0.6,0.6,2.345207,0.939285,1.385762,0.008281,0.013221,0.011125,0.014687,0.00722,0.007037,0.7,0.166667,0.461538,0.727273,0.8
4096,gt_aligned,0.3,1.5,100,0.59,0.58,2.173935,0.923649,1.384648,0.009963,0.010369,0.011813,0.012563,0.009629,0.009213,0.681818,0.4,0.5,0.647059,0.666667
4096,gt_aligned,0.3,1.5,200,0.59,0.54,1.973767,0.790877,1.384881,0.009197,0.013704,0.01143,0.014864,0.00781,0.007602,0.704545,0.566667,0.52381,0.564103,0.577778
4096,gt_aligned,0.3,1.5,400,0.61,0.58,1.953306,0.907184,1.385928,0.009851,0.01165,0.012064,0.014094,0.008525,0.007942,0.746988,0.576923,0.532468,0.619718,0.571429
4096,gt_aligned,0.3,1.5,700,0.634286,0.7,1.935703,0.846699,1.385886,0.008367,0.014078,0.010692,0.015613,0.006723,0.005612,0.767606,0.556338,0.588652,0.637037,0.621429
4096,gt_aligned,0.3,1.5,1000,0.657,0.6,2.012804,0.940222,1.385442,0.009238,0.011067,0.01097,0.014303,0.007368,0.006771,0.775,0.59,0.615,0.65,0.655
