condition,volume,q_bar,margin,seed,alarm_fired,alarm_index,t_damage,lead_time,miss,baseline_q,k_used
adversarial,200,0.75,0.03,7700000,True,198,1102,904,False,0.8030,0.7730
adversarial,200,0.75,0.03,7700001,True,171,1365,1194,False,0.8469,0.8169
adversarial,200,0.75,0.03,7700002,True,1622,964,-658,True,0.6347,0.6047
adversarial,200,0.75,0.03,7700003,True,1099,1553,454,False,0.6687,0.6387
adversarial,200,0.75,0.03,7700004,True,407,543,136,False,0.8106,0.7806
adversarial,200,0.75,0.03,7700005,True,128,,,,0.8292,0.7992
adversarial,200,0.75,0.03,7700006,True,412,1521,1109,False,0.8444,0.8144
adversarial,200,0.75,0.03,7700007,True,101,927,826,False,0.8960,0.8660
adversarial,200,0.75,0.03,7700008,True,128,523,395,False,0.8259,0.7959
adversarial,200,0.75,0.03,7700009,True,1706,1712,6,False,0.6982,0.6682
adversarial,200,0.75,0.03,7700010,True,791,799,8,False,0.7437,0.7137
adversarial,200,0.75,0.03,7700011,True,428,941,513,False,0.7870,0.7570
adversarial,200,0.75,0.03,7700012,True,111,1305,1194,False,0.8674,0.8374
adversarial,200,0.75,0.03,7700013,True,151,1242,1091,False,0.8184,0.7884
adversarial,200,0.75,0.03,7700014,True,1554,521,-1033,True,0.6990,0.6690
adversarial,200,0.75,0.03,7700015,True,1205,1208,3,False,0.7187,0.6887
adversarial,200,0.75,0.03,7700016,True,943,947,4,False,0.7685,0.7385
adversarial,200,0.75,0.03,7700017,True,175,787,612,False,0.8495,0.8195
adversarial,200,0.75,0.03,7700018,True,652,646,-6,True,0.7241,0.6941
adversarial,200,0.75,0.03,7700019,True,885,885,0,True,0.7485,0.7185
adversarial,200,0.75,0.03,7700020,True,786,858,72,False,0.7911,0.7611
adversarial,200,0.75,0.03,7700021,True,668,550,-118,True,0.7591,0.7291
adversarial,200,0.75,0.03,7700022,True,879,1467,588,False,0.7387,0.7087
adversarial,200,0.75,0.03,7700023,True,253,1788,1535,False,0.8614,0.8314
adversarial,200,0.75,0.03,7700024,True,1387,629,-758,True,0.6961,0.6661
adversarial,200,0.75,0.03,7700025,True,90,900,810,False,0.9432,0.9132
adversarial,200,0.75,0.03,7700026,True,1724,740,-984,True,0.6777,0.6477
adversarial,200,0.75,0.03,7700027,True,1666,1029,-637,True,0.6667,0.6367
adversarial,200,0.75,0.03,7700028,True,1304,894,-410,True,0.7403,0.7103
adversarial,200,0.75,0.03,7700029,True,1303,1136,-167,True,0.6947,0.6647
adversarial,200,0.75,0.05,7700000,True,207,1102,895,False,0.8030,0.7530
adversarial,200,0.75,0.05,7700001,True,192,1365,1173,False,0.8469,0.7969
adversarial,200,0.75,0.05,7700002,True,1878,964,-914,True,0.6347,0.5847
adversarial,200,0.75,0.05,7700003,True,1731,1553,-178,True,0.6687,0.6187
adversarial,200,0.75,0.05,7700004,True,526,543,17,False,0.8106,0.7606
adversarial,200,0.75,0.05,7700005,True,129,,,,0.8292,0.7792
adversarial,200,0.75,0.05,7700006,True,441,1521,1080,False,0.8444,0.7944
adversarial,200,0.75,0.05,7700007,True,106,927,821,False,0.8960,0.8460
adversarial,200,0.75,0.05,7700008,True,320,523,203,False,0.8259,0.7759
adversarial,200,0.75,0.05,7700009,True,1720,1712,-8,True,0.6982,0.6482
adversarial,200,0.75,0.05,7700010,True,798,799,1,False,0.7437,0.6937
adversarial,200,0.75,0.05,7700011,True,455,941,486,False,0.7870,0.7370
adversarial,200,0.75,0.05,7700012,True,129,1305,1176,False,0.8674,0.8174
adversarial,200,0.75,0.05,7700013,True,172,1242,1070,False,0.8184,0.7684
adversarial,200,0.75,0.05,7700014,True,1601,521,-1080,True,0.6990,0.6490
adversarial,200,0.75,0.05,7700015,True,1213,1208,-5,True,0.7187,0.6687
adversarial,200,0.75,0.05,7700016,True,954,947,-7,True,0.7685,0.7185
adversarial,200,0.75,0.05,7700017,True,187,787,600,False,0.8495,0.7995
adversarial,200,0.75,0.05,7700018,True,1026,646,-380,True,0.7241,0.6741
adversarial,200,0.75,0.05,7700019,True,897,885,-12,True,0.7485,0.6985
adversarial,200,0.75,0.05,7700020,True,852,858,6,False,0.7911,0.7411
adversarial,200,0.75,0.05,7700021,True,724,550,-174,True,0.7591,0.7091
adversarial,200,0.75,0.05,7700022,True,901,1467,566,False,0.7387,0.6887
adversarial,200,0.75,0.05,7700023,True,282,1788,1506,False,0.8614,0.8114
adversarial,200,0.75,0.05,7700024,True,1397,629,-768,True,0.6961,0.6461
adversarial,200,0.75,0.05,7700025,True,95,900,805,False,0.9432,0.8932
adversarial,200,0.75,0.05,7700026,True,1739,740,-999,True,0.6777,0.6277
adversarial,200,0.75,0.05,7700027,False,,1029,,True,0.6667,0.6167
adversarial,200,0.75,0.05,7700028,True,1325,894,-431,True,0.7403,0.6903
adversarial,200,0.75,0.05,7700029,False,,1136,,True,0.6947,0.6447
adversarial,200,0.75,0.08,7700000,True,1135,1102,-33,True,0.8030,0.7230
adversarial,200,0.75,0.08,7700001,True,259,1365,1106,False,0.8469,0.7669
adversarial,200,0.75,0.08,7700002,False,,964,,True,0.6347,0.5547
adversarial,200,0.75,0.08,7700003,True,1746,1553,-193,True,0.6687,0.5887
adversarial,200,0.75,0.08,7700004,True,621,543,-78,True,0.8106,0.7306
adversarial,200,0.75,0.08,7700005,True,132,,,,0.8292,0.7492
adversarial,200,0.75,0.08,7700006,True,466,1521,1055,False,0.8444,0.7644
adversarial,200,0.75,0.08,7700007,True,125,927,802,False,0.8960,0.8160
adversarial,200,0.75,0.08,7700008,True,336,523,187,False,0.8259,0.7459
adversarial,200,0.75,0.08,7700009,True,1794,1712,-82,True,0.6982,0.6182
adversarial,200,0.75,0.08,7700010,True,1635,799,-836,True,0.7437,0.6637
adversarial,200,0.75,0.08,7700011,True,981,941,-40,True,0.7870,0.7070
adversarial,200,0.75,0.08,7700012,True,417,1305,888,False,0.8674,0.7874
adversarial,200,0.75,0.08,7700013,True,944,1242,298,False,0.8184,0.7384
adversarial,200,0.75,0.08,7700014,True,1632,521,-1111,True,0.6990,0.6190
adversarial,200,0.75,0.08,7700015,True,1219,1208,-11,True,0.7187,0.6387
adversarial,200,0.75,0.08,7700016,True,1239,947,-292,True,0.7685,0.6885
adversarial,200,0.75,0.08,7700017,True,272,787,515,False,0.8495,0.7695
adversarial,200,0.75,0.08,7700018,True,1888,646,-1242,True,0.7241,0.6441
adversarial,200,0.75,0.08,7700019,True,1494,885,-609,True,0.7485,0.6685
adversarial,200,0.75,0.08,7700020,True,865,858,-7,True,0.7911,0.7111
adversarial,200,0.75,0.08,7700021,True,1080,550,-530,True,0.7591,0.6791
adversarial,200,0.75,0.08,7700022,True,1542,1467,-75,True,0.7387,0.6587
adversarial,200,0.75,0.08,7700023,True,303,1788,1485,False,0.8614,0.7814
adversarial,200,0.75,0.08,7700024,False,,629,,True,0.6961,0.6161
adversarial,200,0.75,0.08,7700025,True,158,900,742,False,0.9432,0.8632
adversarial,200,0.75,0.08,7700026,False,,740,,True,0.6777,0.5977
adversarial,200,0.75,0.08,7700027,False,,1029,,True,0.6667,0.5867
adversarial,200,0.75,0.08,7700028,True,1395,894,-501,True,0.7403,0.6603
adversarial,200,0.75,0.08,7700029,False,,1136,,True,0.6947,0.6147
adversarial,200,0.75,0.1,7700000,True,1202,1102,-100,True,0.8030,0.7030
adversarial,200,0.75,0.1,7700001,True,372,1365,993,False,0.8469,0.7469
adversarial,200,0.75,0.1,7700002,False,,964,,True,0.6347,0.5347
adversarial,200,0.75,0.1,7700003,True,1751,1553,-198,True,0.6687,0.5687
adversarial,200,0.75,0.1,7700004,True,1603,543,-1060,True,0.8106,0.7106
adversarial,200,0.75,0.1,7700005,True,136,,,,0.8292,0.7292
adversarial,200,0.75,0.1,7700006,True,479,1521,1042,False,0.8444,0.7444
adversarial,200,0.75,0.1,7700007,True,131,927,796,False,0.8960,0.7960
adversarial,200,0.75,0.1,7700008,True,630,523,-107,True,0.8259,0.7259
adversarial,200,0.75,0.1,7700009,False,,1712,,True,0.6982,0.5982
adversarial,200,0.75,0.1,7700010,True,1645,799,-846,True,0.7437,0.6437
adversarial,200,0.75,0.1,7700011,True,1284,941,-343,True,0.7870,0.6870
adversarial,200,0.75,0.1,7700012,True,427,1305,878,False,0.8674,0.7674
adversarial,200,0.75,0.1,7700013,True,953,1242,289,False,0.8184,0.7184
adversarial,200,0.75,0.1,7700014,True,1642,521,-1121,True,0.6990,0.5990
adversarial,200,0.75,0.1,7700015,True,1230,1208,-22,True,0.7187,0.6187
adversarial,200,0.75,0.1,7700016,True,1349,947,-402,True,0.7685,0.6685
adversarial,200,0.75,0.1,7700017,True,285,787,502,False,0.8495,0.7495
adversarial,200,0.75,0.1,7700018,True,1894,646,-1248,True,0.7241,0.6241
adversarial,200,0.75,0.1,7700019,True,1640,885,-755,True,0.7485,0.6485
adversarial,200,0.75,0.1,7700020,True,874,858,-16,True,0.7911,0.6911
adversarial,200,0.75,0.1,7700021,True,1718,550,-1168,True,0.7591,0.6591
adversarial,200,0.75,0.1,7700022,True,1832,1467,-365,True,0.7387,0.6387
adversarial,200,0.75,0.1,7700023,True,397,1788,1391,False,0.8614,0.7614
adversarial,200,0.75,0.1,7700024,False,,629,,True,0.6961,0.5961
adversarial,200,0.75,0.1,7700025,True,174,900,726,False,0.9432,0.8432
adversarial,200,0.75,0.1,7700026,False,,740,,True,0.6777,0.5777
adversarial,200,0.75,0.1,7700027,False,,1029,,True,0.6667,0.5667
adversarial,200,0.75,0.1,7700028,True,1981,894,-1087,True,0.7403,0.6403
adversarial,200,0.75,0.1,7700029,False,,1136,,True,0.6947,0.5947
adversarial,200,0.85,0.02,8700000,True,182,658,476,False,0.8971,0.8771
adversarial,200,0.85,0.02,8700001,True,532,875,343,False,0.8515,0.8315
adversarial,200,0.85,0.02,8700002,True,1464,1893,429,False,0.7882,0.7682
adversarial,200,0.85,0.02,8700003,True,1939,962,-977,True,0.7458,0.7258
adversarial,200,0.85,0.02,8700004,True,174,847,673,False,0.8916,0.8716
adversarial,200,0.85,0.02,8700005,True,703,794,91,False,0.8588,0.8388
adversarial,200,0.85,0.02,8700006,True,1274,593,-681,True,0.8138,0.7938
adversarial,200,0.85,0.02,8700007,True,947,891,-56,True,0.8319,0.8119
adversarial,200,0.85,0.02,8700008,True,609,1161,552,False,0.8134,0.7934
adversarial,200,0.85,0.02,8700009,True,191,683,492,False,0.8934,0.8734
adversarial,200,0.85,0.02,8700010,True,725,735,10,False,0.8450,0.8250
adversarial,200,0.85,0.02,8700011,True,123,561,438,False,0.9260,0.9060
adversarial,200,0.85,0.02,8700012,True,246,1154,908,False,0.8295,0.8095
adversarial,200,0.85,0.02,8700013,True,1323,770,-553,True,0.7936,0.7736
adversarial,200,0.85,0.02,8700014,True,157,609,452,False,0.9436,0.9236
adversarial,200,0.85,0.02,8700015,True,112,757,645,False,0.9025,0.8825
adversarial,200,0.85,0.02,8700016,True,128,971,843,False,0.9198,0.8998
adversarial,200,0.85,0.02,8700017,True,323,591,268,False,0.8760,0.8560
adversarial,200,0.85,0.02,8700018,True,1598,952,-646,True,0.7576,0.7376
adversarial,200,0.85,0.02,8700019,True,624,617,-7,True,0.7709,0.7509
adversarial,200,0.85,0.02,8700020,True,403,696,293,False,0.8833,0.8633
adversarial,200,0.85,0.02,8700021,True,134,637,503,False,0.9041,0.8841
adversarial,200,0.85,0.02,8700022,True,119,564,445,False,0.9298,0.9098
adversarial,200,0.85,0.02,8700023,True,558,529,-29,True,0.8439,0.8239
adversarial,200,0.85,0.02,8700024,True,780,776,-4,True,0.8410,0.8210
adversarial,200,0.85,0.02,8700025,False,,862,,True,0.6402,0.6202
adversarial,200,0.85,0.02,8700026,True,274,676,402,False,0.8674,0.8474
adversarial,200,0.85,0.02,8700027,True,127,544,417,False,0.9520,0.9320
adversarial,200,0.85,0.02,8700028,True,1313,1362,49,False,0.8204,0.8004
adversarial,200,0.85,0.02,8700029,True,111,739,628,False,0.9821,0.9621
adversarial,200,0.85,0.03,8700000,True,189,658,469,False,0.8971,0.8671
adversarial,200,0.85,0.03,8700001,True,541,875,334,False,0.8515,0.8215
adversarial,200,0.85,0.03,8700002,True,1471,1893,422,False,0.7882,0.7582
adversarial,200,0.85,0.03,8700003,True,1944,962,-982,True,0.7458,0.7158
adversarial,200,0.85,0.03,8700004,True,180,847,667,False,0.8916,0.8616
adversarial,200,0.85,0.03,8700005,True,794,794,0,True,0.8588,0.8288
adversarial,200,0.85,0.03,8700006,True,1277,593,-684,True,0.8138,0.7838
adversarial,200,0.85,0.03,8700007,True,976,891,-85,True,0.8319,0.8019
adversarial,200,0.85,0.03,8700008,True,1040,1161,121,False,0.8134,0.7834
adversarial,200,0.85,0.03,8700009,True,207,683,476,False,0.8934,0.8634
adversarial,200,0.85,0.03,8700010,True,913,735,-178,True,0.8450,0.8150
adversarial,200,0.85,0.03,8700011,True,126,561,435,False,0.9260,0.8960
adversarial,200,0.85,0.03,8700012,True,1046,1154,108,False,0.8295,0.7995
adversarial,200,0.85,0.03,8700013,True,1402,770,-632,True,0.7936,0.7636
adversarial,200,0.85,0.03,8700014,True,160,609,449,False,0.9436,0.9136
adversarial,200,0.85,0.03,8700015,True,113,757,644,False,0.9025,0.8725
adversarial,200,0.85,0.03,8700016,True,130,971,841,False,0.9198,0.8898
adversarial,200,0.85,0.03,8700017,True,334,591,257,False,0.8760,0.8460
adversarial,200,0.85,0.03,8700018,True,1704,952,-752,True,0.7576,0.7276
adversarial,200,0.85,0.03,8700019,True,628,617,-11,True,0.7709,0.7409
adversarial,200,0.85,0.03,8700020,True,415,696,281,False,0.8833,0.8533
adversarial,200,0.85,0.03,8700021,True,214,637,423,False,0.9041,0.8741
adversarial,200,0.85,0.03,8700022,True,125,564,439,False,0.9298,0.8998
adversarial,200,0.85,0.03,8700023,True,813,529,-284,True,0.8439,0.8139
adversarial,200,0.85,0.03,8700024,True,782,776,-6,True,0.8410,0.8110
adversarial,200,0.85,0.03,8700025,False,,862,,True,0.6402,0.6102
adversarial,200,0.85,0.03,8700026,True,276,676,400,False,0.8674,0.8374
adversarial,200,0.85,0.03,8700027,True,132,544,412,False,0.9520,0.9220
adversarial,200,0.85,0.03,8700028,True,1338,1362,24,False,0.8204,0.7904
adversarial,200,0.85,0.03,8700029,True,112,739,627,False,0.9821,0.9521
adversarial,200,0.85,0.05,8700000,True,244,658,414,False,0.8971,0.8471
adversarial,200,0.85,0.05,8700001,True,878,875,-3,True,0.8515,0.8015
adversarial,200,0.85,0.05,8700002,True,1480,1893,413,False,0.7882,0.7382
adversarial,200,0.85,0.05,8700003,False,,962,,True,0.7458,0.6958
adversarial,200,0.85,0.05,8700004,True,444,847,403,False,0.8916,0.8416
adversarial,200,0.85,0.05,8700005,True,911,794,-117,True,0.8588,0.8088
adversarial,200,0.85,0.05,8700006,True,1284,593,-691,True,0.8138,0.7638
adversarial,200,0.85,0.05,8700007,True,988,891,-97,True,0.8319,0.7819
adversarial,200,0.85,0.05,8700008,True,1157,1161,4,False,0.8134,0.7634
adversarial,200,0.85,0.05,8700009,True,368,683,315,False,0.8934,0.8434
adversarial,200,0.85,0.05,8700010,True,932,735,-197,True,0.8450,0.7950
adversarial,200,0.85,0.05,8700011,True,134,561,427,False,0.9260,0.8760
adversarial,200,0.85,0.05,8700012,True,1071,1154,83,False,0.8295,0.7795
adversarial,200,0.85,0.05,8700013,True,1463,770,-693,True,0.7936,0.7436
adversarial,200,0.85,0.05,8700014,True,166,609,443,False,0.9436,0.8936
adversarial,200,0.85,0.05,8700015,True,120,757,637,False,0.9025,0.8525
adversarial,200,0.85,0.05,8700016,True,188,971,783,False,0.9198,0.8698
adversarial,200,0.85,0.05,8700017,True,826,591,-235,True,0.8760,0.8260
adversarial,200,0.85,0.05,8700018,True,1864,952,-912,True,0.7576,0.7076
adversarial,200,0.85,0.05,8700019,True,1803,617,-1186,True,0.7709,0.7209
adversarial,200,0.85,0.05,8700020,True,707,696,-11,True,0.8833,0.8333
adversarial,200,0.85,0.05,8700021,True,237,637,400,False,0.9041,0.8541
adversarial,200,0.85,0.05,8700022,True,142,564,422,False,0.9298,0.8798
adversarial,200,0.85,0.05,8700023,True,815,529,-286,True,0.8439,0.7939
adversarial,200,0.85,0.05,8700024,True,791,776,-15,True,0.8410,0.7910
adversarial,200,0.85,0.05,8700025,False,,862,,True,0.6402,0.5902
adversarial,200,0.85,0.05,8700026,True,280,676,396,False,0.8674,0.8174
adversarial,200,0.85,0.05,8700027,True,146,544,398,False,0.9520,0.9020
adversarial,200,0.85,0.05,8700028,True,1365,1362,-3,True,0.8204,0.7704
adversarial,200,0.85,0.05,8700029,True,117,739,622,False,0.9821,0.9321
adversarial,200,0.85,0.08,8700000,True,880,658,-222,True,0.8971,0.8171
adversarial,200,0.85,0.08,8700001,True,1344,875,-469,True,0.8515,0.7715
adversarial,200,0.85,0.08,8700002,True,1910,1893,-17,True,0.7882,0.7082
adversarial,200,0.85,0.08,8700003,False,,962,,True,0.7458,0.6658
adversarial,200,0.85,0.08,8700004,True,1011,847,-164,True,0.8916,0.8116
adversarial,200,0.85,0.08,8700005,True,920,794,-126,True,0.8588,0.7788
adversarial,200,0.85,0.08,8700006,True,1462,593,-869,True,0.8138,0.7338
adversarial,200,0.85,0.08,8700007,True,1079,891,-188,True,0.8319,0.7519
adversarial,200,0.85,0.08,8700008,True,1196,1161,-35,True,0.8134,0.7334
adversarial,200,0.85,0.08,8700009,True,731,683,-48,True,0.8934,0.8134
adversarial,200,0.85,0.08,8700010,True,1149,735,-414,True,0.8450,0.7650
adversarial,200,0.85,0.08,8700011,True,140,561,421,False,0.9260,0.8460
adversarial,200,0.85,0.08,8700012,True,1141,1154,13,False,0.8295,0.7495
adversarial,200,0.85,0.08,8700013,True,1482,770,-712,True,0.7936,0.7136
adversarial,200,0.85,0.08,8700014,True,188,609,421,False,0.9436,0.8636
adversarial,200,0.85,0.08,8700015,True,755,757,2,False,0.9025,0.8225
adversarial,200,0.85,0.08,8700016,True,373,971,598,False,0.9198,0.8398
adversarial,200,0.85,0.08,8700017,True,874,591,-283,True,0.8760,0.7960
adversarial,200,0.85,0.08,8700018,False,,952,,True,0.7576,0.6776
adversarial,200,0.85,0.08,8700019,False,,617,,True,0.7709,0.6909
adversarial,200,0.85,0.08,8700020,True,710,696,-14,True,0.8833,0.8033
adversarial,200,0.85,0.08,8700021,True,739,637,-102,True,0.9041,0.8241
adversarial,200,0.85,0.08,8700022,True,220,564,344,False,0.9298,0.8498
adversarial,200,0.85,0.08,8700023,True,837,529,-308,True,0.8439,0.7639
adversarial,200,0.85,0.08,8700024,True,1410,776,-634,True,0.8410,0.7610
adversarial,200,0.85,0.08,8700025,False,,862,,True,0.6402,0.5602
adversarial,200,0.85,0.08,8700026,True,1102,676,-426,True,0.8674,0.7874
adversarial,200,0.85,0.08,8700027,True,161,544,383,False,0.9520,0.8720
adversarial,200,0.85,0.08,8700028,True,1425,1362,-63,True,0.8204,0.7404
adversarial,200,0.85,0.08,8700029,True,151,739,588,False,0.9821,0.9021
adversarial,200,0.85,0.1,8700000,True,1199,658,-541,True,0.8971,0.7971
adversarial,200,0.85,0.1,8700001,True,1382,875,-507,True,0.8515,0.7515
adversarial,200,0.85,0.1,8700002,False,,1893,,True,0.7882,0.6882
adversarial,200,0.85,0.1,8700003,False,,962,,True,0.7458,0.6458
adversarial,200,0.85,0.1,8700004,True,1055,847,-208,True,0.8916,0.7916
adversarial,200,0.85,0.1,8700005,True,922,794,-128,True,0.8588,0.7588
adversarial,200,0.85,0.1,8700006,True,1718,593,-1125,True,0.8138,0.7138
adversarial,200,0.85,0.1,8700007,True,1106,891,-215,True,0.8319,0.7319
adversarial,200,0.85,0.1,8700008,True,1489,1161,-328,True,0.8134,0.7134
adversarial,200,0.85,0.1,8700009,True,820,683,-137,True,0.8934,0.7934
adversarial,200,0.85,0.1,8700010,True,1361,735,-626,True,0.8450,0.7450
adversarial,200,0.85,0.1,8700011,True,143,561,418,False,0.9260,0.8260
adversarial,200,0.85,0.1,8700012,True,1159,1154,-5,True,0.8295,0.7295
adversarial,200,0.85,0.1,8700013,False,,770,,True,0.7936,0.6936
adversarial,200,0.85,0.1,8700014,True,197,609,412,False,0.9436,0.8436
adversarial,200,0.85,0.1,8700015,True,952,757,-195,True,0.9025,0.8025
adversarial,200,0.85,0.1,8700016,True,405,971,566,False,0.9198,0.8198
adversarial,200,0.85,0.1,8700017,True,1304,591,-713,True,0.8760,0.7760
adversarial,200,0.85,0.1,8700018,False,,952,,True,0.7576,0.6576
adversarial,200,0.85,0.1,8700019,False,,617,,True,0.7709,0.6709
adversarial,200,0.85,0.1,8700020,True,712,696,-16,True,0.8833,0.7833
adversarial,200,0.85,0.1,8700021,True,747,637,-110,True,0.9041,0.8041
adversarial,200,0.85,0.1,8700022,True,244,564,320,False,0.9298,0.8298
adversarial,200,0.85,0.1,8700023,True,1206,529,-677,True,0.8439,0.7439
adversarial,200,0.85,0.1,8700024,True,1424,776,-648,True,0.8410,0.7410
adversarial,200,0.85,0.1,8700025,False,,862,,True,0.6402,0.5402
adversarial,200,0.85,0.1,8700026,True,1116,676,-440,True,0.8674,0.7674
adversarial,200,0.85,0.1,8700027,True,636,544,-92,True,0.9520,0.8520
adversarial,200,0.85,0.1,8700028,True,1992,1362,-630,True,0.8204,0.7204
adversarial,200,0.85,0.1,8700029,True,180,739,559,False,0.9821,0.8821
silent_quality,50,0.6,0.02,6050000,True,221,150,-71,True,0.6016,0.5816
silent_quality,50,0.6,0.02,6050001,False,,148,,True,0.4629,0.4429
silent_quality,50,0.6,0.02,6050002,True,165,154,-11,True,0.6167,0.5967
silent_quality,50,0.6,0.02,6050003,True,79,453,374,False,0.7276,0.7076
silent_quality,50,0.6,0.02,6050004,True,224,,,,0.6426,0.6226
silent_quality,50,0.6,0.02,6050005,True,82,220,138,False,0.8262,0.8062
silent_quality,50,0.6,0.02,6050006,False,,156,,True,0.5716,0.5516
silent_quality,50,0.6,0.02,6050007,True,478,182,-296,True,0.5735,0.5535
silent_quality,50,0.6,0.02,6050008,True,153,146,-7,True,0.6944,0.6744
silent_quality,50,0.6,0.02,6050009,True,169,,,,0.6788,0.6588
silent_quality,50,0.6,0.02,6050010,True,89,,,,0.7048,0.6848
silent_quality,50,0.6,0.02,6050011,True,143,148,5,False,0.6626,0.6426
silent_quality,50,0.6,0.02,6050012,True,100,172,72,False,0.7021,0.6821
silent_quality,50,0.6,0.02,6050013,True,97,248,151,False,0.7895,0.7695
silent_quality,50,0.6,0.02,6050014,True,195,144,-51,True,0.6080,0.5880
silent_quality,50,0.6,0.02,6050015,True,183,181,-2,True,0.6324,0.6124
silent_quality,50,0.6,0.02,6050016,True,138,148,10,False,0.7559,0.7359
silent_quality,50,0.6,0.02,6050017,True,111,293,182,False,0.6978,0.6778
silent_quality,50,0.6,0.02,6050018,True,82,179,97,False,0.9287,0.9087
silent_quality,50,0.6,0.02,6050019,True,127,230,103,False,0.7225,0.7025
silent_quality,50,0.6,0.02,6050020,False,,238,,True,0.4925,0.4725
silent_quality,50,0.6,0.02,6050021,True,168,175,7,False,0.6662,0.6462
silent_quality,50,0.6,0.02,6050022,True,286,262,-24,True,0.5535,0.5335
silent_quality,50,0.6,0.02,6050023,True,170,228,58,False,0.6161,0.5961
silent_quality,50,0.6,0.02,6050024,True,479,185,-294,True,0.5692,0.5492
silent_quality,50,0.6,0.02,6050025,True,170,172,2,False,0.6961,0.6761
silent_quality,50,0.6,0.02,6050026,True,190,160,-30,True,0.6669,0.6469
silent_quality,50,0.6,0.02,6050027,True,111,229,118,False,0.7543,0.7343
silent_quality,50,0.6,0.02,6050028,True,76,,,,0.8135,0.7935
silent_quality,50,0.6,0.02,6050029,True,89,281,192,False,0.6932,0.6732
silent_quality,50,0.6,0.03,6050000,True,227,150,-77,True,0.6016,0.5716
silent_quality,50,0.6,0.03,6050001,False,,148,,True,0.4629,0.4329
silent_quality,50,0.6,0.03,6050002,True,167,154,-13,True,0.6167,0.5867
silent_quality,50,0.6,0.03,6050003,True,80,453,373,False,0.7276,0.6976
silent_quality,50,0.6,0.03,6050004,True,237,,,,0.6426,0.6126
silent_quality,50,0.6,0.03,6050005,True,83,220,137,False,0.8262,0.7962
silent_quality,50,0.6,0.03,6050006,False,,156,,True,0.5716,0.5416
silent_quality,50,0.6,0.03,6050007,False,,182,,True,0.5735,0.5435
silent_quality,50,0.6,0.03,6050008,True,154,146,-8,True,0.6944,0.6644
silent_quality,50,0.6,0.03,6050009,True,173,,,,0.6788,0.6488
silent_quality,50,0.6,0.03,6050010,True,93,,,,0.7048,0.6748
silent_quality,50,0.6,0.03,6050011,True,148,148,0,True,0.6626,0.6326
silent_quality,50,0.6,0.03,6050012,True,104,172,68,False,0.7021,0.6721
silent_quality,50,0.6,0.03,6050013,True,99,248,149,False,0.7895,0.7595
silent_quality,50,0.6,0.03,6050014,True,199,144,-55,True,0.6080,0.5780
silent_quality,50,0.6,0.03,6050015,True,388,181,-207,True,0.6324,0.6024
silent_quality,50,0.6,0.03,6050016,True,142,148,6,False,0.7559,0.7259
silent_quality,50,0.6,0.03,6050017,True,140,293,153,False,0.6978,0.6678
silent_quality,50,0.6,0.03,6050018,True,84,179,95,False,0.9287,0.8987
silent_quality,50,0.6,0.03,6050019,True,129,230,101,False,0.7225,0.6925
silent_quality,50,0.6,0.03,6050020,False,,238,,True,0.4925,0.4625
silent_quality,50,0.6,0.03,6050021,True,171,175,4,False,0.6662,0.6362
silent_quality,50,0.6,0.03,6050022,True,288,262,-26,True,0.5535,0.5235
silent_quality,50,0.6,0.03,6050023,True,215,228,13,False,0.6161,0.5861
silent_quality,50,0.6,0.03,6050024,True,481,185,-296,True,0.5692,0.5392
silent_quality,50,0.6,0.03,6050025,True,172,172,0,True,0.6961,0.6661
silent_quality,50,0.6,0.03,6050026,True,192,160,-32,True,0.6669,0.6369
silent_quality,50,0.6,0.03,6050027,True,120,229,109,False,0.7543,0.7243
silent_quality,50,0.6,0.03,6050028,True,76,,,,0.8135,0.7835
silent_quality,50,0.6,0.03,6050029,True,90,281,191,False,0.6932,0.6632
silent_quality,50,0.6,0.05,6050000,True,242,150,-92,True,0.6016,0.5516
silent_quality,50,0.6,0.05,6050001,False,,148,,True,0.4629,0.4129
silent_quality,50,0.6,0.05,6050002,False,,154,,True,0.6167,0.5667
silent_quality,50,0.6,0.05,6050003,True,82,453,371,False,0.7276,0.6776
silent_quality,50,0.6,0.05,6050004,True,300,,,,0.6426,0.5926
silent_quality,50,0.6,0.05,6050005,True,89,220,131,False,0.8262,0.7762
silent_quality,50,0.6,0.05,6050006,False,,156,,True,0.5716,0.5216
silent_quality,50,0.6,0.05,6050007,False,,182,,True,0.5735,0.5235
silent_quality,50,0.6,0.05,6050008,True,157,146,-11,True,0.6944,0.6444
silent_quality,50,0.6,0.05,6050009,True,278,,,,0.6788,0.6288
silent_quality,50,0.6,0.05,6050010,True,109,,,,0.7048,0.6548
silent_quality,50,0.6,0.05,6050011,True,155,148,-7,True,0.6626,0.6126
silent_quality,50,0.6,0.05,6050012,True,151,172,21,False,0.7021,0.6521
silent_quality,50,0.6,0.05,6050013,True,104,248,144,False,0.7895,0.7395
silent_quality,50,0.6,0.05,6050014,True,210,144,-66,True,0.6080,0.5580
silent_quality,50,0.6,0.05,6050015,True,414,181,-233,True,0.6324,0.5824
silent_quality,50,0.6,0.05,6050016,True,157,148,-9,True,0.7559,0.7059
silent_quality,50,0.6,0.05,6050017,True,177,293,116,False,0.6978,0.6478
silent_quality,50,0.6,0.05,6050018,True,92,179,87,False,0.9287,0.8787
silent_quality,50,0.6,0.05,6050019,True,132,230,98,False,0.7225,0.6725
