condition,volume,q_bar,margin,seed,alarm_fired,alarm_index,t_damage,lead_time,miss,baseline_q,k_used
control,50,0.85,0.08,8550016,False,,,,,0.7298,0.6498
control,50,0.85,0.08,8550017,True,471,,,,0.8507,0.7707
control,50,0.85,0.08,8550018,False,,,,,0.7293,0.6493
control,50,0.85,0.08,8550019,False,,,,,0.7840,0.7040
control,50,0.85,0.08,8550020,False,,,,,0.8473,0.7673
control,50,0.85,0.08,8550021,False,,,,,0.8342,0.7542
control,50,0.85,0.08,8550022,False,,,,,0.8709,0.7909
control,50,0.85,0.08,8550023,False,,,,,0.7569,0.6769
control,50,0.85,0.08,8550024,False,,,,,0.9032,0.8232
control,50,0.85,0.08,8550025,False,,,,,0.8044,0.7244
control,50,0.85,0.08,8550026,False,,,,,0.7958,0.7158
control,50,0.85,0.08,8550027,False,,,,,0.7677,0.6877
control,50,0.85,0.08,8550028,True,240,,,,0.9443,0.8643
control,50,0.85,0.08,8550029,True,145,,,,0.9433,0.8633
control,50,0.85,0.1,8550000,False,,,,,0.9091,0.8091
control,50,0.85,0.1,8550001,False,,,,,0.8902,0.7902
control,50,0.85,0.1,8550002,False,,,,,0.8405,0.7405
control,50,0.85,0.1,8550003,False,,,,,0.8222,0.7222
control,50,0.85,0.1,8550004,False,,,,,0.8161,0.7161
control,50,0.85,0.1,8550005,True,124,,,,0.9568,0.8568
control,50,0.85,0.1,8550006,False,,,,,0.8032,0.7032
control,50,0.85,0.1,8550007,False,,,,,0.8792,0.7792
control,50,0.85,0.1,8550008,False,,,,,0.9224,0.8224
control,50,0.85,0.1,8550009,False,,,,,0.7873,0.6873
control,50,0.85,0.1,8550010,False,,,,,0.8022,0.7022
control,50,0.85,0.1,8550011,False,,,,,0.8610,0.7610
control,50,0.85,0.1,8550012,False,,,,,0.7048,0.6048
control,50,0.85,0.1,8550013,False,,,,,0.9447,0.8447
control,50,0.85,0.1,8550014,False,,,,,0.8478,0.7478
control,50,0.85,0.1,8550015,False,,,,,0.8855,0.7855
control,50,0.85,0.1,8550016,False,,,,,0.7298,0.6298
control,50,0.85,0.1,8550017,False,,,,,0.8507,0.7507
control,50,0.85,0.1,8550018,False,,,,,0.7293,0.6293
control,50,0.85,0.1,8550019,False,,,,,0.7840,0.6840
control,50,0.85,0.1,8550020,False,,,,,0.8473,0.7473
control,50,0.85,0.1,8550021,False,,,,,0.8342,0.7342
control,50,0.85,0.1,8550022,False,,,,,0.8709,0.7709
control,50,0.85,0.1,8550023,False,,,,,0.7569,0.6569
control,50,0.85,0.1,8550024,False,,,,,0.9032,0.8032
control,50,0.85,0.1,8550025,False,,,,,0.8044,0.7044
control,50,0.85,0.1,8550026,False,,,,,0.7958,0.6958
control,50,0.85,0.1,8550027,False,,,,,0.7677,0.6677
control,50,0.85,0.1,8550028,True,389,,,,0.9443,0.8443
control,50,0.85,0.1,8550029,True,151,,,,0.9433,0.8433
control,100,0.6,0.02,6100000,False,,,,,0.6136,0.5936
control,100,0.6,0.02,6100001,True,177,,,,0.7007,0.6807
control,100,0.6,0.02,6100002,True,112,,,,0.5574,0.5374
control,100,0.6,0.02,6100003,False,,,,,0.6000,0.5800
control,100,0.6,0.02,6100004,True,89,,,,0.7679,0.7479
control,100,0.6,0.02,6100005,False,,,,,0.4985,0.4785
control,100,0.6,0.02,6100006,True,340,,,,0.6804,0.6604
control,100,0.6,0.02,6100007,True,102,,,,0.7715,0.7515
control,100,0.6,0.02,6100008,False,,,,,0.6283,0.6083
control,100,0.6,0.02,6100009,False,,,,,0.5139,0.4939
control,100,0.6,0.02,6100010,False,,,,,0.5498,0.5298
control,100,0.6,0.02,6100011,False,,,,,0.3787,0.3587
control,100,0.6,0.02,6100012,True,93,,,,0.6744,0.6544
control,100,0.6,0.02,6100013,False,,,,,0.4941,0.4741
control,100,0.6,0.02,6100014,True,109,,,,0.7501,0.7301
control,100,0.6,0.02,6100015,False,,,,,0.5700,0.5500
control,100,0.6,0.02,6100016,False,,,,,0.5891,0.5691
control,100,0.6,0.02,6100017,True,78,,,,0.8197,0.7997
control,100,0.6,0.02,6100018,True,133,,,,0.7293,0.7093
control,100,0.6,0.02,6100019,True,193,,,,0.6427,0.6227
control,100,0.6,0.02,6100020,True,89,,,,0.8726,0.8526
control,100,0.6,0.02,6100021,True,101,,,,0.8083,0.7883
control,100,0.6,0.02,6100022,False,,,,,0.5776,0.5576
control,100,0.6,0.02,6100023,True,126,,,,0.7351,0.7151
control,100,0.6,0.02,6100024,False,,,,,0.6165,0.5965
control,100,0.6,0.02,6100025,False,,,,,0.6011,0.5811
control,100,0.6,0.02,6100026,True,382,,,,0.6851,0.6651
control,100,0.6,0.02,6100027,True,675,,,,0.6166,0.5966
control,100,0.6,0.02,6100028,True,979,,,,0.6313,0.6113
control,100,0.6,0.02,6100029,True,92,,,,0.7459,0.7259
control,100,0.6,0.03,6100000,False,,,,,0.6136,0.5836
control,100,0.6,0.03,6100001,True,180,,,,0.7007,0.6707
control,100,0.6,0.03,6100002,False,,,,,0.5574,0.5274
control,100,0.6,0.03,6100003,False,,,,,0.6000,0.5700
control,100,0.6,0.03,6100004,True,97,,,,0.7679,0.7379
control,100,0.6,0.03,6100005,False,,,,,0.4985,0.4685
control,100,0.6,0.03,6100006,True,388,,,,0.6804,0.6504
control,100,0.6,0.03,6100007,True,102,,,,0.7715,0.7415
control,100,0.6,0.03,6100008,False,,,,,0.6283,0.5983
control,100,0.6,0.03,6100009,False,,,,,0.5139,0.4839
control,100,0.6,0.03,6100010,False,,,,,0.5498,0.5198
control,100,0.6,0.03,6100011,False,,,,,0.3787,0.3487
control,100,0.6,0.03,6100012,True,122,,,,0.6744,0.6444
control,100,0.6,0.03,6100013,False,,,,,0.4941,0.4641
control,100,0.6,0.03,6100014,True,111,,,,0.7501,0.7201
control,100,0.6,0.03,6100015,False,,,,,0.5700,0.5400
control,100,0.6,0.03,6100016,False,,,,,0.5891,0.5591
control,100,0.6,0.03,6100017,True,79,,,,0.8197,0.7897
control,100,0.6,0.03,6100018,True,147,,,,0.7293,0.6993
control,100,0.6,0.03,6100019,True,196,,,,0.6427,0.6127
control,100,0.6,0.03,6100020,True,90,,,,0.8726,0.8426
control,100,0.6,0.03,6100021,True,105,,,,0.8083,0.7783
control,100,0.6,0.03,6100022,False,,,,,0.5776,0.5476
control,100,0.6,0.03,6100023,True,184,,,,0.7351,0.7051
control,100,0.6,0.03,6100024,False,,,,,0.6165,0.5865
control,100,0.6,0.03,6100025,False,,,,,0.6011,0.5711
control,100,0.6,0.03,6100026,True,386,,,,0.6851,0.6551
control,100,0.6,0.03,6100027,False,,,,,0.6166,0.5866
control,100,0.6,0.03,6100028,True,982,,,,0.6313,0.6013
control,100,0.6,0.03,6100029,True,94,,,,0.7459,0.7159
control,100,0.6,0.05,6100000,False,,,,,0.6136,0.5636
control,100,0.6,0.05,6100001,True,188,,,,0.7007,0.6507
control,100,0.6,0.05,6100002,False,,,,,0.5574,0.5074
control,100,0.6,0.05,6100003,False,,,,,0.6000,0.5500
control,100,0.6,0.05,6100004,True,147,,,,0.7679,0.7179
control,100,0.6,0.05,6100005,False,,,,,0.4985,0.4485
control,100,0.6,0.05,6100006,True,463,,,,0.6804,0.6304
control,100,0.6,0.05,6100007,True,104,,,,0.7715,0.7215
control,100,0.6,0.05,6100008,False,,,,,0.6283,0.5783
control,100,0.6,0.05,6100009,False,,,,,0.5139,0.4639
control,100,0.6,0.05,6100010,False,,,,,0.5498,0.4998
control,100,0.6,0.05,6100011,False,,,,,0.3787,0.3287
control,100,0.6,0.05,6100012,True,152,,,,0.6744,0.6244
control,100,0.6,0.05,6100013,False,,,,,0.4941,0.4441
control,100,0.6,0.05,6100014,True,120,,,,0.7501,0.7001
control,100,0.6,0.05,6100015,False,,,,,0.5700,0.5200
control,100,0.6,0.05,6100016,False,,,,,0.5891,0.5391
control,100,0.6,0.05,6100017,True,81,,,,0.8197,0.7697
control,100,0.6,0.05,6100018,True,155,,,,0.7293,0.6793
control,100,0.6,0.05,6100019,False,,,,,0.6427,0.5927
control,100,0.6,0.05,6100020,True,92,,,,0.8726,0.8226
control,100,0.6,0.05,6100021,True,120,,,,0.8083,0.7583
control,100,0.6,0.05,6100022,False,,,,,0.5776,0.5276
control,100,0.6,0.05,6100023,True,199,,,,0.7351,0.6851
control,100,0.6,0.05,6100024,False,,,,,0.6165,0.5665
control,100,0.6,0.05,6100025,False,,,,,0.6011,0.5511
control,100,0.6,0.05,6100026,True,571,,,,0.6851,0.6351
control,100,0.6,0.05,6100027,False,,,,,0.6166,0.5666
control,100,0.6,0.05,6100028,True,986,,,,0.6313,0.5813
control,100,0.6,0.05,6100029,True,97,,,,0.7459,0.6959
control,100,0.6,0.08,6100000,False,,,,,0.6136,0.5336
control,100,0.6,0.08,6100001,True,193,,,,0.7007,0.6207
control,100,0.6,0.08,6100002,False,,,,,0.5574,0.4774
control,100,0.6,0.08,6100003,False,,,,,0.6000,0.5200
control,100,0.6,0.08,6100004,True,238,,,,0.7679,0.6879
control,100,0.6,0.08,6100005,False,,,,,0.4985,0.4185
control,100,0.6,0.08,6100006,False,,,,,0.6804,0.6004
control,100,0.6,0.08,6100007,True,109,,,,0.7715,0.6915
control,100,0.6,0.08,6100008,False,,,,,0.6283,0.5483
control,100,0.6,0.08,6100009,False,,,,,0.5139,0.4339
control,100,0.6,0.08,6100010,False,,,,,0.5498,0.4698
control,100,0.6,0.08,6100011,False,,,,,0.3787,0.2987
control,100,0.6,0.08,6100012,True,970,,,,0.6744,0.5944
control,100,0.6,0.08,6100013,False,,,,,0.4941,0.4141
control,100,0.6,0.08,6100014,True,136,,,,0.7501,0.6701
control,100,0.6,0.08,6100015,False,,,,,0.5700,0.4900
control,100,0.6,0.08,6100016,False,,,,,0.5891,0.5091
control,100,0.6,0.08,6100017,True,85,,,,0.8197,0.7397
control,100,0.6,0.08,6100018,True,167,,,,0.7293,0.6493
control,100,0.6,0.08,6100019,False,,,,,0.6427,0.5627
control,100,0.6,0.08,6100020,True,95,,,,0.8726,0.7926
control,100,0.6,0.08,6100021,True,150,,,,0.8083,0.7283
control,100,0.6,0.08,6100022,False,,,,,0.5776,0.4976
control,100,0.6,0.08,6100023,True,214,,,,0.7351,0.6551
control,100,0.6,0.08,6100024,False,,,,,0.6165,0.5365
control,100,0.6,0.08,6100025,False,,,,,0.6011,0.5211
control,100,0.6,0.08,6100026,True,936,,,,0.6851,0.6051
control,100,0.6,0.08,6100027,False,,,,,0.6166,0.5366
control,100,0.6,0.08,6100028,False,,,,,0.6313,0.5513
control,100,0.6,0.08,6100029,True,102,,,,0.7459,0.6659
control,100,0.6,0.1,6100000,False,,,,,0.6136,0.5136
control,100,0.6,0.1,6100001,True,198,,,,0.7007,0.6007
control,100,0.6,0.1,6100002,False,,,,,0.5574,0.4574
control,100,0.6,0.1,6100003,False,,,,,0.6000,0.5000
control,100,0.6,0.1,6100004,True,251,,,,0.7679,0.6679
control,100,0.6,0.1,6100005,False,,,,,0.4985,0.3985
control,100,0.6,0.1,6100006,False,,,,,0.6804,0.5804
control,100,0.6,0.1,6100007,True,111,,,,0.7715,0.6715
control,100,0.6,0.1,6100008,False,,,,,0.6283,0.5283
control,100,0.6,0.1,6100009,False,,,,,0.5139,0.4139
control,100,0.6,0.1,6100010,False,,,,,0.5498,0.4498
control,100,0.6,0.1,6100011,False,,,,,0.3787,0.2787
control,100,0.6,0.1,6100012,True,974,,,,0.6744,0.5744
control,100,0.6,0.1,6100013,False,,,,,0.4941,0.3941
control,100,0.6,0.1,6100014,True,166,,,,0.7501,0.6501
control,100,0.6,0.1,6100015,False,,,,,0.5700,0.4700
control,100,0.6,0.1,6100016,False,,,,,0.5891,0.4891
control,100,0.6,0.1,6100017,True,90,,,,0.8197,0.7197
control,100,0.6,0.1,6100018,True,176,,,,0.7293,0.6293
control,100,0.6,0.1,6100019,False,,,,,0.6427,0.5427
control,100,0.6,0.1,6100020,True,98,,,,0.8726,0.7726
control,100,0.6,0.1,6100021,True,172,,,,0.8083,0.7083
control,100,0.6,0.1,6100022,False,,,,,0.5776,0.4776
control,100,0.6,0.1,6100023,True,612,,,,0.7351,0.6351
control,100,0.6,0.1,6100024,False,,,,,0.6165,0.5165
control,100,0.6,0.1,6100025,False,,,,,0.6011,0.5011
control,100,0.6,0.1,6100026,False,,,,,0.6851,0.5851
control,100,0.6,0.1,6100027,False,,,,,0.6166,0.5166
control,100,0.6,0.1,6100028,False,,,,,0.6313,0.5313
control,100,0.6,0.1,6100029,True,109,,,,0.7459,0.6459
control,100,0.75,0.02,7600000,True,102,,,,0.9632,0.9432
control,100,0.75,0.02,7600001,True,157,,,,0.8004,0.7804
control,100,0.75,0.02,7600002,True,981,,,,0.7246,0.7046
control,100,0.75,0.02,7600003,True,370,,,,0.7882,0.7682
control,100,0.75,0.02,7600004,True,757,,,,0.7614,0.7414
control,100,0.75,0.02,7600005,False,,,,,0.6029,0.5829
control,100,0.75,0.02,7600006,False,,,,,0.7690,0.7490
control,100,0.75,0.02,7600007,False,,,,,0.7187,0.6987
control,100,0.75,0.02,7600008,True,517,,,,0.7621,0.7421
control,100,0.75,0.02,7600009,True,92,,,,0.9021,0.8821
control,100,0.75,0.02,7600010,True,120,,,,0.7818,0.7618
control,100,0.75,0.02,7600011,True,120,,,,0.8460,0.8260
control,100,0.75,0.02,7600012,True,629,,,,0.7399,0.7199
control,100,0.75,0.02,7600013,False,,,,,0.7093,0.6893
control,100,0.75,0.02,7600014,True,98,,,,0.9339,0.9139
control,100,0.75,0.02,7600015,True,231,,,,0.8360,0.8160
control,100,0.75,0.02,7600016,True,695,,,,0.7984,0.7784
control,100,0.75,0.02,7600017,True,126,,,,0.8671,0.8471
control,100,0.75,0.02,7600018,False,,,,,0.6574,0.6374
control,100,0.75,0.02,7600019,False,,,,,0.5612,0.5412
control,100,0.75,0.02,7600020,False,,,,,0.6434,0.6234
control,100,0.75,0.02,7600021,True,153,,,,0.8454,0.8254
control,100,0.75,0.02,7600022,True,101,,,,0.8977,0.8777
control,100,0.75,0.02,7600023,True,90,,,,0.9416,0.9216
control,100,0.75,0.02,7600024,False,,,,,0.6771,0.6571
control,100,0.75,0.02,7600025,True,149,,,,0.7534,0.7334
control,100,0.75,0.02,7600026,False,,,,,0.6254,0.6054
control,100,0.75,0.02,7600027,True,555,,,,0.8260,0.8060
control,100,0.75,0.02,7600028,True,100,,,,0.9287,0.9087
control,100,0.75,0.02,7600029,True,191,,,,0.7457,0.7257
control,100,0.75,0.03,7600000,True,106,,,,0.9632,0.9332
control,100,0.75,0.03,7600001,True,159,,,,0.8004,0.7704
control,100,0.75,0.03,7600002,True,984,,,,0.7246,0.6946
control,100,0.75,0.03,7600003,True,373,,,,0.7882,0.7582
control,100,0.75,0.03,7600004,False,,,,,0.7614,0.7314
control,100,0.75,0.03,7600005,False,,,,,0.6029,0.5729
control,100,0.75,0.03,7600006,False,,,,,0.7690,0.7390
control,100,0.75,0.03,7600007,False,,,,,0.7187,0.6887
control,100,0.75,0.03,7600008,True,885,,,,0.7621,0.7321
control,100,0.75,0.03,7600009,True,93,,,,0.9021,0.8721
control,100,0.75,0.03,7600010,True,122,,,,0.7818,0.7518
control,100,0.75,0.03,7600011,True,150,,,,0.8460,0.8160
control,100,0.75,0.03,7600012,False,,,,,0.7399,0.7099
control,100,0.75,0.03,7600013,False,,,,,0.7093,0.6793
control,100,0.75,0.03,7600014,True,103,,,,0.9339,0.9039
control,100,0.75,0.03,7600015,True,647,,,,0.8360,0.8060
control,100,0.75,0.03,7600016,True,701,,,,0.7984,0.7684
control,100,0.75,0.03,7600017,True,132,,,,0.8671,0.8371
control,100,0.75,0.03,7600018,False,,,,,0.6574,0.6274
control,100,0.75,0.03,7600019,False,,,,,0.5612,0.5312
control,100,0.75,0.03,7600020,False,,,,,0.6434,0.6134
control,100,0.75,0.03,7600021,True,156,,,,0.8454,0.8154
control,100,0.75,0.03,7600022,True,102,,,,0.8977,0.8677
control,100,0.75,0.03,7600023,True,91,,,,0.9416,0.9116
control,100,0.75,0.03,7600024,False,,,,,0.6771,0.6471
control,100,0.75,0.03,7600025,True,765,,,,0.7534,0.7234
control,100,0.75,0.03,7600026,False,,,,,0.6254,0.5954
control,100,0.75,0.03,7600027,True,593,,,,0.8260,0.7960
control,100,0.75,0.03,7600028,True,101,,,,0.9287,0.8987
control,100,0.75,0.03,7600029,True,197,,,,0.7457,0.7157
control,100,0.75,0.05,7600000,True,113,,,,0.9632,0.9132
control,100,0.75,0.05,7600001,True,165,,,,0.8004,0.7504
control,100,0.75,0.05,7600002,False,,,,,0.7246,0.6746
control,100,0.75,0.05,7600003,True,384,,,,0.7882,0.7382
control,100,0.75,0.05,7600004,False,,,,,0.7614,0.7114
control,100,0.75,0.05,7600005,False,,,,,0.6029,0.5529
control,100,0.75,0.05,7600006,False,,,,,0.7690,0.7190
control,100,0.75,0.05,7600007,False,,,,,0.7187,0.6687
control,100,0.75,0.05,7600008,False,,,,,0.7621,0.7121
control,100,0.75,0.05,7600009,True,98,,,,0.9021,0.8521
control,100,0.75,0.05,7600010,True,126,,,,0.7818,0.7318
control,100,0.75,0.05,7600011,True,261,,,,0.8460,0.7960
control,100,0.75,0.05,7600012,False,,,,,0.7399,0.6899
control,100,0.75,0.05,7600013,False,,,,,0.7093,0.6593
control,100,0.75,0.05,7600014,True,116,,,,0.9339,0.8839
control,100,0.75,0.05,7600015,True,801,,,,0.8360,0.7860
control,100,0.75,0.05,7600016,True,732,,,,0.7984,0.7484
control,100,0.75,0.05,7600017,True,147,,,,0.8671,0.8171
control,100,0.75,0.05,7600018,False,,,,,0.6574,0.6074
control,100,0.75,0.05,7600019,False,,,,,0.5612,0.5112
control,100,0.75,0.05,7600020,False,,,,,0.6434,0.5934
control,100,0.75,0.05,7600021,True,189,,,,0.8454,0.7954
control,100,0.75,0.05,7600022,True,106,,,,0.8977,0.8477
control,100,0.75,0.05,7600023,True,93,,,,0.9416,0.8916
control,100,0.75,0.05,7600024,False,,,,,0.6771,0.6271
control,100,0.75,0.05,7600025,True,778,,,,0.7534,0.7034
control,100,0.75,0.05,7600026,False,,,,,0.6254,0.5754
control,100,0.75,0.05,7600027,True,602,,,,0.8260,0.7760
control,100,0.75,0.05,7600028,True,105,,,,0.9287,0.8787
control,100,0.75,0.05,7600029,True,559,,,,0.7457,0.6957
control,100,0.75,0.08,7600000,True,132,,,,0.9632,0.8832
control,100,0.75,0.08,7600001,True,759,,,,0.8004,0.7204
control,100,0.75,0.08,7600002,False,,,,,0.7246,0.6446
control,100,0.75,0.08,7600003,False,,,,,0.7882,0.7082
control,100,0.75,0.08,7600004,False,,,,,0.7614,0.6814
control,100,0.75,0.08,7600005,False,,,,,0.6029,0.5229
control,100,0.75,0.08,7600006,False,,,,,0.7690,0.6890
control,100,0.75,0.08,7600007,False,,,,,0.7187,0.6387
control,100,0.75,0.08,7600008,False,,,,,0.7621,0.6821
control,100,0.75,0.08,7600009,True,106,,,,0.9021,0.8221
control,100,0.75,0.08,7600010,True,133,,,,0.7818,0.7018
control,100,0.75,0.08,7600011,True,312,,,,0.8460,0.7660
control,100,0.75,0.08,7600012,False,,,,,0.7399,0.6599
control,100,0.75,0.08,7600013,False,,,,,0.7093,0.6293
control,100,0.75,0.08,7600014,True,130,,,,0.9339,0.8539
control,100,0.75,0.08,7600015,True,930,,,,0.8360,0.7560
control,100,0.75,0.08,7600016,True,852,,,,0.7984,0.7184
control,100,0.75,0.08,7600017,True,166,,,,0.8671,0.7871
control,100,0.75,0.08,7600018,False,,,,,0.6574,0.5774
control,100,0.75,0.08,7600019,False,,,,,0.5612,0.4812
control,100,0.75,0.08,7600020,False,,,,,0.6434,0.5634
control,100,0.75,0.08,7600021,True,207,,,,0.8454,0.7654
control,100,0.75,0.08,7600022,True,111,,,,0.8977,0.8177
control,100,0.75,0.08,7600023,True,96,,,,0.9416,0.8616
control,100,0.75,0.08,7600024,False,,,,,0.6771,0.5971
control,100,0.75,0.08,7600025,False,,,,,0.7534,0.6734
control,100,0.75,0.08,7600026,False,,,,,0.6254,0.5454
control,100,0.75,0.08,7600027,True,809,,,,0.8260,0.7460
control,100,0.75,0.08,7600028,True,111,,,,0.9287,0.8487
control,100,0.75,0.08,7600029,False,,,,,0.7457,0.6657
control,100,0.75,0.1,7600000,True,144,,,,0.9632,0.8632
control,100,0.75,0.1,7600001,True,766,,,,0.8004,0.7004
control,100,0.75,0.1,7600002,False,,,,,0.7246,0.6246
control,100,0.75,0.1,7600003,False,,,,,0.7882,0.6882
control,100,0.75,0.1,7600004,False,,,,,0.7614,0.6614
control,100,0.75,0.1,7600005,False,,,,,0.6029,0.5029
control,100,0.75,0.1,7600006,False,,,,,0.7690,0.6690
control,100,0.75,0.1,7600007,False,,,,,0.7187,0.6187
control,100,0.75,0.1,7600008,False,,,,,0.7621,0.6621
control,100,0.75,0.1,7600009,True,121,,,,0.9021,0.8021
control,100,0.75,0.1,7600010,True,140,,,,0.7818,0.6818
control,100,0.75,0.1,7600011,False,,,,,0.8460,0.7460
control,100,0.75,0.1,7600012,False,,,,,0.7399,0.6399
control,100,0.75,0.1,7600013,False,,,,,0.7093,0.6093
control,100,0.75,0.1,7600014,True,149,,,,0.9339,0.8339
control,100,0.75,0.1,7600015,False,,,,,0.8360,0.7360
control,100,0.75,0.1,7600016,False,,,,,0.7984,0.6984
control,100,0.75,0.1,7600017,True,242,,,,0.8671,0.7671
control,100,0.75,0.1,7600018,False,,,,,0.6574,0.5574
control,100,0.75,0.1,7600019,False,,,,,0.5612,0.4612
control,100,0.75,0.1,7600020,False,,,,,0.6434,0.5434
control,100,0.75,0.1,7600021,True,254,,,,0.8454,0.7454
control,100,0.75,0.1,7600022,True,117,,,,0.8977,0.7977
control,100,0.75,0.1,7600023,True,99,,,,0.9416,0.8416
control,100,0.75,0.1,7600024,False,,,,,0.6771,0.5771
control,100,0.75,0.1,7600025,False,,,,,0.7534,0.6534
control,100,0.75,0.1,7600026,False,,,,,0.6254,0.5254
control,100,0.75,0.1,7600027,False,,,,,0.8260,0.7260
control,100,0.75,0.1,7600028,True,117,,,,0.9287,0.8287
control,100,0.75,0.1,7600029,False,,,,,0.7457,0.6457
control,100,0.85,0.02,8600000,True,142,,,,0.9497,0.9297
control,100,0.85,0.02,8600001,False,,,,,0.7414,0.7214
control,100,0.85,0.02,8600002,True,185,,,,0.8451,0.8251
control,100,0.85,0.02,8600003,False,,,,,0.7434,0.7234
control,100,0.85,0.02,8600004,True,135,,,,0.8869,0.8669
control,100,0.85,0.02,8600005,False,,,,,0.7385,0.7185
control,100,0.85,0.02,8600006,False,,,,,0.7966,0.7766
control,100,0.85,0.02,8600007,True,297,,,,0.8171,0.7971
control,100,0.85,0.02,8600008,True,100,,,,0.9313,0.9113
control,100,0.85,0.02,8600009,True,99,,,,0.8972,0.8772
control,100,0.85,0.02,8600010,True,342,,,,0.8676,0.8476
control,100,0.85,0.02,8600011,True,82,,,,0.9385,0.9185
control,100,0.85,0.02,8600012,True,168,,,,0.9463,0.9263
control,100,0.85,0.02,8600013,False,,,,,0.8460,0.8260
control,100,0.85,0.02,8600014,True,226,,,,0.8542,0.8342
control,100,0.85,0.02,8600015,False,,,,,0.8030,0.7830
control,100,0.85,0.02,8600016,False,,,,,0.7881,0.7681
control,100,0.85,0.02,8600017,True,115,,,,0.9525,0.9325
control,100,0.85,0.02,8600018,False,,,,,0.7535,0.7335
control,100,0.85,0.02,8600019,True,360,,,,0.8415,0.8215
control,100,0.85,0.02,8600020,True,153,,,,0.8958,0.8758
control,100,0.85,0.02,8600021,True,146,,,,0.9278,0.9078
control,100,0.85,0.02,8600022,False,,,,,0.7985,0.7785
control,100,0.85,0.02,8600023,True,117,,,,0.9071,0.8871
control,100,0.85,0.02,8600024,False,,,,,0.7851,0.7651
control,100,0.85,0.02,8600025,True,170,,,,0.8631,0.8431
control,100,0.85,0.02,8600026,False,,,,,0.7986,0.7786
control,100,0.85,0.02,8600027,True,640,,,,0.8194,0.7994
control,100,0.85,0.02,8600028,True,148,,,,0.8742,0.8542
control,100,0.85,0.02,8600029,True,168,,,,0.9034,0.8834
control,100,0.85,0.03,8600000,True,170,,,,0.9497,0.9197
control,100,0.85,0.03,8600001,False,,,,,0.7414,0.7114
control,100,0.85,0.03,8600002,True,188,,,,0.8451,0.8151
control,100,0.85,0.03,8600003,False,,,,,0.7434,0.7134
control,100,0.85,0.03,8600004,True,142,,,,0.8869,0.8569
control,100,0.85,0.03,8600005,False,,,,,0.7385,0.7085
control,100,0.85,0.03,8600006,False,,,,,0.7966,0.7666
control,100,0.85,0.03,8600007,False,,,,,0.8171,0.7871
control,100,0.85,0.03,8600008,True,107,,,,0.9313,0.9013
control,100,0.85,0.03,8600009,True,102,,,,0.8972,0.8672
control,100,0.85,0.03,8600010,True,359,,,,0.8676,0.8376
control,100,0.85,0.03,8600011,True,83,,,,0.9385,0.9085
control,100,0.85,0.03,8600012,True,179,,,,0.9463,0.9163
control,100,0.85,0.03,8600013,False,,,,,0.8460,0.8160
control,100,0.85,0.03,8600014,True,231,,,,0.8542,0.8242
control,100,0.85,0.03,8600015,False,,,,,0.8030,0.7730
control,100,0.85,0.03,8600016,False,,,,,0.7881,0.7581
control,100,0.85,0.03,8600017,True,123,,,,0.9525,0.9225
control,100,0.85,0.03,8600018,False,,,,,0.7535,0.7235
control,100,0.85,0.03,8600019,True,362,,,,0.8415,0.8115
control,100,0.85,0.03,8600020,True,160,,,,0.8958,0.8658
control,100,0.85,0.03,8600021,True,152,,,,0.9278,0.8978
control,100,0.85,0.03,8600022,False,,,,,0.7985,0.7685
control,100,0.85,0.03,8600023,True,121,,,,0.9071,0.8771
control,100,0.85,0.03,8600024,False,,,,,0.7851,0.7551
control,100,0.85,0.03,8600025,True,210,,,,0.8631,0.8331
control,100,0.85,0.03,8600026,False,,,,,0.7986,0.7686
control,100,0.85,0.03,8600027,True,647,,,,0.8194,0.7894
control,100,0.85,0.03,8600028,True,151,,,,0.8742,0.8442
control,100,0.85,0.03,8600029,True,315,,,,0.9034,0.8734
control,100,0.85,0.05,8600000,True,185,,,,0.9497,0.8997
control,100,0.85,0.05,8600001,False,,,,,0.7414,0.6914
control,100,0.85,0.05,8600002,False,,,,,0.8451,0.7951
control,100,0.85,0.05,8600003,False,,,,,0.7434,0.6934
control,100,0.85,0.05,8600004,True,204,,,,0.8869,0.8369
control,100,0.85,0.05,8600005,False,,,,,0.7385,0.6885
control,100,0.85,0.05,8600006,False,,,,,0.7966,0.7466
control,100,0.85,0.05,8600007,False,,,,,0.8171,0.7671
control,100,0.85,0.05,8600008,True,127,,,,0.9313,0.8813
control,100,0.85,0.05,8600009,True,807,,,,0.8972,0.8472
control,100,0.85,0.05,8600010,True,659,,,,0.8676,0.8176
control,100,0.85,0.05,8600011,True,87,,,,0.9385,0.8885
control,100,0.85,0.05,8600012,True,206,,,,0.9463,0.8963
control,100,0.85,0.05,8600013,False,,,,,0.8460,0.7960
control,100,0.85,0.05,8600014,True,266,,,,0.8542,0.8042
control,100,0.85,0.05,8600015,False,,,,,0.8030,0.7530
control,100,0.85,0.05,8600016,False,,,,,0.7881,0.7381
control,100,0.85,0.05,8600017,True,204,,,,0.9525,0.9025
control,100,0.85,0.05,8600018,False,,,,,0.7535,0.7035
control,100,0.85,0.05,8600019,True,366,,,,0.8415,0.7915
control,100,0.85,0.05,8600020,True,187,,,,0.8958,0.8458
control,100,0.85,0.05,8600021,True,167,,,,0.9278,0.8778
control,100,0.85,0.05,8600022,False,,,,,0.7985,0.7485
control,100,0.85,0.05,8600023,True,133,,,,0.9071,0.8571
control,100,0.85,0.05,8600024,False,,,,,0.7851,0.7351
