condition,eta,eta_neg,noise_rate,seed,checkpoint,cumulative_gt_acc,gt_acc_credential,gt_acc_threat,gt_acc_lateral,gt_acc_exfil,gt_acc_insider,mean_profile_drift,mean_profile_separation
profile_warm,0.1,0.05,0.0,789,50,0.96,1.0,0.8888888888888888,1.0,1.0,0.9,0.03427944812690061,1.0008691214072196
profile_warm,0.1,0.05,0.0,789,100,0.98,1.0,0.95,1.0,1.0,0.9411764705882353,0.046315201638122035,1.0075647469939435
profile_warm,0.1,0.05,0.0,789,200,0.99,1.0,0.9767441860465116,1.0,1.0,0.972972972972973,0.061571446497153515,0.9790756988351443
profile_warm,0.1,0.05,0.0,789,400,0.9875,1.0,0.9882352941176471,0.9861111111111112,1.0,0.96,0.06961663997894808,0.9818346616506413
profile_warm,0.1,0.05,0.0,789,700,0.9857142857142858,0.9932432432432432,0.9867549668874173,0.9767441860465116,0.9925373134328358,0.9782608695652174,0.07056566937876621,1.0085909910298705
profile_warm,0.1,0.05,0.0,789,1000,0.985,0.9902912621359223,0.9830508474576272,0.9725274725274725,0.994413407821229,0.9847715736040609,0.07693047050513639,0.9971911898340626
profile_warm,0.1,0.05,0.0,1024,50,1.0,1.0,1.0,1.0,1.0,1.0,0.039415624223942444,0.9951920319788152
profile_warm,0.1,0.05,0.0,1024,100,0.98,1.0,0.96,1.0,1.0,0.9545454545454546,0.053564751368997486,0.9938560360489415
profile_warm,0.1,0.05,0.0,1024,200,0.985,0.9767441860465116,0.9743589743589743,1.0,1.0,0.975609756097561,0.06288950043938887,0.9969946168496795
profile_warm,0.1,0.05,0.0,1024,400,0.9775,0.9861111111111112,0.9876543209876543,0.978021978021978,0.9871794871794872,0.9487179487179487,0.06701164949514148,0.9865207209842305
profile_warm,0.1,0.05,0.0,1024,700,0.9814285714285714,0.9919354838709677,0.9928057553956835,0.9704142011834319,0.9926470588235294,0.9621212121212122,0.07332488663481859,0.9935804842278507
profile_warm,0.1,0.05,0.0,1024,1000,0.978,0.9945054945054945,0.981042654028436,0.9714285714285714,0.9894179894179894,0.953757225433526,0.06705148352087911,0.9978726102758958
profile_warm,0.1,0.05,0.0,2048,50,1.0,1.0,1.0,1.0,1.0,1.0,0.03569754055240552,1.0007198842435543
profile_warm,0.1,0.05,0.0,2048,100,0.99,1.0,1.0,1.0,1.0,0.9655172413793104,0.05324965238195737,0.9980323684096467
profile_warm,0.1,0.05,0.0,2048,200,0.99,0.972972972972973,1.0,1.0,1.0,0.9803921568627451,0.06700044315640094,0.9932309233373877
profile_warm,0.1,0.05,0.0,2048,400,0.99,0.974025974025974,1.0,1.0,1.0,0.9764705882352941,0.07818026245342476,0.9829800670541509
profile_warm,0.1,0.05,0.0,2048,700,0.99,0.9851851851851852,1.0,0.986013986013986,1.0,0.9787234042553191,0.07549543348848976,0.9734554045045197
profile_warm,0.1,0.05,0.0,2048,1000,0.988,0.9895833333333334,0.9847715736040609,0.9798994974874372,1.0,0.9851485148514851,0.0754598273717941,0.9859964468185183
profile_warm,0.1,0.05,0.0,3072,50,0.98,1.0,1.0,0.8888888888888888,1.0,1.0,0.0409376931478283,0.9915259123972449
profile_warm,0.1,0.05,0.0,3072,100,0.98,1.0,1.0,0.9047619047619048,1.0,1.0,0.05840770565703488,0.9959051098561013
profile_warm,0.1,0.05,0.0,3072,200,0.99,1.0,1.0,0.9459459459459459,1.0,1.0,0.06654579225637461,0.9881261097536913
profile_warm,0.1,0.05,0.0,3072,400,0.985,0.9857142857142858,0.9873417721518988,0.9620253164556962,1.0,0.9900990099009901,0.07587669004685485,0.9960058019382624
profile_warm,0.1,0.05,0.0,3072,700,0.98,0.9921259842519685,0.9790209790209791,0.9632352941176471,0.9922480620155039,0.9757575757575757,0.06878139427476578,0.983684907023896
profile_warm,0.1,0.05,0.0,3072,1000,0.979,0.9947916666666666,0.9710144927536232,0.9593908629441624,0.9945054945054945,0.9774774774774775,0.08108607237266735,0.9751525081659327
profile_warm,0.1,0.05,0.0,4096,50,1.0,1.0,1.0,1.0,1.0,1.0,0.040372557705687075,0.9828347140415343
profile_warm,0.1,0.05,0.0,4096,100,0.98,0.9411764705882353,1.0,1.0,1.0,0.9545454545454546,0.05192124650422456,0.9839549067977225
profile_warm,0.1,0.05,0.0,4096,200,0.98,0.9512195121951219,1.0,1.0,1.0,0.9473684210526315,0.06571563173191676,0.9816820008916393
profile_warm,0.1,0.05,0.0,4096,400,0.98,0.975,1.0,0.9558823529411765,1.0,0.9625,0.06884340961471086,0.9917891581072912
profile_warm,0.1,0.05,0.0,4096,700,0.9828571428571429,0.9851851851851852,0.9938271604938271,0.9618320610687023,1.0,0.9705882352941176,0.07475387363617379,0.983875134910186
profile_warm,0.1,0.05,0.0,4096,1000,0.985,0.985981308411215,0.9906976744186047,0.9725274725274725,1.0,0.9740932642487047,0.07896752906546717,0.9714205528127959
profile_warm,0.1,0.05,0.0,5120,50,0.98,1.0,1.0,0.9166666666666666,1.0,1.0,0.037623926574715895,0.9904305309508175
profile_warm,0.1,0.05,0.0,5120,100,0.98,1.0,0.9583333333333334,0.9565217391304348,1.0,1.0,0.05222410079375682,0.9869780937220592
profile_warm,0.1,0.05,0.0,5120,200,0.98,0.9743589743589743,0.9743589743589743,0.9791666666666666,1.0,0.9722222222222222,0.06201592864113712,0.9946063954169292
profile_warm,0.1,0.05,0.0,5120,400,0.975,0.9761904761904762,0.9875,0.9529411764705882,1.0,0.9615384615384616,0.07748858238828454,0.9892539614162513
profile_warm,0.1,0.05,0.0,5120,700,0.98,0.9859154929577465,0.9833333333333333,0.9554140127388535,1.0,0.9791666666666666,0.08252567442233054,0.9825087211223541
profile_warm,0.1,0.05,0.0,5120,1000,0.979,0.9855769230769231,0.9888268156424581,0.9493087557603687,1.0,0.9759615384615384,0.07421568411749133,0.9879892580088661
profile_warm,0.1,0.05,0.0,6144,50,0.98,0.8571428571428571,1.0,1.0,1.0,1.0,0.038433403799253266,0.989367954194563
profile_warm,0.1,0.05,0.0,6144,100,0.99,0.9523809523809523,1.0,1.0,1.0,1.0,0.04796715283806075,0.988165045583477
profile_warm,0.1,0.05,0.0,6144,200,0.98,0.9565217391304348,1.0,1.0,1.0,0.9545454545454546,0.060246044483151476,0.9919045298493613
profile_warm,0.1,0.05,0.0,6144,400,0.97,0.9764705882352941,1.0,0.9324324324324325,0.9894736842105263,0.9540229885057471,0.06845986483358853,0.9893318322636587
profile_warm,0.1,0.05,0.0,6144,700,0.9771428571428571,0.9855072463768116,0.9915254237288136,0.9448275862068966,0.9933774834437086,0.972972972972973,0.07403263932907293,0.9945545653738966
profile_warm,0.1,0.05,0.0,6144,1000,0.979,0.9855769230769231,0.9940828402366864,0.9569377990430622,0.9951923076923077,0.9660194174757282,0.07385177071392063,0.9828418648076729
profile_warm,0.01,0.005,0.15,42,50,0.98,1.0,1.0,1.0,0.8571428571428571,1.0,0.004409122052166265,0.9942255776777141
profile_warm,0.01,0.005,0.15,42,100,0.99,1.0,1.0,1.0,0.9411764705882353,1.0,0.006006122217181737,0.9932831256261847
profile_warm,0.01,0.005,0.15,42,200,0.995,1.0,1.0,1.0,0.967741935483871,1.0,0.009006277427081879,0.9916392919766791
profile_warm,0.01,0.005,0.15,42,400,0.9825,0.9680851063829787,1.0,0.9577464788732394,0.9852941176470589,1.0,0.013160973025439348,0.9901506989063031
profile_warm,0.01,0.005,0.15,42,700,0.9871428571428571,0.9803921568627451,0.9928571428571429,0.9777777777777777,0.9924812030075187,0.9928057553956835,0.015645500714054968,0.9885408425702983
profile_warm,0.01,0.005,0.15,42,1000,0.985,0.981651376146789,0.9891304347826086,0.9651741293532339,0.995,0.9949238578680203,0.018481514784771568,0.9869612164575362
profile_warm,0.01,0.005,0.15,123,50,0.98,1.0,1.0,0.8888888888888888,1.0,1.0,0.0036007584233794777,0.993200142879434
profile_warm,0.01,0.005,0.15,123,100,0.98,1.0,1.0,0.8823529411764706,1.0,1.0,0.005350773004307487,0.9932535956504517
profile_warm,0.01,0.005,0.15,123,200,0.985,1.0,1.0,0.9523809523809523,1.0,0.9772727272727273,0.007180635691542844,0.9938051484530337
profile_warm,0.01,0.005,0.15,123,400,0.9825,1.0,1.0,0.9347826086956522,1.0,0.9887640449438202,0.010267012151492293,0.9915868856097453
profile_warm,0.01,0.005,0.15,123,700,0.9771428571428571,1.0,1.0,0.9215686274509803,1.0,0.9701492537313433,0.013860319454968137,0.9870625054123655
profile_warm,0.01,0.005,0.15,123,1000,0.979,1.0,0.9950248756218906,0.9392523364485982,0.9951456310679612,0.96875,0.0164605331300129,0.9873848162031792
profile_warm,0.01,0.005,0.15,456,50,1.0,1.0,1.0,1.0,1.0,1.0,0.004593041456065708,0.991967613588711
profile_warm,0.01,0.005,0.15,456,100,1.0,1.0,1.0,1.0,1.0,1.0,0.005853152844172691,0.9924179491340992
profile_warm,0.01,0.005,0.15,456,200,0.985,1.0,1.0,0.9523809523809523,1.0,0.9772727272727273,0.008543357974656496,0.992805661755838
profile_warm,0.01,0.005,0.15,456,400,0.9775,1.0,0.9886363636363636,0.9090909090909091,1.0,0.9878048780487805,0.013760050282864755,0.9898077245511193
profile_warm,0.01,0.005,0.15,456,700,0.98,0.9924242424242424,0.9872611464968153,0.9328358208955224,1.0,0.986013986013986,0.016360778363240163,0.9854119638345196
profile_warm,0.01,0.005,0.15,456,1000,0.978,0.9893048128342246,0.9855072463768116,0.9468599033816425,1.0,0.9719626168224299,0.01937695277292529,0.9852778902564002
profile_warm,0.01,0.005,0.15,789,50,0.98,1.0,1.0,1.0,1.0,0.9,0.0037920772428599314,0.9936864348602835
profile_warm,0.01,0.005,0.15,789,100,0.99,1.0,1.0,1.0,1.0,0.9411764705882353,0.005604568429603325,0.9949528062761123
profile_warm,0.01,0.005,0.15,789,200,0.995,1.0,1.0,1.0,1.0,0.972972972972973,0.008066658025407994,0.9918994753331558
profile_warm,0.01,0.005,0.15,789,400,0.9875,1.0,1.0,0.9722222222222222,1.0,0.96,0.011853142878741138,0.9901159608659674
profile_warm,0.01,0.005,0.15,789,700,0.9871428571428571,0.9932432432432432,0.9933774834437086,0.9689922480620154,1.0,0.9782608695652174,0.014981088288638103,0.9920505392776169
profile_warm,0.01,0.005,0.15,789,1000,0.986,0.9951456310679612,0.9872881355932204,0.9615384615384616,1.0,0.9847715736040609,0.017868548134947822,0.989806982104916
profile_warm,0.01,0.005,0.15,1024,50,1.0,1.0,1.0,1.0,1.0,1.0,0.004101897478172636,0.9927294584072953
profile_warm,0.01,0.005,0.15,1024,100,0.98,1.0,0.96,1.0,1.0,0.9545454545454546,0.005934269525547639,0.9921352490909569
profile_warm,0.01,0.005,0.15,1024,200,0.985,0.9767441860465116,0.9743589743589743,1.0,1.0,0.975609756097561,0.007849074438534415,0.9914487270355429
profile_warm,0.01,0.005,0.15,1024,400,0.98,0.9861111111111112,0.9876543209876543,0.978021978021978,0.9871794871794872,0.9615384615384616,0.012373460478004835,0.9898382121217362
profile_warm,0.01,0.005,0.15,1024,700,0.9828571428571429,0.9919354838709677,0.9928057553956835,0.9704142011834319,0.9926470588235294,0.9696969696969697,0.014505083066110428,0.9898915507660259
profile_warm,0.01,0.005,0.15,1024,1000,0.981,0.9945054945054945,0.990521327014218,0.9714285714285714,0.9894179894179894,0.9595375722543352,0.016558347785528,0.9909869783726115
profile_warm,0.01,0.005,0.15,2048,50,1.0,1.0,1.0,1.0,1.0,1.0,0.003974298156887765,0.993241582363174
profile_warm,0.01,0.005,0.15,2048,100,0.99,1.0,1.0,1.0,1.0,0.9655172413793104,0.00610283902704343,0.9934286476085987
profile_warm,0.01,0.005,0.15,2048,200,0.98,0.9459459459459459,1.0,0.9705882352941176,1.0,0.9803921568627451,0.009305616090948338,0.9934871927389693
profile_warm,0.01,0.005,0.15,2048,400,0.9825,0.974025974025974,0.987012987012987,0.9722222222222222,1.0,0.9764705882352941,0.013547568600276538,0.9916752763750183
profile_warm,0.01,0.005,0.15,2048,700,0.9828571428571429,0.9851851851851852,0.9848484848484849,0.965034965034965,1.0,0.9787234042553191,0.016592251767687118,0.9887690218574644
profile_warm,0.01,0.005,0.15,2048,1000,0.981,0.984375,0.9746192893401016,0.964824120603015,1.0,0.9801980198019802,0.019242087614978167,0.9891876063709295
profile_warm,0.01,0.005,0.15,3072,50,0.98,1.0,1.0,0.8888888888888888,1.0,1.0,0.00416502905617643,0.9932551554763906
profile_warm,0.01,0.005,0.15,3072,100,0.99,1.0,1.0,0.9523809523809523,1.0,1.0,0.006342389720587663,0.9935443348503817
profile_warm,0.01,0.005,0.15,3072,200,0.99,0.975,1.0,0.972972972972973,1.0,1.0,0.009914982117549112,0.9918852906154043
profile_warm,0.01,0.005,0.15,3072,400,0.985,0.9714285714285714,0.9873417721518988,0.9746835443037974,1.0,0.9900990099009901,0.013482778534342826,0.9910683316677338
profile_warm,0.01,0.005,0.15,3072,700,0.9814285714285714,0.984251968503937,0.986013986013986,0.9705882352941176,0.9922480620155039,0.9757575757575757,0.0179604023208083,0.9865988472325449
profile_warm,0.01,0.005,0.15,3072,1000,0.981,0.984375,0.9855072463768116,0.9644670050761421,0.9945054945054945,0.9774774774774775,0.021016449733425105,0.9852157962807645
profile_warm,0.01,0.005,0.15,4096,50,1.0,1.0,1.0,1.0,1.0,1.0,0.0038293269917685085,0.9923699905105875
profile_warm,0.01,0.005,0.15,4096,100,0.99,0.9411764705882353,1.0,1.0,1.0,1.0,0.005714891236898787,0.9916277736236289
profile_warm,0.01,0.005,0.15,4096,200,0.975,0.9512195121951219,1.0,0.95,1.0,0.9736842105263158,0.00861314435061236,0.9918470137287753
profile_warm,0.01,0.005,0.15,4096,400,0.98,0.975,1.0,0.9411764705882353,1.0,0.975,0.010599897269803486,0.9901391832570415
profile_warm,0.01,0.005,0.15,4096,700,0.9814285714285714,0.9777777777777777,0.9938271604938271,0.9541984732824428,1.0,0.9779411764705882,0.014426565331620237,0.9878772045616532
profile_warm,0.01,0.005,0.15,4096,1000,0.982,0.9813084112149533,0.9906976744186047,0.9505494505494505,1.0,0.9844559585492227,0.019139036205481505,0.9844266064503571
profile_warm,0.01,0.005,0.15,5120,50,0.98,1.0,1.0,0.9166666666666666,1.0,1.0,0.0037057897701447884,0.9923522689996856
profile_warm,0.01,0.005,0.15,5120,100,0.98,1.0,1.0,0.9130434782608695,1.0,1.0,0.006058235129271378,0.9914041128139314
profile_warm,0.01,0.005,0.15,5120,200,0.975,0.9743589743589743,1.0,0.9375,1.0,0.9722222222222222,0.008490069947137684,0.9911586186613458
profile_warm,0.01,0.005,0.15,5120,400,0.975,0.9761904761904762,1.0,0.9411764705882353,1.0,0.9615384615384616,0.012599674491501092,0.9904506307723069
profile_warm,0.01,0.005,0.15,5120,700,0.98,0.9788732394366197,0.9916666666666667,0.9554140127388535,1.0,0.9791666666666666,0.014376754522242106,0.9874600358378728
profile_warm,0.01,0.005,0.15,5120,1000,0.98,0.9855769230769231,0.994413407821229,0.9447004608294931,1.0,0.9807692307692307,0.016328277170855533,0.9859429017080558
profile_warm,0.01,0.005,0.15,6144,50,0.98,0.8571428571428571,1.0,1.0,1.0,1.0,0.004249413255612865,0.9929270948206725
profile_warm,0.01,0.005,0.15,6144,100,0.99,0.9523809523809523,1.0,1.0,1.0,1.0,0.006129551134838444,0.992311644577494
profile_warm,0.01,0.005,0.15,6144,200,0.98,0.9565217391304348,1.0,1.0,1.0,0.9545454545454546,0.00870935639624285,0.9931349750751498
profile_warm,0.01,0.005,0.15,6144,400,0.9725,0.9764705882352941,1.0,0.9324324324324325,0.9894736842105263,0.9655172413793104,0.012760396241756771,0.9916950516719099
profile_warm,0.01,0.005,0.15,6144,700,0.9785714285714285,0.9855072463768116,0.9915254237288136,0.9448275862068966,0.9933774834437086,0.9797297297297297,0.01555903488552449,0.9920503257358053
profile_warm,0.01,0.005,0.15,6144,1000,0.979,0.9855769230769231,0.9940828402366864,0.9569377990430622,0.9951923076923077,0.9660194174757282,0.01855246602404528,0.9902007887725666
profile_warm,0.01,0.01,0.15,42,50,0.98,1.0,1.0,1.0,0.8571428571428571,1.0,0.004586893089716015,0.9943676807015666
profile_warm,0.01,0.01,0.15,42,100,0.99,1.0,1.0,1.0,0.9411764705882353,1.0,0.0062884976923128335,0.9934707063135215
profile_warm,0.01,0.01,0.15,42,200,0.995,1.0,1.0,1.0,0.967741935483871,1.0,0.009507340414896055,0.9917491655466555
profile_warm,0.01,0.01,0.15,42,400,0.9825,0.9680851063829787,1.0,0.9577464788732394,0.9852941176470589,1.0,0.014094823852723657,0.9910058839262774
profile_warm,0.01,0.01,0.15,42,700,0.9871428571428571,0.9803921568627451,0.9928571428571429,0.9777777777777777,0.9924812030075187,0.9928057553956835,0.01686149984176432,0.9897566343506441
profile_warm,0.01,0.01,0.15,42,1000,0.985,0.981651376146789,0.9891304347826086,0.9651741293532339,0.995,0.9949238578680203,0.020231617871146617,0.9882301080643044
profile_warm,0.01,0.01,0.15,123,50,0.98,1.0,1.0,0.8888888888888888,1.0,1.0,0.00390999052118184,0.9932908448756602
profile_warm,0.01,0.01,0.15,123,100,0.98,1.0,1.0,0.8823529411764706,1.0,1.0,0.005615668530358679,0.993201546405466
profile_warm,0.01,0.01,0.15,123,200,0.985,1.0,1.0,0.9523809523809523,1.0,0.9772727272727273,0.0076722154715905076,0.99408542981999
profile_warm,0.01,0.01,0.15,123,400,0.9825,1.0,1.0,0.9347826086956522,1.0,0.9887640449438202,0.010974435033951176,0.9920836487772668
profile_warm,0.01,0.01,0.15,123,700,0.9771428571428571,1.0,1.0,0.9215686274509803,1.0,0.9701492537313433,0.015063791229551631,0.9877683635730657
profile_warm,0.01,0.01,0.15,123,1000,0.979,1.0,0.9950248756218906,0.9392523364485982,0.9951456310679612,0.96875,0.01808874410291394,0.988427750798681
profile_warm,0.01,0.01,0.15,456,50,1.0,1.0,1.0,1.0,1.0,1.0,0.00483769452152059,0.9919359387323594
profile_warm,0.01,0.01,0.15,456,100,1.0,1.0,1.0,1.0,1.0,1.0,0.006108514220987353,0.9925867686291581
profile_warm,0.01,0.01,0.15,456,200,0.985,1.0,1.0,0.9523809523809523,1.0,0.9772727272727273,0.009248668340192926,0.993247218186908
profile_warm,0.01,0.01,0.15,456,400,0.9775,1.0,0.9886363636363636,0.9090909090909091,1.0,0.9878048780487805,0.014506419188976594,0.9904401398232626
profile_warm,0.01,0.01,0.15,456,700,0.9785714285714285,0.9924242424242424,0.9808917197452229,0.9328358208955224,1.0,0.986013986013986,0.01762801917489749,0.9862874140618628
profile_warm,0.01,0.01,0.15,456,1000,0.978,0.9893048128342246,0.9806763285024155,0.9516908212560387,1.0,0.9719626168224299,0.020897112097821906,0.9860864539055729
profile_warm,0.01,0.01,0.15,789,50,0.98,1.0,1.0,1.0,1.0,0.9,0.00422485826042311,0.9938395455875692
profile_warm,0.01,0.01,0.15,789,100,0.99,1.0,1.0,1.0,1.0,0.9411764705882353,0.0061283565750529494,0.9953176430899721
profile_warm,0.01,0.01,0.15,789,200,0.995,1.0,1.0,1.0,1.0,0.972972972972973,0.008664501317380623,0.9922558072740643
profile_warm,0.01,0.01,0.15,789,400,0.9875,1.0,1.0,0.9722222222222222,1.0,0.96,0.01254602449535005,0.9904042277301995
profile_warm,0.01,0.01,0.15,789,700,0.9871428571428571,0.9932432432432432,0.9933774834437086,0.9689922480620154,1.0,0.9782608695652174,0.016068025059542725,0.992076862692398
profile_warm,0.01,0.01,0.15,789,1000,0.986,0.9951456310679612,0.9872881355932204,0.9615384615384616,1.0,0.9847715736040609,0.019166890683009433,0.9898133436628566
profile_warm,0.01,0.01,0.15,1024,50,1.0,1.0,1.0,1.0,1.0,1.0,0.004362890556632554,0.9924645057295759
profile_warm,0.01,0.01,0.15,1024,100,0.98,1.0,0.96,1.0,1.0,0.9545454545454546,0.006346291738603296,0.9918552677837753
profile_warm,0.01,0.01,0.15,1024,200,0.985,0.9767441860465116,0.9743589743589743,1.0,1.0,0.975609756097561,0.008475275446865793,0.9912475497541061
profile_warm,0.01,0.01,0.15,1024,400,0.9775,0.9861111111111112,0.9876543209876543,0.978021978021978,0.9871794871794872,0.9487179487179487,0.013607554425727697,0.9905905773399492
profile_warm,0.01,0.01,0.15,1024,700,0.9814285714285714,0.9919354838709677,0.9928057553956835,0.9704142011834319,0.9926470588235294,0.9621212121212122,0.015397145313562347,0.9909389221554397
profile_warm,0.01,0.01,0.15,1024,1000,0.98,0.9945054945054945,0.990521327014218,0.9714285714285714,0.9894179894179894,0.953757225433526,0.018590930355959094,0.992670445599047
profile_warm,0.01,0.01,0.15,2048,50,1.0,1.0,1.0,1.0,1.0,1.0,0.00443189295445277,0.9929518563765051
profile_warm,0.01,0.01,0.15,2048,100,0.99,1.0,1.0,1.0,1.0,0.9655172413793104,0.006971840236023101,0.9932985153522346
profile_warm,0.01,0.01,0.15,2048,200,0.98,0.9459459459459459,1.0,0.9705882352941176,1.0,0.9803921568627451,0.010222022102709115,0.9936405352577187
profile_warm,0.01,0.01,0.15,2048,400,0.9825,0.974025974025974,0.987012987012987,0.9722222222222222,1.0,0.9764705882352941,0.01465311559809345,0.9920256547599121
profile_warm,0.01,0.01,0.15,2048,700,0.9828571428571429,0.9851851851851852,0.9848484848484849,0.965034965034965,1.0,0.9787234042553191,0.01809531841881456,0.989334463763963
profile_warm,0.01,0.01,0.15,2048,1000,0.981,0.984375,0.9746192893401016,0.964824120603015,1.0,0.9801980198019802,0.020927506734081426,0.9898821955236697
profile_warm,0.01,0.01,0.15,3072,50,0.98,1.0,1.0,0.8888888888888888,1.0,1.0,0.004341169765037954,0.9933370635518232
profile_warm,0.01,0.01,0.15,3072,100,0.99,1.0,1.0,0.9523809523809523,1.0,1.0,0.006529670087252079,0.9937220814879909
profile_warm,0.01,0.01,0.15,3072,200,0.99,0.975,1.0,0.972972972972973,1.0,1.0,0.010413735662578213,0.992099861336396
profile_warm,0.01,0.01,0.15,3072,400,0.985,0.9714285714285714,0.9873417721518988,0.9746835443037974,1.0,0.9900990099009901,0.014394324810950904,0.9914270362446368
profile_warm,0.01,0.01,0.15,3072,700,0.9814285714285714,0.984251968503937,0.986013986013986,0.9705882352941176,0.9922480620155039,0.9757575757575757,0.019406303825536635,0.9870019052584847
profile_warm,0.01,0.01,0.15,3072,1000,0.981,0.984375,0.9855072463768116,0.9644670050761421,0.9945054945054945,0.9774774774774775,0.022495957808372068,0.9862866523096973
profile_warm,0.01,0.01,0.15,4096,50,1.0,1.0,1.0,1.0,1.0,1.0,0.004134615946129816,0.9925657404138354
profile_warm,0.01,0.01,0.15,4096,100,0.99,0.9411764705882353,1.0,1.0,1.0,1.0,0.00619957729563903,0.9916209537555415
profile_warm,0.01,0.01,0.15,4096,200,0.975,0.9512195121951219,1.0,0.95,1.0,0.9736842105263158,0.009315450017999454,0.992310377918784
profile_warm,0.01,0.01,0.15,4096,400,0.98,0.975,1.0,0.9411764705882353,1.0,0.975,0.011274168556820337,0.990265476900156
profile_warm,0.01,0.01,0.15,4096,700,0.9814285714285714,0.9777777777777777,0.9938271604938271,0.9541984732824428,1.0,0.9779411764705882,0.01491490360177701,0.9884038969907676
profile_warm,0.01,0.01,0.15,4096,1000,0.982,0.9813084112149533,0.9906976744186047,0.9505494505494505,1.0,0.9844559585492227,0.020216342695306613,0.9851703037357448
profile_warm,0.01,0.01,0.15,5120,50,0.98,1.0,1.0,0.9166666666666666,1.0,1.0,0.004082823945290477,0.9922797923330897
profile_warm,0.01,0.01,0.15,5120,100,0.98,1.0,1.0,0.9130434782608695,1.0,1.0,0.006590352339347319,0.991345068762792
profile_warm,0.01,0.01,0.15,5120,200,0.975,0.9743589743589743,1.0,0.9375,1.0,0.9722222222222222,0.009252326728611133,0.9910063108711228
profile_warm,0.01,0.01,0.15,5120,400,0.975,0.9761904761904762,1.0,0.9411764705882353,1.0,0.9615384615384616,0.01364274295168833,0.9908444705692592
profile_warm,0.01,0.01,0.15,5120,700,0.98,0.9788732394366197,0.9916666666666667,0.9554140127388535,1.0,0.9791666666666666,0.015257830591190088,0.9877568807243178
profile_warm,0.01,0.01,0.15,5120,1000,0.98,0.9855769230769231,0.994413407821229,0.9447004608294931,1.0,0.9807692307692307,0.017160198361480933,0.9862936260989005
profile_warm,0.01,0.01,0.15,6144,50,0.98,0.8571428571428571,1.0,1.0,1.0,1.0,0.004557040770168159,0.9930453498980423
profile_warm,0.01,0.01,0.15,6144,100,0.99,0.9523809523809523,1.0,1.0,1.0,1.0,0.006597051845620976,0.9924391818064
profile_warm,0.01,0.01,0.15,6144,200,0.98,0.9565217391304348,1.0,1.0,1.0,0.9545454545454546,0.009363832549622772,0.9939149781330207
profile_warm,0.01,0.01,0.15,6144,400,0.97,0.9764705882352941,1.0,0.9324324324324325,0.9894736842105263,0.9540229885057471,0.01394571650823663,0.9929571971288752
profile_warm,0.01,0.01,0.15,6144,700,0.9771428571428571,0.9855072463768116,0.9915254237288136,0.9448275862068966,0.9933774834437086,0.972972972972973,0.01721156680016763,0.993775664099287
profile_warm,0.01,0.01,0.15,6144,1000,0.978,0.9855769230769231,0.9940828402366864,0.9569377990430622,0.9951923076923077,0.9611650485436893,0.020680951651358036,0.9922589775421286
profile_warm,0.01,0.05,0.15,42,50,0.98,1.0,1.0,1.0,0.8571428571428571,1.0,0.006939634442383051,0.99553880800936
profile_warm,0.01,0.05,0.15,42,100,0.99,1.0,1.0,1.0,0.9411764705882353,1.0,0.01206489209203604,0.9951094097751026
profile_warm,0.01,0.05,0.15,42,200,0.995,1.0,1.0,1.0,0.967741935483871,1.0,0.018982596291324642,0.9927403370140069
profile_warm,0.01,0.05,0.15,42,400,0.9825,0.9680851063829787,1.0,0.9577464788732394,0.9852941176470589,1.0,0.03275571634231543,0.9984474513314768
profile_warm,0.01,0.05,0.15,42,700,0.9871428571428571,0.9803921568627451,0.9928571428571429,0.9777777777777777,0.9924812030075187,0.9928057553956835,0.038635893730072146,1.0005287403884653
profile_warm,0.01,0.05,0.15,42,1000,0.986,0.981651376146789,0.9891304347826086,0.9701492537313433,0.995,0.9949238578680203,0.047074712876868284,1.000848996552065
profile_warm,0.01,0.05,0.15,123,50,0.98,1.0,1.0,0.8888888888888888,1.0,1.0,0.007930617911354429,0.9940945518759173
profile_warm,0.01,0.05,0.15,123,100,0.99,1.0,1.0,0.9411764705882353,1.0,1.0,0.011225430029128158,0.9931701558566463
profile_warm,0.01,0.05,0.15,123,200,0.99,1.0,1.0,0.9761904761904762,1.0,0.9772727272727273,0.016174465453690202,0.9969587793884528
profile_warm,0.01,0.05,0.15,123,400,0.985,1.0,1.0,0.9456521739130435,1.0,0.9887640449438202,0.025645688174860033,0.9975048329619844
profile_warm,0.01,0.05,0.15,123,700,0.9785714285714285,1.0,1.0,0.9215686274509803,1.0,0.9776119402985075,0.03582236048330219,0.9960530623867346
profile_warm,0.01,0.05,0.15,123,1000,0.98,1.0,0.9950248756218906,0.9392523364485982,0.9951456310679612,0.9739583333333334,0.04568140624971969,1.0009896521508699
profile_warm,0.01,0.05,0.15,456,50,1.0,1.0,1.0,1.0,1.0,1.0,0.007715517617645179,0.9917169273989399
profile_warm,0.01,0.05,0.15,456,100,1.0,1.0,1.0,1.0,1.0,1.0,0.010636563411796146,0.9940466094700138
profile_warm,0.01,0.05,0.15,456,200,0.985,1.0,1.0,0.9523809523809523,0.9736842105263158,1.0,0.018078389613925203,0.9976878818091419
profile_warm,0.01,0.05,0.15,456,400,0.9775,1.0,0.9886363636363636,0.9090909090909091,0.9871794871794872,1.0,0.02596869597120896,0.9970019115129347
profile_warm,0.01,0.05,0.15,456,700,0.9771428571428571,0.9924242424242424,0.9808917197452229,0.917910447761194,0.9925373134328358,1.0,0.037085446742756635,0.992709117796717
