condition,eta,eta_neg,noise_rate,seed,checkpoint,cumulative_gt_acc,gt_acc_credential,gt_acc_threat,gt_acc_lateral,gt_acc_exfil,gt_acc_insider,mean_profile_drift,mean_profile_separation
profile_warm,0.1,0.01,0.3,1024,100,0.98,1.0,0.96,1.0,1.0,0.9545454545454546,0.044012180158117774,0.9841735798954846
profile_warm,0.1,0.01,0.3,1024,200,0.98,0.9534883720930233,0.9743589743589743,1.0,1.0,0.975609756097561,0.05076843834764091,0.9894848020465488
profile_warm,0.1,0.01,0.3,1024,400,0.9725,0.9722222222222222,0.9876543209876543,0.967032967032967,0.9871794871794872,0.9487179487179487,0.07321025064560395,0.9848954636747942
profile_warm,0.1,0.01,0.3,1024,700,0.9828571428571429,0.9838709677419355,0.9928057553956835,0.9763313609467456,0.9926470588235294,0.9696969696969697,0.06999225977590781,0.9920934451004485
profile_warm,0.1,0.01,0.3,1024,1000,0.978,0.989010989010989,0.976303317535545,0.9755102040816327,0.9894179894179894,0.9595375722543352,0.07061299803899047,0.9994727679363312
profile_warm,0.1,0.01,0.3,2048,50,1.0,1.0,1.0,1.0,1.0,1.0,0.02815852314490961,0.9956479505817366
profile_warm,0.1,0.01,0.3,2048,100,0.99,1.0,1.0,1.0,1.0,0.9655172413793104,0.04105970040961436,0.9976898932723508
profile_warm,0.1,0.01,0.3,2048,200,0.98,0.9459459459459459,1.0,0.9705882352941176,1.0,0.9803921568627451,0.05623981603284588,0.9982289005295634
profile_warm,0.1,0.01,0.3,2048,400,0.985,0.974025974025974,1.0,0.9722222222222222,1.0,0.9764705882352941,0.07280416982385882,0.9891402628969773
profile_warm,0.1,0.01,0.3,2048,700,0.9857142857142858,0.9851851851851852,1.0,0.965034965034965,1.0,0.9787234042553191,0.07551796956860551,0.9742532213269344
profile_warm,0.1,0.01,0.3,2048,1000,0.983,0.984375,0.9847715736040609,0.9698492462311558,1.0,0.9752475247524752,0.08122237725444381,0.9861592903756988
profile_warm,0.1,0.01,0.3,3072,50,0.98,1.0,1.0,0.8888888888888888,1.0,1.0,0.033865968021420036,0.9967755086598745
profile_warm,0.1,0.01,0.3,3072,100,0.98,1.0,1.0,0.9047619047619048,1.0,1.0,0.04795702715967088,0.9995070074088743
profile_warm,0.1,0.01,0.3,3072,200,0.98,1.0,1.0,0.9459459459459459,1.0,0.9629629629629629,0.06463269838229392,0.9959069574285919
profile_warm,0.1,0.01,0.3,3072,400,0.98,0.9857142857142858,0.9873417721518988,0.9620253164556962,1.0,0.9702970297029703,0.07432678355924666,0.9916769785863819
profile_warm,0.1,0.01,0.3,3072,700,0.9785714285714285,0.9921259842519685,0.986013986013986,0.9632352941176471,0.9922480620155039,0.9636363636363636,0.07736403116291442,0.9743516526852181
profile_warm,0.1,0.01,0.3,3072,1000,0.976,0.9895833333333334,0.9758454106280193,0.9543147208121827,0.9945054945054945,0.9684684684684685,0.08159652108766377,0.9714213227855056
profile_warm,0.1,0.01,0.3,4096,50,1.0,1.0,1.0,1.0,1.0,1.0,0.03436854259666727,0.9819830464813997
profile_warm,0.1,0.01,0.3,4096,100,0.98,0.9411764705882353,1.0,1.0,1.0,0.9545454545454546,0.049158619671544994,0.97687953167202
profile_warm,0.1,0.01,0.3,4096,200,0.98,0.9512195121951219,1.0,1.0,1.0,0.9473684210526315,0.061638402867978316,0.9808873181697428
profile_warm,0.1,0.01,0.3,4096,400,0.9775,0.9625,1.0,0.9558823529411765,1.0,0.9625,0.06346839511899954,0.9843086749712402
profile_warm,0.1,0.01,0.3,4096,700,0.98,0.9703703703703703,0.9938271604938271,0.9618320610687023,1.0,0.9705882352941176,0.07214334777131923,0.9716861643751293
profile_warm,0.1,0.01,0.3,4096,1000,0.982,0.9719626168224299,0.9906976744186047,0.9725274725274725,1.0,0.9740932642487047,0.08627270833918202,0.9662518616715938
profile_warm,0.1,0.01,0.3,5120,50,0.98,1.0,1.0,0.9166666666666666,1.0,1.0,0.028679672403055374,0.9942973679584621
profile_warm,0.1,0.01,0.3,5120,100,0.98,1.0,1.0,0.9130434782608695,1.0,1.0,0.04528956584756261,0.9880641538950332
profile_warm,0.1,0.01,0.3,5120,200,0.975,0.9743589743589743,1.0,0.9375,1.0,0.9722222222222222,0.05386551416341295,0.9925282371879547
profile_warm,0.1,0.01,0.3,5120,400,0.975,0.9761904761904762,1.0,0.9411764705882353,1.0,0.9615384615384616,0.0662319772739405,0.9829417855232905
profile_warm,0.1,0.01,0.3,5120,700,0.98,0.9788732394366197,0.9916666666666667,0.9554140127388535,1.0,0.9791666666666666,0.07305744869979228,0.9746487214952644
profile_warm,0.1,0.01,0.3,5120,1000,0.98,0.9855769230769231,0.9888268156424581,0.9493087557603687,1.0,0.9807692307692307,0.06936692995092039,0.9741022725539459
profile_warm,0.1,0.01,0.3,6144,50,0.98,0.8571428571428571,1.0,1.0,1.0,1.0,0.03645611857001669,0.9936944884623384
profile_warm,0.1,0.01,0.3,6144,100,0.99,0.9523809523809523,1.0,1.0,1.0,1.0,0.04741048121212312,0.9921604483332079
profile_warm,0.1,0.01,0.3,6144,200,0.98,0.9565217391304348,1.0,1.0,1.0,0.9545454545454546,0.05819785168843781,0.9940592391092574
profile_warm,0.1,0.01,0.3,6144,400,0.97,0.9764705882352941,1.0,0.9324324324324325,0.9894736842105263,0.9540229885057471,0.07104820057800085,0.9934752087535238
profile_warm,0.1,0.01,0.3,6144,700,0.98,0.9855072463768116,0.9915254237288136,0.9586206896551724,0.9933774834437086,0.972972972972973,0.0726705162605627,0.9928047313569194
profile_warm,0.1,0.01,0.3,6144,1000,0.98,0.9855769230769231,0.9940828402366864,0.9665071770334929,0.9951923076923077,0.9611650485436893,0.07578091510659012,0.9894863540530607
profile_warm,0.1,0.05,0.3,42,50,1.0,1.0,1.0,1.0,1.0,1.0,0.04232146879263666,0.9960878842287482
profile_warm,0.1,0.05,0.3,42,100,1.0,1.0,1.0,1.0,1.0,1.0,0.050777567250504904,0.9921444581677399
profile_warm,0.1,0.05,0.3,42,200,1.0,1.0,1.0,1.0,1.0,1.0,0.06810004739954466,0.9798728289941725
profile_warm,0.1,0.05,0.3,42,400,0.98,0.9680851063829787,1.0,0.9436619718309859,1.0,0.989247311827957,0.08460404157444129,0.9776893679431313
profile_warm,0.1,0.05,0.3,42,700,0.9828571428571429,0.9803921568627451,0.9857142857142858,0.9629629629629629,1.0,0.9856115107913669,0.08796909046695471,0.9752688667398021
profile_warm,0.1,0.05,0.3,42,1000,0.982,0.981651376146789,0.9836956521739131,0.9601990049751243,1.0,0.9847715736040609,0.09130103752309485,0.9714076006646349
profile_warm,0.1,0.05,0.3,123,50,0.98,1.0,1.0,0.8888888888888888,1.0,1.0,0.03335523501613298,1.0044707931321168
profile_warm,0.1,0.05,0.3,123,100,0.98,1.0,1.0,0.8823529411764706,1.0,1.0,0.041431956808317225,1.003624667067258
profile_warm,0.1,0.05,0.3,123,200,0.985,1.0,1.0,0.9523809523809523,1.0,0.9772727272727273,0.05702995385740252,1.0086800241386888
profile_warm,0.1,0.05,0.3,123,400,0.9825,0.9866666666666667,1.0,0.9565217391304348,1.0,0.9775280898876404,0.06672737003377988,0.9850554216129174
profile_warm,0.1,0.05,0.3,123,700,0.9757142857142858,0.9926470588235294,1.0,0.934640522875817,1.0,0.9552238805970149,0.08238423692262178,0.9677660747973392
profile_warm,0.1,0.05,0.3,123,1000,0.982,0.9946524064171123,1.0,0.9485981308411215,1.0,0.96875,0.08744885880926766,0.9824786444761702
profile_warm,0.1,0.05,0.3,456,50,1.0,1.0,1.0,1.0,1.0,1.0,0.03865098926847795,0.9870083749683175
profile_warm,0.1,0.05,0.3,456,100,0.99,1.0,1.0,1.0,1.0,0.9523809523809523,0.04477237895483944,0.9921910067806704
profile_warm,0.1,0.05,0.3,456,200,0.98,1.0,1.0,0.9523809523809523,0.9736842105263158,0.9772727272727273,0.0632333263631518,1.0037246575911765
profile_warm,0.1,0.05,0.3,456,400,0.975,0.9866666666666667,0.9886363636363636,0.922077922077922,0.9871794871794872,0.9878048780487805,0.08439901923405846,0.9762737404078231
profile_warm,0.1,0.05,0.3,456,700,0.9757142857142858,0.9848484848484849,0.9808917197452229,0.9328358208955224,0.9925373134328358,0.986013986013986,0.08487295986372002,0.9536722796352486
profile_warm,0.1,0.05,0.3,456,1000,0.97,0.9732620320855615,0.9806763285024155,0.9371980676328503,0.9891891891891892,0.9719626168224299,0.09256135417261084,0.9900780610396479
profile_warm,0.1,0.05,0.3,789,50,0.98,1.0,1.0,1.0,1.0,0.9,0.036494291026745375,0.9947706667055346
profile_warm,0.1,0.05,0.3,789,100,0.99,1.0,1.0,1.0,1.0,0.9411764705882353,0.047702788504627155,1.00596879207738
profile_warm,0.1,0.05,0.3,789,200,0.99,1.0,1.0,1.0,0.972972972972973,0.972972972972973,0.061749751614286044,0.9787274548319748
profile_warm,0.1,0.05,0.3,789,400,0.9825,1.0,1.0,0.9583333333333334,0.987012987012987,0.96,0.0801729608956331,0.9738992067067375
profile_warm,0.1,0.05,0.3,789,700,0.9828571428571429,0.9932432432432432,0.9933774834437086,0.9612403100775194,0.9850746268656716,0.9782608695652174,0.09297566999276745,0.984909429132672
profile_warm,0.1,0.05,0.3,789,1000,0.981,0.9902912621359223,0.9915254237288136,0.945054945054945,0.9888268156424581,0.9847715736040609,0.09506223832593864,0.9823827076206318
profile_warm,0.1,0.05,0.3,1024,50,1.0,1.0,1.0,1.0,1.0,1.0,0.03771596094139083,0.9872916378094257
profile_warm,0.1,0.05,0.3,1024,100,0.98,1.0,0.96,1.0,1.0,0.9545454545454546,0.05117685377380552,0.9808241328572986
profile_warm,0.1,0.05,0.3,1024,200,0.98,0.9534883720930233,0.9743589743589743,1.0,1.0,0.975609756097561,0.06005314551510592,0.9881204970092696
profile_warm,0.1,0.05,0.3,1024,400,0.9775,0.9722222222222222,0.9876543209876543,0.978021978021978,1.0,0.9487179487179487,0.08524446733481432,0.9909969442885393
profile_warm,0.1,0.05,0.3,1024,700,0.9842857142857143,0.9838709677419355,0.9928057553956835,0.9763313609467456,1.0,0.9696969696969697,0.08237333901881409,0.9988825102630324
profile_warm,0.1,0.05,0.3,1024,1000,0.978,0.989010989010989,0.976303317535545,0.9714285714285714,0.9947089947089947,0.9595375722543352,0.08227808126197099,1.0088078906047644
profile_warm,0.1,0.05,0.3,2048,50,1.0,1.0,1.0,1.0,1.0,1.0,0.031923539941188836,0.9941905198909662
profile_warm,0.1,0.05,0.3,2048,100,0.99,1.0,1.0,1.0,1.0,0.9655172413793104,0.04671990042310633,0.997920248646661
profile_warm,0.1,0.05,0.3,2048,200,0.98,0.9459459459459459,1.0,0.9705882352941176,1.0,0.9803921568627451,0.06489477170287469,1.0028399663243548
profile_warm,0.1,0.05,0.3,2048,400,0.985,0.974025974025974,1.0,0.9722222222222222,1.0,0.9764705882352941,0.08248326808357159,0.9953212913924877
profile_warm,0.1,0.05,0.3,2048,700,0.9857142857142858,0.9851851851851852,1.0,0.965034965034965,1.0,0.9787234042553191,0.08873553960593827,0.9788828720976203
profile_warm,0.1,0.05,0.3,2048,1000,0.983,0.984375,0.9847715736040609,0.9698492462311558,1.0,0.9752475247524752,0.0955345386411106,0.9906595118603629
profile_warm,0.1,0.05,0.3,3072,50,0.98,1.0,1.0,0.8888888888888888,1.0,1.0,0.034522319723358806,0.9988858348286639
profile_warm,0.1,0.05,0.3,3072,100,0.98,1.0,1.0,0.9047619047619048,1.0,1.0,0.04933781084955496,1.0016114610047966
profile_warm,0.1,0.05,0.3,3072,200,0.98,1.0,1.0,0.9459459459459459,1.0,0.9629629629629629,0.07055521948772721,1.0009964976441907
profile_warm,0.1,0.05,0.3,3072,400,0.98,0.9857142857142858,0.9873417721518988,0.9620253164556962,1.0,0.9702970297029703,0.08367064312213526,0.9957067652359844
profile_warm,0.1,0.05,0.3,3072,700,0.9785714285714285,0.9921259842519685,0.986013986013986,0.9632352941176471,0.9922480620155039,0.9636363636363636,0.09355833361205218,0.9781280186870912
profile_warm,0.1,0.05,0.3,3072,1000,0.976,0.9895833333333334,0.9758454106280193,0.9543147208121827,0.9945054945054945,0.9684684684684685,0.09224276185762353,0.9761775637856206
profile_warm,0.1,0.05,0.3,4096,50,1.0,1.0,1.0,1.0,1.0,1.0,0.03502271863764943,0.9825828020289592
profile_warm,0.1,0.05,0.3,4096,100,0.98,0.9411764705882353,1.0,1.0,1.0,0.9545454545454546,0.05216758323264148,0.9752595071622185
profile_warm,0.1,0.05,0.3,4096,200,0.98,0.9512195121951219,1.0,0.975,1.0,0.9736842105263158,0.06904587378074069,0.9835374971047405
profile_warm,0.1,0.05,0.3,4096,400,0.9775,0.9625,1.0,0.9411764705882353,1.0,0.975,0.07117934730046158,0.9833727165282807
profile_warm,0.1,0.05,0.3,4096,700,0.9785714285714285,0.9703703703703703,0.9938271604938271,0.9465648854961832,1.0,0.9779411764705882,0.08229465677850999,0.9713002485963308
profile_warm,0.1,0.05,0.3,4096,1000,0.982,0.9719626168224299,0.9906976744186047,0.9615384615384616,1.0,0.9844559585492227,0.09772457420481662,0.9685205065682846
profile_warm,0.1,0.05,0.3,5120,50,0.98,1.0,1.0,0.9166666666666666,1.0,1.0,0.0335120536675829,0.9969395222187831
profile_warm,0.1,0.05,0.3,5120,100,0.98,1.0,1.0,0.9130434782608695,1.0,1.0,0.05021759233446386,0.9910480046787907
profile_warm,0.1,0.05,0.3,5120,200,0.975,0.9743589743589743,1.0,0.9375,1.0,0.9722222222222222,0.06123982743490127,0.9958854756675133
profile_warm,0.1,0.05,0.3,5120,400,0.9775,0.9761904761904762,1.0,0.9411764705882353,1.0,0.9743589743589743,0.07164192670123513,0.9840099262651456
profile_warm,0.1,0.05,0.3,5120,700,0.98,0.9788732394366197,0.9916666666666667,0.9490445859872612,1.0,0.9861111111111112,0.08161658274582186,0.9748654813511793
profile_warm,0.1,0.05,0.3,5120,1000,0.98,0.9855769230769231,0.9888268156424581,0.9447004608294931,1.0,0.9855769230769231,0.07726000132169511,0.9726613352203334
profile_warm,0.1,0.05,0.3,6144,50,0.98,0.8571428571428571,1.0,1.0,1.0,1.0,0.038815331523391686,0.9954910146889208
profile_warm,0.1,0.05,0.3,6144,100,0.99,0.9523809523809523,1.0,1.0,1.0,1.0,0.05032068975789748,0.9946896798197727
profile_warm,0.1,0.05,0.3,6144,200,0.98,0.9565217391304348,1.0,1.0,1.0,0.9545454545454546,0.06405268552832272,0.9996157598464316
profile_warm,0.1,0.05,0.3,6144,400,0.97,0.9764705882352941,1.0,0.9324324324324325,0.9894736842105263,0.9540229885057471,0.0819874747992793,1.0037376572523495
profile_warm,0.1,0.05,0.3,6144,700,0.9785714285714285,0.9855072463768116,0.9830508474576272,0.9586206896551724,0.9933774834437086,0.972972972972973,0.08176254269386812,0.996511386065734
profile_warm,0.1,0.05,0.3,6144,1000,0.979,0.9855769230769231,0.9881656804733728,0.9665071770334929,0.9951923076923077,0.9611650485436893,0.09157863979713801,0.9990076839188657
profile_cold,0.01,0.005,0.0,42,50,0.28,0.0,0.2727272727272727,0.375,0.42857142857142855,0.45454545454545453,0.007302327029723901,0.023322699733271397
profile_cold,0.01,0.005,0.0,42,100,0.4,0.2608695652173913,0.4,0.45,0.5882352941176471,0.36,0.016317751364761417,0.03602335571922553
profile_cold,0.01,0.005,0.0,42,200,0.54,0.45652173913043476,0.5588235294117647,0.5714285714285714,0.6129032258064516,0.5370370370370371,0.036904568597661155,0.07104184805825829
profile_cold,0.01,0.005,0.0,42,400,0.63,0.648936170212766,0.5405405405405406,0.5492957746478874,0.6911764705882353,0.6989247311827957,0.0741952337765476,0.1362074172590789
profile_cold,0.01,0.005,0.0,42,700,0.6914285714285714,0.7516339869281046,0.5642857142857143,0.5851851851851851,0.7593984962406015,0.7913669064748201,0.12898973340401984,0.22527777535866217
profile_cold,0.01,0.005,0.0,42,1000,0.745,0.7981651376146789,0.5815217391304348,0.6616915422885572,0.815,0.8527918781725888,0.18005317737640922,0.30692694653935887
profile_cold,0.01,0.005,0.0,123,50,0.44,0.2857142857142857,0.0,0.6666666666666666,0.875,0.4666666666666667,0.010629285546315446,0.028638885852326552
profile_cold,0.01,0.005,0.0,123,100,0.55,0.6666666666666666,0.24,0.7647058823529411,0.7333333333333333,0.52,0.021491759960780857,0.04556000767268496
profile_cold,0.01,0.005,0.0,123,200,0.675,0.8157894736842105,0.46808510638297873,0.7857142857142857,0.6206896551724138,0.7045454545454546,0.04452772170957993,0.08500456892110538
profile_cold,0.01,0.005,0.0,123,400,0.73,0.8666666666666667,0.5308641975308642,0.7934782608695652,0.5873015873015873,0.8314606741573034,0.0854885436379279,0.153726265370936
profile_cold,0.01,0.005,0.0,123,700,0.7542857142857143,0.8970588235294118,0.5642857142857143,0.7712418300653595,0.6861313868613139,0.8582089552238806,0.1373288539394973,0.2398172870658333
profile_cold,0.01,0.005,0.0,123,1000,0.783,0.9197860962566845,0.5671641791044776,0.7850467289719626,0.7621359223300971,0.8958333333333334,0.18588537066812444,0.3205881344168212
profile_cold,0.01,0.005,0.0,456,50,0.38,0.5,0.42857142857142855,0.4,0.25,0.3076923076923077,0.008275656054912614,0.024355134897062383
profile_cold,0.01,0.005,0.0,456,100,0.54,0.6363636363636364,0.631578947368421,0.4090909090909091,0.625,0.42857142857142855,0.019397090198727412,0.04187060529375468
profile_cold,0.01,0.005,0.0,456,200,0.575,0.7567567567567568,0.5897435897435898,0.5,0.6578947368421053,0.4090909090909091,0.03708999078912246,0.0715903923682041
profile_cold,0.01,0.005,0.0,456,400,0.69,0.8133333333333334,0.6818181818181818,0.6623376623376623,0.7051282051282052,0.5975609756097561,0.07875871649118193,0.14294672372723702
profile_cold,0.01,0.005,0.0,456,700,0.7414285714285714,0.8560606060606061,0.6496815286624203,0.7238805970149254,0.7686567164179104,0.7272727272727273,0.13492661343788886,0.23246999591897885
profile_cold,0.01,0.005,0.0,456,1000,0.774,0.8716577540106952,0.6473429951690821,0.7391304347826086,0.8216216216216217,0.8037383177570093,0.18558860153590087,0.31320976909831266
profile_cold,0.01,0.005,0.0,789,50,0.34,0.5625,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.3,0.009238569581962447,0.026257696139431005
profile_cold,0.01,0.005,0.0,789,100,0.47,0.7142857142857143,0.4,0.08333333333333333,0.5217391304347826,0.35294117647058826,0.020611715475357367,0.04106169924568277
profile_cold,0.01,0.005,0.0,789,200,0.57,0.7884615384615384,0.4883720930232558,0.3548387096774194,0.5675675675675675,0.5405405405405406,0.039141934468821596,0.07284603756276857
profile_cold,0.01,0.005,0.0,789,400,0.6625,0.8241758241758241,0.5882352941176471,0.5138888888888888,0.6883116883116883,0.6666666666666666,0.07951390672648258,0.1436103339348838
profile_cold,0.01,0.005,0.0,789,700,0.7242857142857143,0.8716216216216216,0.6291390728476821,0.5581395348837209,0.7388059701492538,0.8115942028985508,0.1402415457027602,0.24461913316218561
profile_cold,0.01,0.005,0.0,789,1000,0.758,0.9029126213592233,0.6440677966101694,0.5989010989010989,0.7877094972067039,0.8629441624365483,0.188845957841328,0.3252614960072583
profile_cold,0.01,0.005,0.0,1024,50,0.36,0.4444444444444444,0.4,0.5555555555555556,0.25,0.1111111111111111,0.00968620583236665,0.022097962523215924
profile_cold,0.01,0.005,0.0,1024,100,0.56,0.6666666666666666,0.52,0.6,0.55,0.5,0.021494797217327295,0.04081381094627076
profile_cold,0.01,0.005,0.0,1024,200,0.685,0.8372093023255814,0.6410256410256411,0.7142857142857143,0.6285714285714286,0.5853658536585366,0.046142801290198335,0.08092613438512276
profile_cold,0.01,0.005,0.0,1024,400,0.755,0.8472222222222222,0.691358024691358,0.7802197802197802,0.7435897435897436,0.717948717948718,0.09166670787725267,0.1551103853137988
profile_cold,0.01,0.005,0.0,1024,700,0.8,0.8951612903225806,0.7338129496402878,0.7810650887573964,0.7867647058823529,0.8181818181818182,0.15405529818029323,0.25684510416193784
profile_cold,0.01,0.005,0.0,1024,1000,0.813,0.9065934065934066,0.7298578199052133,0.7959183673469388,0.8148148148148148,0.838150289017341,0.20115344477101327,0.3342130223401876
profile_cold,0.01,0.005,0.0,2048,50,0.56,0.6666666666666666,0.36363636363636365,0.7142857142857143,0.45454545454545453,0.6666666666666666,0.01119086108205965,0.03201601210874524
profile_cold,0.01,0.005,0.0,2048,100,0.54,0.36363636363636365,0.391304347826087,0.5294117647058824,0.65,0.6551724137931034,0.020406245731418193,0.04547153618904585
profile_cold,0.01,0.005,0.0,2048,200,0.595,0.5675675675675675,0.4,0.4411764705882353,0.7674418604651163,0.7058823529411765,0.040427089464375204,0.07849074415273748
profile_cold,0.01,0.005,0.0,2048,400,0.66,0.7402597402597403,0.44155844155844154,0.5277777777777778,0.7865168539325843,0.7647058823529411,0.07949848561857945,0.14636664255892878
profile_cold,0.01,0.005,0.0,2048,700,0.7028571428571428,0.8296296296296296,0.4393939393939394,0.5944055944055944,0.8120805369127517,0.8226950354609929,0.13102489701300513,0.23228315903700672
profile_cold,0.01,0.005,0.0,2048,1000,0.726,0.859375,0.4467005076142132,0.6180904522613065,0.8428571428571429,0.8564356435643564,0.1759573267034419,0.30179960733348027
profile_cold,0.01,0.005,0.0,3072,50,0.34,0.4,0.0,0.3333333333333333,0.0,0.6666666666666666,0.009262433503612777,0.022638681838383915
profile_cold,0.01,0.005,0.0,3072,100,0.42,0.7,0.058823529411764705,0.42857142857142855,0.23529411764705882,0.56,0.018410652958269016,0.03383087057362511
profile_cold,0.01,0.005,0.0,3072,200,0.56,0.775,0.34210526315789475,0.5405405405405406,0.4838709677419355,0.6111111111111112,0.03766195441965131,0.06734847506890024
profile_cold,0.01,0.005,0.0,3072,400,0.64,0.8285714285714286,0.4810126582278481,0.5949367088607594,0.6197183098591549,0.6831683168316832,0.07497513644922446,0.13273426252122292
profile_cold,0.01,0.005,0.0,3072,700,0.7085714285714285,0.889763779527559,0.5384615384615384,0.6911764705882353,0.7209302325581395,0.7212121212121212,0.13279206102067623,0.22790142304058125
profile_cold,0.01,0.005,0.0,3072,1000,0.74,0.890625,0.5748792270531401,0.7055837563451777,0.7857142857142857,0.7567567567567568,0.18070329538362107,0.30497640798554015
profile_cold,0.01,0.005,0.0,4096,50,0.3,0.1,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.00797363577520237,0.023989892968864803
profile_cold,0.01,0.005,0.0,4096,100,0.36,0.058823529411764705,0.2962962962962963,0.2777777777777778,0.5,0.6363636363636364,0.014817382225813167,0.031497454163332286
profile_cold,0.01,0.005,0.0,4096,200,0.485,0.4634146341463415,0.3333333333333333,0.375,0.5641025641025641,0.7105263157894737,0.0328347500666306,0.059144430583713985
profile_cold,0.01,0.005,0.0,4096,400,0.62,0.6875,0.4742268041237113,0.47058823529411764,0.6266666666666667,0.85,0.07249185460389769,0.12467272803020892
profile_cold,0.01,0.005,0.0,4096,700,0.7057142857142857,0.8,0.5493827160493827,0.6335877862595419,0.6691176470588235,0.9044117647058824,0.1297886452658049,0.21764470437342712
profile_cold,0.01,0.005,0.0,4096,1000,0.751,0.8317757009345794,0.6,0.6648351648351648,0.7346938775510204,0.927461139896373,0.17952541226852564,0.295350173784942
profile_cold,0.01,0.005,0.0,5120,50,0.3,0.0,0.0,0.25,0.8181818181818182,0.42857142857142855,0.008505773348460793,0.022416028967541368
profile_cold,0.01,0.005,0.0,5120,100,0.35,0.05263157894736842,0.125,0.391304347826087,0.7222222222222222,0.5625,0.016066782017116664,0.030795955099174977
profile_cold,0.01,0.005,0.0,5120,200,0.49,0.3333333333333333,0.2564102564102564,0.5416666666666666,0.7894736842105263,0.5277777777777778,0.03489949687192445,0.06385016401287547
profile_cold,0.01,0.005,0.0,5120,400,0.585,0.6309523809523809,0.425,0.5529411764705883,0.6986301369863014,0.6282051282051282,0.07207639612858288,0.13012184381210262
profile_cold,0.01,0.005,0.0,5120,700,0.6771428571428572,0.7746478873239436,0.49166666666666664,0.5987261146496815,0.8102189781021898,0.6944444444444444,0.1292911625880381,0.23062727272459826
profile_cold,0.01,0.005,0.0,5120,1000,0.714,0.7980769230769231,0.5418994413407822,0.6497695852534562,0.8085106382978723,0.7596153846153846,0.1765590928620183,0.30628119759576083
profile_cold,0.01,0.005,0.0,6144,50,0.4,0.42857142857142855,0.5555555555555556,0.4444444444444444,0.21428571428571427,0.45454545454545453,0.00941712580415516,0.024597462450993597
profile_cold,0.01,0.005,0.0,6144,100,0.54,0.7142857142857143,0.5,0.6470588235294118,0.43478260869565216,0.42857142857142855,0.020584913449016116,0.04340813328946063
profile_cold,0.01,0.005,0.0,6144,200,0.595,0.8043478260869565,0.5454545454545454,0.5588235294117647,0.5581395348837209,0.4772727272727273,0.04010379876649865,0.07784436029635103
profile_cold,0.01,0.005,0.0,6144,400,0.6475,0.8235294117647058,0.576271186440678,0.581081081081081,0.6105263157894737,0.6206896551724138,0.07567001609286605,0.1407364111156715
profile_cold,0.01,0.005,0.0,6144,700,0.6885714285714286,0.8840579710144928,0.5423728813559322,0.6344827586206897,0.6887417218543046,0.6756756756756757,0.1264387457714809,0.22895367718336326
profile_cold,0.01,0.005,0.0,6144,1000,0.738,0.8942307692307693,0.6568047337278107,0.69377990430622,0.7403846153846154,0.6893203883495146,0.17649015835023313,0.30563135505668637
profile_cold,0.01,0.01,0.0,42,50,0.36,0.3076923076923077,0.2727272727272727,0.5,0.2857142857142857,0.45454545454545453,0.010617549818829551,0.02443299180112269
profile_cold,0.01,0.01,0.0,42,100,0.47,0.4782608695652174,0.4,0.5,0.5294117647058824,0.44,0.02025978201251671,0.037867788178252475
profile_cold,0.01,0.01,0.0,42,200,0.62,0.6521739130434783,0.5882352941176471,0.6,0.5806451612903226,0.6481481481481481,0.042513314176654465,0.07494943686115313
profile_cold,0.01,0.01,0.0,42,400,0.705,0.7872340425531915,0.6351351351351351,0.5633802816901409,0.7058823529411765,0.7849462365591398,0.08085569026650705,0.1438966632791953
profile_cold,0.01,0.01,0.0,42,700,0.7671428571428571,0.8627450980392157,0.7,0.6444444444444445,0.7819548872180451,0.8345323741007195,0.1394012190040314,0.23624039860488472
profile_cold,0.01,0.01,0.0,42,1000,0.814,0.8807339449541285,0.7608695652173914,0.7114427860696517,0.83,0.8781725888324873,0.19381888232558103,0.31856371575062487
profile_cold,0.01,0.01,0.0,123,50,0.6,0.5714285714285714,0.18181818181818182,0.6666666666666666,0.875,0.7333333333333333,0.014273926186922244,0.030438070105535682
profile_cold,0.01,0.01,0.0,123,100,0.67,0.7777777777777778,0.36,0.7647058823529411,0.7333333333333333,0.8,0.027038375516559403,0.04974202246680208
profile_cold,0.01,0.01,0.0,123,200,0.735,0.868421052631579,0.5319148936170213,0.7857142857142857,0.6206896551724138,0.8636363636363636,0.04837839097814856,0.08818439526589303
profile_cold,0.01,0.01,0.0,123,400,0.7675,0.8933333333333333,0.5802469135802469,0.7934782608695652,0.6031746031746031,0.9213483146067416,0.08869229541061742,0.1554539252611405
profile_cold,0.01,0.01,0.0,123,700,0.8185714285714286,0.9117647058823529,0.7357142857142858,0.7843137254901961,0.7518248175182481,0.917910447761194,0.14581186930889198,0.2456945572441686
profile_cold,0.01,0.01,0.0,123,1000,0.853,0.93048128342246,0.8059701492537313,0.794392523364486,0.8155339805825242,0.9322916666666666,0.20109493951096677,0.3317954654299523
profile_cold,0.01,0.01,0.0,456,50,0.38,0.5833333333333334,0.2857142857142857,0.5,0.25,0.23076923076923078,0.011171145509187014,0.024064420255676986
profile_cold,0.01,0.01,0.0,456,100,0.55,0.7272727272727273,0.631578947368421,0.45454545454545453,0.625,0.3333333333333333,0.021953852330614206,0.041905577085780035
profile_cold,0.01,0.01,0.0,456,200,0.635,0.8108108108108109,0.6410256410256411,0.5952380952380952,0.6578947368421053,0.5,0.04124108613446365,0.07360579379151924
